wilcoxon,t-test,t-test_overestim_var
Taf1b,Calm2,
Psmc2,Lsm12,
Prelid1,Dbi,
Mydgf,Otub1,
Eno1,Rsrp1,
Sh3glb1,Polr2j,
Ahnak,Nedd9,
Stk39,Sec61a1,
Wdr1,Rab8b,
Xdh,Fis1,
Lsm12,Smap1,
Snrpb,Atp6v0e,
Flna,Mknk2,
Acot7,Lamtor5,
Glrx,Atp5o-1,
Dnajc9,Psma3,
Stard3nl,Srp9,
Sin3b,Ndufb9,
Mrpl18,Dnajc9,
Gnas,Ccr5,
Tln1,Ldha,
Pkm,Gatad2a,
Mdfic,Ndufb1-ps,
Hmgb1,Vmp1,
Nono,Ppp1r18,
Ifi214,Dpp3,
Tmem14c,Psme2,
Cnot3,Atp5a1,
Pdcd1,Psmb1,
Rgs16,Hif1a,
Ptpn22,Tecr,
Hip1,Atf6,
Polr2j,Klrk1,
Ppp1ca,Tpm3,
Bcl2a1d,Fam49b,
Ms4a6b,Dennd1b,
Mdh2,Gabarapl2,
Hmgcr,Pfdn1,
Hdac1,Zeb2,
Gzmk,Taf1b,
Hsd11b1,Serpinb9,
Txndc17,Dnajc1,
Zbtb32,Nono,
Tmem160,Arf5,
Spcs1,Sys1,
Akr1a1,Ahnak,
Ebpl,BC031181,
Tmed9,Plek,
Wdr95,H2-D1,
Osbpl3,Laptm5,
Cycs,Dgkh,
Rab8b,Selenow,
Icos,Itgb2,
Gbp7,Nol7,
Sdcbp2,Wdr1,
Arhgdia,Stard3nl,
Zswim8,Rap1b,
Atp5k,Agpat4,
Tnfrsf9,Sec61g,
Tmem258,Vps28,
Calr,Pdcl3,
Cox5a,Aprt,
Gtf2b,Spn,
Akna,Cotl1,
Bcap31,Sept1,
Ifi27,Arhgef6,
Tma7,Rac1,
Snapc5,Mrps21,
Ppp1r18,Rap1a,
Glipr1,Acot7,
Rbm3,Atp5g3,
Psma1,Nfyb,
Pdcl3,Fyn,
Vps29,Cab39,
Tmem163,Lrrfip1,
Selenow,Pglyrp1,
Dcaf7,Stk39,
Smap1,Tox,
Rap1b,Hdac1,
Atp5g3,Mrpl18,
Runx2,Dbnl,
Bzw1,Sri,
Arhgef6,Ifi27,
Ubl5,Mien1,
Atp6v0c,Hsp90b1,
Dennd1b,1110008P14Rik,
Gsr,Adam19,
Atp5g1,Trac,
Ubash3b,Cblb,
Spn,Trbc2,
Taf10,Serp1,
Cers2,Gzma,
Wipf1,Gbp7,
Ly6a,H2az1,
Psma3,Ostf1,
Ufc1,Atp5k,
Rbx1,Uqcrc1,
Pfdn1,Wipf1,
Rsrp1,Cst3,
Vps13c,Gtf2a2,
Chic2,Ms4a6b,
Sec61a1,Stat3,
Uqcrc1,Chic2,
Vma21,,
Ehd4,,
Psma6,,
Cisd1,,
Sri,,
Ntan1,,
Nab1,,
Tpi1,,
Zmat5,,
Pik3ap1,,
Srsf9,,
Cox7b,,
Psmb7,,
Agpat3,,
Zbtb8os,,
Arf1,,
Trac,,
Sys1,,
Ccdc50,,
Tm2d1,,
Aprt,,
Grina,,
Tbc1d10c,,
Cd9,,
Oaz1,,
Krtcap2,,
Pou2f2,,
Stap1,,
Akt1,,
Nmb,,
Dock2,,
1110008P14Rik,,
Wdr83os,,
Ssr2,,
Cyb5r4,,
Tecr,,
Prkcsh,,
Reep3,,
Cd160,,
Was,,
Erg28,,
Tmem30a,,
Sh3kbp1,,
Sec11a,,
Diaph1,,
Fryl,,
Nfyb,,
Gabarapl2,,
Lasp1,,
Serpinb6a,,
Psmc6,,
Spg21,,
Tmf1,,
Ifih1,,
Lpxn,,
Phf11b,,
Ildr1,,
Sdf2,,
Gldc,,
Psmb5,,
Dbnl,,
Ybx3,,
Lamtor2,,
Gpr65,,
Dnmt3a,,
Lsm8,,
Pts,,
Zap70,,
Cript,,
Epsti1,,
Ebp,,
Klrg1,,
Pdia4,,
Atp2a3,,
Dut,,
Sept1,,
Rab10,,
Fam49b,,
Smarca5,,
Mien1,,
Fundc2,,
Samsn1,,
Tab2,,
Ncbp1,,
Lrrfip1,,
Cd27,,
Sppl2a,,
Smap2,,
Cotl1,,
Tmem167,,
Derl2,,
Mea1,,
Trip4,,
Nipa2,,
Alcam,,
