gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
1700019D03Rik,2.9598596,0.10663934850272125,2.293305,2.9598596,1.7774946934520887e-05,4.8489895,2.9598596,0.00014941555129675517,4.5134783,0.0031822645
Mstn,,,,,,,,,,
1700019A02Rik,-18.723,1.0,-0.038234524,-18.723,0.25125352878707286,-1.6056648,-18.723,0.8488184869305923,-0.6386587,-0.0013866783
Pms1,0.11892096,0.38933700360323364,1.5739081,0.11892096,0.6910189821062048,0.6413922,0.11892096,0.8807279313241815,0.4539803,0.01897256
Ormdl1,0.3868815,0.005195200810902057,3.4303427,0.3868815,0.008880852164571683,3.1395671,0.3868815,0.09997356426525474,2.3727858,0.0016710265
Gm28778,,,,,,,,,,
Osgepl1,0.88733923,0.08894256684933693,2.3760984,0.88733923,0.0037642361023749993,3.4275544,0.88733923,0.03988625259809128,2.782644,0.0125399865
Gm28551,-19.416111,1.0,-0.038234524,-19.416111,0.24835582420434962,-1.6141092,-19.416111,0.8481480410872557,-0.6420174,-6.806265e-05
Asnsd1,0.76881784,2.9945280222620986e-12,7.5182743,0.76881784,3.417229846702104e-12,7.6072645,0.76881784,2.459429392582504e-07,5.863035,0.05774446
Gm50478,,,,,,,,,,
Dnah7a,,,,,,,,,,
Stk17b,0.06469068,0.9980277185486635,0.73051256,0.06469068,0.4567659862743203,1.1356313,0.06469068,0.771043100846893,0.8390425,-0.042873643
Hecw2,-0.43768504,1.0,-0.046763025,-0.43768504,0.8754487336423319,-0.31947845,-0.43768504,0.9580534424441488,-0.22649379,-0.0005859533
Ccdc150,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Gtf3c3,0.01847008,0.8663883497955486,0.8983676,0.01847008,0.9995542392892863,0.0953497,0.01847008,1.0,0.06792328,0.0013138052
Gm34066,,,,,,,,,,
Pgap1,0.8383228,0.08903430682239062,2.3754594,0.8383228,0.006072956839190327,3.2703323,0.8383228,0.0565939030661349,2.6340263,0.003194694
Ankrd44,-0.38952273,7.497081507739773e-07,-5.5331135,-0.38952273,1.1902750046583466e-06,-5.4079504,-0.38952273,0.0010616400781754823,-3.9849548,-0.034979217
Sf3b1,0.13404734,0.8732868318860114,0.88983905,0.13404734,0.01483204090182909,2.957356,0.13404734,0.20728351669407463,1.9980887,0.02257435
Coq10b,0.7689239,2.572901288438683e-14,8.135713,0.7689239,4.0851040911223114e-14,8.247541,0.7689239,2.4608943260188613e-08,6.285137,0.029459376
Hspd1,0.25086904,0.08971203961400666,2.3716264,0.25086904,0.006213705030454724,3.2595534,0.25086904,0.10138475564132073,2.365956,0.02484208
Hspe1,0.32353213,5.533850050862594e-06,5.1398764,0.32353213,1.3596934625541036e-09,6.6347766,0.32353213,0.00012503658090267674,4.544937,0.025923109
