wilcoxon,t-test,t-test_overestim_var
Prf1,Ctsb,Batf
Polr1d,Cd52,Gmfg
Ywhah,Etfb,Etfb
Hmgb1,Ywhah,Tbx21
Arpc5,Unc119,Polr1d
Ms4a4b,Batf,Hint1
Capzb,AA467197,Cd52
Mt1,Arl6ip1,Fkbp1a
Fkbp1a,Myl6,Arl6ip1
Oaz1,Calm3,Ywhah
Gimap7,Vamp8,Phf11b
Batf,Havcr2,Calm3
Calm3,Ap2s1,Myl6
Ctsb,Cfl1,Vamp8
Runx2,Phf11b,Gzmk
Gnai2,Psmb3,Ap2s1
Slc25a5,Cox5a,Sytl3
Btf3,Pkm,Pkm
Phf11b,Rac2,Cfl1
Etfb,Cdc42,Sdcbp2
Pim1,Tbx21,Mki67
Atp5l,Cd28,Fkbp5
Vamp8,Coro1a,Psmb3
Cd28,Sytl3,Cd28
Ndufb7,Sla,Sla
Irf8,Capzb,Cox5a
Psmd8,Psmd8,Aopep
Cd47,Arpc5,Plp2
Dnajc15,Aopep,Mcm6
Stmn1,Fkbp5,Dusp5
Cyba,Gzmk,Rac2
Trbv13-3,Rap1a,Coro1a
Rap1a,Pim1,Cdc42
Dusp5,Mcm6,Psmd8
Sla,Ndufb7,Pim1
Ube2l3,Ube2l3,Lrmp
Ap2s1,Dusp5,Nsd2
Pkm,Plp2,Arpc5
Tmem163,Calm1,Capzb
Aopep,Mki67,Cks2
Sytl3,Cox6b1,Gldc
Tspo,Hmgb1,Lmnb1
Ppp1ca,Lrmp,Top2a
Atp5j,Sdcbp2,Hmgb1
Mcm6,Gng2,Gng2
Cox4i1,Gm8369,Rap1a
Lrmp,Oaz1,Ube2l3
Fkbp5,Nsd2,Ndufb7
Cox7c,Lmnb1,Calm1
Unc119,Trbv13-3,Trbv13-3
Sh3bgrl3,Cks2,Stk39
Pik3ap1,Dnajc15,Cox6b1
Gng2,Atpif1,1500009L16Rik
Prex1,Ctsw,Gm8369
Arsb,Gnai2,Pclaf
Gm8369,Top2a,Atpif1
Arap2,Gldc,Bcl2l11
Ctsw,Prex1,Ezh2
Arpc1b,Arap2,Oaz1
Bcl2l11,Stk39,Prex1
Plp2,Tmem160,Eea1
Cks2,Bcl2l11,Ctsw
Rgs1,Ezh2,Dnajc15
Atpif1,1500009L16Rik,Arap2
Ech1,Slc25a5,Gnai2
AA467197,Pclaf,Tyms
Havcr2,Cd47,Mdfic
Snrpe,Atp5j,Mapre2
Ikzf3,Atp5l,Tmem160
Atp5g3,Tspo,Rgs1
Actr3,Ech1,Ech1
Nfkbiz,Eea1,Slc25a5
Tmem160,Cyba,Atp2b4
Lmnb1,Tyms,Alcam
Ezh2,Ppp1ca,Hmgn2
Hspa8,Rgs1,Cd47
Top2a,Ptpn22,Nr4a2
Prdx1,Hmgn2,Atp5j
Cox6c,Mapre2,Atp5l
Ucp2,Mdfic,Dgkh
Ptpn22,Snx5,Tspo
Capza2,Ikzf3,Cks1b
Gzmk,1810037I17Rik,Ikzf3
Anp32b,Btf3,Birc5
Tbx21,Arpc1b,Ptpn22
Nsd2,Capza2,Adap1
1810037I17Rik,Nr4a2,Snx5
Crlf2,Atp5g3,Cyba
Snx5,Atp2b4,Ppp1ca
Nr4a2,Ndufb8,1810037I17Rik
Hmgn2,Alcam,Nfkbiz
Ndufb8,Vps29,Btf3
Zyx,Nfkbiz,Vps29
Baz1a,Sh3bgrl3,Ndufb8
Apobec3,Dgkh,Capza2
Arpc2,Ucp2,H1f4
Mki67,Cks1b,Crlf2
Cox17,Cox7c,Atp5g3
Nucb1,Ms4a4b,Ms4a4b
1110008P14Rik,Baz1a,Baz1a
Cst3,Crlf2,Arpc1b
Ly6e,Cox17,Myo1f
1500009L16Rik,Birc5,Adam19
Atp5c1,Tmem167,Ucp2
Myo1f,Esd,Sh3bgrl3
Eea1,Rnh1,Cox17
Sdcbp2,Apobec3,Rnh1
Vps29,Cst3,Nucb1
Rnh1,Adap1,Cox7c
Acadl,Nucb1,Cst3
Esd,Cox6c,Sdf2l1
Rexo2,Zyx,Tmem167
Stk39,Myo1f,Acadl
Tmem167,H1f4,1110008P14Rik
Ndufa11,Adam19,Zyx
Anxa6,Acadl,Litaf
Dynll1,1110008P14Rik,Esd
Ube2n,Rexo2,Rexo2
Adam19,Csnk2b,Apobec3
Laptm5,Cox4i1,Cenpa
Sirt2,Sdf2l1,Rom1
Csnk2b,Eif4e2,Eif4e2
Gpr171,Ube2n,Cdca8
Ndufb9,Anp32b,Csnk2b
Sept7,Anxa6,Ube2n
Lgals3bp,Stk24,E2f2
Ptprcap,Naa20,Cox6c
Stk24,Atox1,Spc24
Eif4e2,Prdx1,Dapk2
Pclaf,Cenpa,Gnptab
Tnfaip3,Snrpe,Anp32b
Naa20,Smdt1,Cox4i1
Atox1,Ndufa11,Ccnb2
Capns1,Litaf,Naa20
Ctsc,Actr3,Glrx
Ttc39b,Capns1,Stk24
Gdi2,Mtch1,Ccr2
Mapre2,Rom1,Rgs16
Smdt1,Gnptab,Anxa6
Sh2d1a,Ly6e,Cdca3
Pou2f2,Hspa8,Mtch1
Cblb,Glrx,Anxa1
Mtch1,E2f2,Prdx1
Sdf2l1,Cdca8,Atox1
Psma4,Sirt2,Tk1
Gnptab,Sin3b,Hmgb3
Nab1,Dapk2,Ndufa11
Glipr1,Spc24,Ttc39b
Alyref,Alyref,Ehd4
Gldc,Psma4,Sirt2
Cenpa,Nab1,Capns1
Pomp,Bag1,Smdt1
Tyms,Ttc39b,Snrpe
Zbp1,Ccnb2,Alyref
H1f4,Glipr1,Plscr1
Sin3b,Laptm5,Actr3
Elob,Lgals3bp,Gsr
Mdfic,Ccr2,Nab1
Ndufb1-ps,Gsr,Smc2
Hip1r,Atp5c1,Hspa8
Rps27l,Gpr171,Glipr1
Bag1,Rgs16,Zeb2
Gsr,Cdca3,Sin3b
Cxcr6,Ndufb1-ps,Ly6e
Tbcb,Dynll1,Gpr171
Glrx,Ehd4,Car5b
H3f3b,Tbcb,Lgals3bp
H2az2,Sh2d1a,Ube2c
Spn,Tk1,Hip1r
Itm2b,Hmgb3,Bag1
Rap1b,Gdi2,Psma4
Myo1g,Anxa1,Racgap1
Tmbim4,Ndufb9,Gmnn
Racgap1,Smc2,Tbcb
Cks1b,Rps27l,Lrrk1
Slc25a3,Arpc2,Sh2d1a
Sec11c,Plscr1,Cenpw
Dbi,Hip1r,Laptm5
Atp5pb,Racgap1,H2az2
Ide,H2az2,Dynll1
Atp2b4,Spn,Hells
Ran,Ctsc,Ndufb1-ps
Psmb9,Gmnn,Gdi2
Eloc,Cblb,Atp5c1
Dgkh,Zeb2,Cdk1
Nptn,Sec11c,Ctsc
Dek,Ube2c,Cblb
Ybx1,Cenpw,Ndufb9
Birc5,Eloc,Rps27l
Ldha,Car5b,Asf1b
Alcam,Lrrk1,Spn
Hsp90b1,Sept7,Itih5
Tmem14c,Hells,Kif15
Tmem126a,Zbp1,Arpc2
B2m,Ptprcap,Xdh
N4bp1,Pomp,Eloc
Rom1,Cxcr6,Sec11c
Psmb8,Cdk1,Cxcr6
Psmb4,Asf1b,Zbp1
Plac8,Tnfaip3,Zdhhc2
Smap1,Xdh,Pmaip1
E2f2,Dbi,Tnfaip3
Smc2,Myo1g,Capg
Rab27a,Itih5,Adora2a
Prkar1a,Ide,Sept7
Srsf3,Kif15,Nrp1
Myl12a,Tmem14c,Ide
Nfatc1,Nptn,Snx10
Bscl2,Pou2f2,Pou2f2
Uqcrq,Tmbim4,Pomp
Ndufa13,Capg,Myo1g
Gmnn,Pmaip1,Napsa
Sumo2,Dek,Dbi
Rab8b,Adora2a,Nptn
Ufc1,Ssr2,Tmbim4
Xdh,Smap1,Itgax
Psmb1,Ufc1,Ptprcap
Ssr2,Snx10,Rrm2
Lrp10,Zdhhc2,Il12rb2
Ube2c,Rap1b,Prc1
Tap1,Tmem126a,Dek
Ywhae,Psmb9,Wdr95
Rtn3,Elob,St6galnac3
Nudt21,Lrp10,Tmem14c
Itgb2,Nrp1,Bspry
Capg,Prdx2,H1f5
Ehd4,Uqcrq,Ssr2
Prdx2,Tap1,Smap1
S1pr4,Hsp90b1,Tmem126a
Psmd13,Rab27a,Ufc1
Arf1,Itgb2,Cdkn3
Rgs16,Fis1,Igkc
Lamtor4,Nudt21,Rab27a
Ebp,H3f3b,Incenp
Lsm5,Rrm2,Prdm1
Zdhhc18,Ybx1,Lrp10
Sh3bgrl,St6galnac3,N4bp1
Gimap1,Prkar1a,Acot7
Pgk1,Vasp,Tpx2
Snx10,N4bp1,Mt2
Vasp,Napsa,Rap1b
Adap1,Rtn3,Cenpe
Ostf1,Psmd13,Fignl1
Nsmaf,Il12rb2,Hsp90b1
Hsd11b1,Itgax,Raph1
Ube2g2,Prc1,Psmb9
Ubl5,Lamtor4,Mcm5
Arf5,Ldha,Prdx2
Hmgb3,Incenp,Elob
Ddit4,Wdr95,Tap1
Cenpw,Itm2b,Ncapg
Tpi1,Bspry,Itgb2
Cst7,Atp5pb,Nudt21
Mrpl20,Arf1,Mad2l1
Ccr2,H1f5,Rtn3
H1f2,Mrpl20,Uqcrq
Cox7b,Acot7,Psmd13
Fis1,Ywhae,Tipin
Atp5d,Igkc,Il1rl1
Fundc2,Psmb4,H3f3b
Xaf1,Psmb1,Cpt1a
Cdca3,Cdkn3,Fasl
Hells,Myl12a,Lamtor4
Sf3b6,Prdm1,Fis1
Snx3,Mcm5,Gm45716
Dapk2,Ran,Ldha
Cdca8,Slc25a3,Ybx1
Ccnb2,Ubl5,Prkar1a
Litaf,Tipin,Ube2g2
Spc24,Ebp,Cit
Nubp1,Psmb8,Vasp
Gimap5,Tpx2,Tpi1
Lax1,Mt2,Ran
Sec61g,Pgk1,Kif11
Ptpn6,Snx3,Mrpl20
Arhgdia,Ube2g2,Itm2b
Phf5a,Fignl1,Ywhae
Mvb12a,Cpt1a,Arf1
Adora2a,Cenpe,Psmb4
Mindy3,Raph1,Ap1s2
Ndufs8,Mad2l1,Cx3cr1
Tipin,Tpi1,Knl1
Bak1,Ndufa13,Atp5pb
Cmpk1,Bscl2,Ccna2
Sumo3,Gimap1,Bscl2
Fyn,Gm45716,Sh3bgrl
Hprt,Nfatc1,Ebp
Akr1a1,Tmbim6,Myl12a
Ciao2a,Ncapg,Nfatc1
Dennd4a,Rab8b,Pgk1
Snf8,Ndufa1,Rab8b
Incenp,Lsm5,Rrm1
Crot,Sh3bgrl,Slc25a3
Tk1,Ndufs8,Psmb1
Cdk6,Ap1s2,Snx3
Acot7,Gimap5,Lig1
Sem1,Fasl,Ubl5
Psma1,Il1rl1,Lsm5
Cdk1,Cit,Cenpk
Zap70,Rrm1,Unc119b
Ndufa1,Sec61g,Ndufs8
Fkbp2,Fundc2,H1f2
Mcm5,Kif11,Gimap1
Dtymk,Ccna2,H4c9
Cmc1,Knl1,Psmb8
Cycs,Cx3cr1,Ndufa13
D16Ertd472e,Ostf1,Ndufa1
Pgrmc1,H1f2,Tmbim6
Lrrk1,Phf5a,Uhrf1
Snrpd1,Lig1,Gimap5
Cd82,Unc119b,Tacc3
Sae1,Ciao2a,Tstd3
Srp9,S1pr4,Aurkb
Tmbim6,Zap70,Ncapg2
Cpt1a,Cst7,Lilr4b
Hpf1,Cox7b,Fundc2
Pmaip1,H4c9,Ppil1
Anxa1,Ppil1,Cenpm
Unc119b,Zdhhc18,S1pr4
Ap1s2,Akr1a1,H2ac8
Uqcr10,Cenpk,Nusap1
Pon2,Tstd3,Ccr5
Ms4a6b,Sf3b6,Phf5a
1500011B03Rik,Ube2i,Ms4a6d
Ube2i,Cmpk1,Plk4
Elof1,Nubp1,Ciao2a
Txndc5,Hsd11b1,Cst7
Gnb2,Arf5,H1f3
Arpc5l,Uhrf1,Ddit4
Plscr1,Snf8,Slamf1
Tmem128,Nsmaf,Sec61g
Ppil1,Ddit4,Ostf1
Ptma,Uqcr10,Nsmaf
Hmgn5,Ndufa8,Zap70
Cox7a2,Arhgdia,Carhsp1
Ptpn7,Tacc3,Zdhhc18
Asf1b,Hprt,Gem
Csrp1,Dazap2,Hsd11b1
Zbtb8os,Ms4a6d,Akr1a1
Ostc,Atp5d,Clspn
Igkc,Ncapg2,Nubp1
Tstd3,Dtymk,Cmpk1
Ndufa8,Ccr5,Dtymk
Zeb2,Aurkb,Ncald
Gm45716,Plk4,Snf8
Bub3,Cycs,Sf3b6
Tox,B2m,Prim1
Ms4a6d,Cenpm,Crmp1
Kdelr2,Plac8,Cox7b
Cbx3,Lilr4b,Atf6
H2-D1,H2ac8,Hprt
Mrpl18,Slamf1,Ube2i
Dnmt1,Fyn,Cycs
Ube2a,Nusap1,Ndufa8
Rrm2,Psma1,Plac8
Snrpb,Gem,Uqcr10
Trbc2,Arpc5l,B2m
Pcmt1,Prim1,Arhgdia
Pmf1,Hpf1,Pqlc3
Atp5j2,H1f3,Dazap2
Rrm1,Carhsp1,Arf5
Pstpip1,Clspn,Bub1b
Psmb7,Srsf3,Fkbp2
Dazap2,Fkbp2,Dtl
Magoh,Sumo3,1500011B03Rik
Kif15,1500011B03Rik,Pmf1
Atp5g2,Ptpn6,Atp5d
Sar1b,Mvb12a,Hpf1
Car5b,Sae1,Ptma
Slbp,Sumo2,Fyn
Prc1,Atf6,Sumo3
Ndufc2,Xaf1,Cenpf
St6galnac3,D16Ertd472e,Psma1
Idh3a,Ncald,Arpc5l
Mfsd10,Bub3,Xaf1
Cmc2,Pqlc3,Bak1
Mad2l1,Bak1,Rbbp8
Nans,Sem1,Sae1
Rnaseh2b,Pmf1,Mvb12a
Mrpl33,Mrpl18,D16Ertd472e
Sptssa,Snrpd1,Hist1h2ap
Prim1,Crot,Crot
Psmb2,Gnb2,Bub3
Arpc1a,Crmp1,Ptpn6
Fxyd5,Dtl,Stx11
Tpm4,Ostc,Hmmr
Cwc15,Pgrmc1,Srsf3
Sec61b,Ptma,Lax1
Sipa1,Elof1,Pgrmc1
Uhrf2,Lax1,Prr5
Htatip2,Cmc1,H3c3
Manf,Rbbp8,Snrpd1
Arpc4,Arpc4,Sumo2
Tram1,Bub1b,Mrpl18
Iqgap1,Mrpl33,Il10ra
H1f5,Tram1,Kif22
Rbbp8,Iqgap1,Elof1
Ptpn11,Cdk6,Txndc5
Calm2,Magoh,Cmc1
Esyt1,Csrp1,Cdk6
Adprh,Mindy3,Coro2a
Lig1,Txndc5,Csrp1
Tceal9,Kdelr2,Maf
Rac1,Psmb7,Ostc
Snrpd2,Calm2,Sem1
Sdhb,Cenpf,Mindy3
Nrp1,Hmgn5,Hmgn5
Psmb5,Zbtb8os,Itga1
Anxa11,Ube2a,Gnb2
Nabp1,Stx11,H2ax
Dap,Ube2s,Ncapd2
Uqcrb,Tmem128,Cdc25b
Ube2s,Il10ra,Kdelr2
Tmpo,Coro2a,Rad51ap1
Flna,Hist1h2ap,Arpc4
Itih5,Hmmr,Zbtb8os
Cisd1,Dnmt1,Ube2s
Tfdp1,Manf,Dnmt1
Nrm,Dynlrb1,Nrm
Eif4h,Cox7a2,Tram1
P4hb,Cwc15,Ube2a
Trps1,Sar1b,Mrpl33
Rhoa,Dennd4a,Magoh
Hcls1,Cd82,Psmb7
Pqlc3,Prr5,Spc25
Mrps16,H3c3,Dennd4a
Dhrs7,Sdhb,Calm2
Cep57,Maf,Kif4
Commd3,Kif22,Tmem128
Rer1,Cdc25b,Iqgap1
Snrpc,Srp9,Tmpo
Gem,Psmb2,Jdp2
Rtp4,Selenok,Sar1b
Dynlrb1,H2ax,Ndc80
Micos10,Ncapd2,Mcm7
Mrpl4,Nrm,Rnf216
H4c9,Tmpo,Rnaseh2b
Higd1a,Slbp,Tox
Mcm7,Rnaseh2b,Manf
Upf3a,Tox,Tfdp1
Ndufv3,Cmc2,Cmc2
Mrps18c,Itga1,Cd82
Erp44,Psma5,Chaf1b
Sema4d,Eif4h,Rad51
Psmd14,Mcm7,Slbp
Dynll2,Tfdp1,Rap1gap2
Ccr5,Tpm4,Mfsd10
Bspry,Higd1a,Dynlrb1
Mrpl27,Pon2,Rbm47
Rtraf,Mfsd10,Cwc15
Plekhb2,Tmem50a,Sdhb
Glmp,Ndufv3,Dbf4
Thy1,Psmb5,Cox7a2
Ap3s1,Ndufc2,Knstrn
Mpdu1,Rad51ap1,Pon2
Selenoh,Sptssa,Mcm3
Glipr2,Cbx3,Psmb2
Adgre5,Pcmt1,Prdx4
Zdhhc2,Chaf1b,Selenok
Casp1,Nans,Srp9
Pgam1,Spc25,Trps1
Cdc25b,Snrpd2,Eif4h
Psma5,Dbf4,Tpm4
Mcm3,Ndc80,Nans
Raph1,Idh3a,Psma5
Uqcrfs1,Rac1,Shcbp1
Tmem50a,Ptpn7,Tnfrsf9
Plk4,Atp5j2,Pcmt1
Zfp207,Mcm3,Ccdc34
Lcp1,Uqcrb,Sptssa
Foxn3,Ms4a6b,Higd1a
Cdkn3,Kif4,Ptpn7
Mrps36,Mrps16,Stard10
Rbms1,Micos10,Idh3a
Eif1ax,Rnf216,Sytl2
Tmem165,Trps1,Tceal9
Selenok,Rap1gap2,Cbx3
Aprt,Rad51,Ndufc2
Coro2a,Tceal9,Mis18bp1
Il12rb2,Rer1,Rfc4
Sdf2,Jdp2,Ndufv3
Atf6,Knstrn,Psmb5
Txndc17,Uhrf2,Tmem50a
Dbf4,Snrpb,Gins2
Asrgl1,Prdx4,Lamc1
Atp5e,Rbm47,Ccnb1
Acot9,Commd3,Snrpd2
Ndufb6,Ccdc34,Uqcrb
Cdk2ap1,Hcls1,Uhrf2
Agpat4,Esyt1,Ncaph
Bzw1,Bzw1,Nudt4
Dtl,Pstpip1,Rac1
Pkp3,Rfc4,Bub1
Ciapin1,Uqcrfs1,Mrps16
Lpgat1,Txndc17,Ms4a6b
Anp32e,Arpc1a,Micos10
Prdm1,Sytl2,Cdca2
Prkca,Tnfrsf9,Ptpn11
Nbeal2,Snrpc,Commd3
Plaat3,Adprh,Rer1
Got1,Stard10,Ckap2
Kmt5a,Nudt4,Neil3
Cap1,Shcbp1,Atp5j2
Nfyb,Htatip2,Rfc3
Dnajc1,Lamtor5,Htatip2
Rnf166,Ptpn11,Pstpip1
Itgax,Rhoa,Lpgat1
Bcl7c,Gnb1,Snrpb
Commd1,Flna,Haspin
Akt1,Dap,Adprh
Usp1,Sema4d,Arpc1a
Gpi1,Rtraf,Esyt1
Glud1,Map1lc3b,Aspm
Cit,Lpgat1,Hcls1
Cenpe,Gins2,Nuf2
Rab1b,Mis18bp1,Ccne1
Kxd1,Rfc3,Dap
Otulin,Zfp207,Bzw1
Tpx2,Ccnb1,Snrpc
Sh3glb1,Plaat3,Uqcrfs1
Psma6,Ncaph,Chaf1a
Syngr2,Plekhb2,Txndc17
Ccna2,Cap1,Cep55
Crybg1,Cisd1,Plekhb2
Gnb1,Pgam1,Vax2
Dpysl2,Lamc1,Depdc1a
Psma3,Ccne1,Lamtor5
Nudt4,Bub1,Flna
Gimap3,Fam107b,Cdc20
H2ax,Sipa1,Sema4d
Pdia3,Haspin,Esco2
Ccdc34,Cep57,Klrb1c
Cstb,Cdca2,Sgo1
Ubl3,Aprt,Gnb1
Uhrf1,Mrps18c,Cisd1
Rfc4,Trbc2,Diaph3
Ddx39,Eif1ax,Zfp207
Zfpm1,Ckap2,Cep57
Ehmt2,Thy1,Got1
Fam107b,Gpi1,Ckap2l
Dpy30,Selenoh,Rhoa
Edf1,Chaf1a,Rtraf
Lamtor5,Mrps36,Pgam1
Mlf2,Pdia3,Cdc45
Cbx5,Neil3,Crybg1
Gyg,Got1,Plaat3
Mcm4,Anp32e,Agpat4
Nedd8,Agpat4,Map1lc3b
Cnih4,Sh3glb1,Sipa1
Nxt1,Anxa11,Cap1
Slamf1,Crybg1,Mcm4
Clspn,Aspm,Selenoh
Adss,H2-D1,Anp32e
Cenpk,Nuf2,Galnt3
Itm2c,Cep55,Eif1ax
Azin1,Edf1,Mrps18c
Ncapg2,Eif3i,Aprt
Map1lc3b,Mcm4,Fam107b
Eif3i,Ndufv2,Fxn
Irf7,Sec61b,Fen1
Fen1,Psma6,Plk1
Pcna,Depdc1a,Thy1
Ndufv2,Cdc20,Mrps36
Ncapg,Casp1,Fhl2
Ssr4,Atp5k,Casp1
Wdr95,Fen1,Anxa11
Ppp1cc,Fxn,Trbc2
Fignl1,Psmd14,Slc43a3
Mtpn,Vax2,H2-D1
Tnfrsf1b,Diaph3,Nmb
Naxe,Taldo1,Smpdl3b
Sdcbp,Mrpl4,Gpr55
Cd9,Erp44,Ciapin1
Akna,Ciapin1,Pdia3
Mif4gd,Cdk2ap1,Gpi1
Tacc3,Ndufb6,Cdk2ap1
Ncapd2,Sgo1,Sh3glb1
H2ac8,Esco2,Asrgl1
Borcs8,Klrb1c,Mrpl4
Trir,Gimap3,Dhrs7
Psmb6,Nabp1,Kremen2
Ndufb11,Dhrs7,Psmd14
Dera,Asrgl1,Ndufv2
Tulp4,Cdc45,Psma6
Rfc3,Ssr4,Erp44
Prelid3b,Fxyd5,Nabp1
Orc6,Ckap2l,Pcna
Sri,Mpdu1,Dynll2
Ap1s1,Nmb,Mpdu1
Napsa,Trir,Ndufb6
A630001G21Rik,Dynll2,Atp5k
Actn4,Rbms1,Eif3i
Tpgs1,Mrpl27,Edf1
Fasl,P4hb,Mrpl27
Fut8,Pcna,Sec61b
Rrbp1,Atp5g2,Taldo1
Maf,Fhl2,Tnfrsf1b
Nabp2,Usp1,P4hb
Sars,Nedd8,Ska1
Agpat3,Bcl7c,Usp1
Sike1,Dpy30,Pacsin2
Lman2,Plk1,Gsap
Mt2,Rtp4,Rtp4
Rfc2,Galnt3,Rbms1
Atp5k,Slc43a3,Fxyd5
Fxn,Tnfrsf1b,Bcl7c
Cenpm,Ndufb11,Cd80
Nde1,Psmb6,Gimap3
Knl1,Smpdl3b,Dpy30
Ndfip2,Ppp1cc,Lat2
Degs1,Cbx5,Cbx5
Chaf1b,Kremen2,Cenpv
Dok2,Gpr55,Trir
Dctpp1,Kxd1,Ssr4
Raly,Dnajc1,Atp5g2
Kif11,Psma3,Nbeal2
Flii,Nbeal2,2610318N02Rik
Atp2b1,Kmt5a,Ap1s1
Vdac3,Ap1s1,Gyg
Arf6,Rab7,Acot9
Trafd1,Gsap,Kmt5a
Rab7,Acot9,Mthfsl
Emc8,Cenpv,Spag5
Snapc5,Dctn3,Nedd8
Gstp3,Ddx39,Sgo2a
Ncald,Capza1,Qrfp
Mrpl13,Pacsin2,Psmb6
Cbfb,Sri,Dnajc1
Lypla2,Glud1,Mt3
Plekha2,Tmem165,Psat1
Leprot,Gyg,Kxd1
Pfdn1,Raly,Phlda1
Il1rl1,Foxn3,Entpd1
Ndufb10,Ap3s1,Ddx39
Atp5h,Ska1,Cenpp
Uba1,Glipr2,Ppp1cc
Atp5o-1,Mthfsl,Ehmt2
Il10ra,Mrps24,Sema7a
Psma2,Syngr2,H4c4
C1d,Ehmt2,Cd9
Raf1,Upf3a,Ndufb11
Tmed5,Pkp3,Tmem165
Dph3,Psat1,Mcm2
Impa1,Rnf166,Syngr2
Msrb1,Cnih4,Ap3s1
Topbp1,Supt4a,Glud1
Snrnp40,Commd1,Rab7
Samhd1,Cd9,Cnih4
Knstrn,Mtpn,Pogk
Med10,Akt1,St14
Psph,Sdcbp,Popdc2
Acsl5,Otulin,Upf3a
Eno1,Mcm2,Psma3
Taldo1,Cd80,Dctn3
Sdhd,Ndufb10,Capza1
Lilr4b,Sars,Foxn3
Cnih1,Lat2,Glipr2
Bex3,Phlda1,Ttc39c
Mrpl16,Nxt1,Orc6
Ubald2,Orc6,Cdca5
Capza1,Ppp1r12a,H2bc11
Supt4a,Lcp1,Dhfr
Mtmr1,Samhd1,Pkp3
Ctsa,Adgre5,Arhgap26-1
