,All_P0,Act-Arm_P0,Act-Cl13_P0,All_P1,Act-Arm_P1,All_P2,Act-Arm_P2,Act-Cl13_P2,All_P3,Act-Arm_P3,Act-Cl13_P3,All_P4,Act-Arm_P4,Act-Cl13_P4,All_P5,Act-Arm_P5,Act-Cl13_P5,All_P6,Act-Arm_P6,Act-Cl13_P6,All_P7,Act-Arm_P7,Act-Cl13_P7,All_P8,Act-Arm_P8,Act-Cl13_P8,All_P9,Act-Arm_P9,Act-Cl13_P9,All_P10,Act-Arm_P10,Act-Cl13_P10
Actl6a,0.5122232,0.62480813,0.6330272,0.40800697,0.4078296,1.3413949,1.3654543,1.341419,1.1149654,1.0988321,1.1322834,1.2721543,1.2708358,1.2788504,1.3246609,1.3413694,1.2934717,1.1615269,1.1774004,1.1350362,0.83710307,0.7627409,0.85685843,0.620215,0.7876611,0.61634785,0.5646568,0.5618436,0.75198716,0.45909482,0.45907828,0.49636346
Ivns1abp,0.51214516,0.5469584,0.20302464,0.6248119,0.6265647,0.79417396,0.8043316,0.80302143,0.5673009,0.5430472,0.59333575,0.6360577,0.643126,0.6001617,0.7404882,0.7402061,0.7410147,0.6213693,0.6341822,0.59998614,0.60535157,0.6666483,0.5890672,0.44011754,0.4581736,0.43970054,0.5990421,0.60010266,0.5139191,0.5986336,0.5996569,0.37328985
Ly86,0.016039193,0.0,0.0,0.0036476066,0.0029067104,0.030012235,0.02540137,0.057506442,0.0037121193,0.003243492,0.00421516,0.036892243,0.034515787,0.048960913,0.0022359136,0.0033618778,0.00013411418,0.005015791,0.0065321703,0.0024851444,0.014736697,0.013301384,0.0151180085,0.00936673,0.0,0.009583052,0.007471552,0.0074644154,0.008352119,0.0013081797,0.0013122978,0.0
Il1rl1,0.002463402,0.045497064,0.0,0.005027177,0.005057461,0.067472674,0.058753297,0.15896313,0.12164704,0.03487689,0.21478908,0.05414778,0.039122134,0.13045448,0.10745548,0.06648742,0.18392919,0.08553538,0.04702429,0.14980553,0.2859843,0.16828515,0.31725276,0.4789482,0.16980805,0.48608768,0.038844507,0.037630476,0.12018429,0.057687484,0.05764256,0.06452065
Cnot6,0.6004282,0.54949135,0.12500042,0.5239275,0.5229022,0.979447,0.98243016,1.0342468,0.86445665,0.8584905,0.87086093,0.8752331,0.87541217,0.87432384,0.9176424,0.8882977,0.9724192,0.84435946,0.85478413,0.82696193,0.71011794,0.7219168,0.70698345,0.7004647,0.5795666,0.7032568,0.58446735,0.58459586,0.5703708,0.62588173,0.6262298,0.35314292
Med12,0.41615146,0.3781102,0.14606005,0.40489852,0.4033822,0.24601541,0.23807205,0.25399652,0.3452737,0.3247473,0.36730745,0.2794967,0.2697692,0.32889712,0.25142446,0.23412074,0.28372476,0.29620686,0.2747511,0.33201385,0.4682991,0.4261899,0.479486,0.36845508,0.41826642,0.3673047,0.38276845,0.38264894,0.36586013,0.3930384,0.39214385,0.7010942
Vsir,1.3352828,1.1825428,1.8059846,1.172099,1.1701585,0.45775717,0.45082736,0.35495508,0.7430748,0.7707673,0.7133486,0.7217992,0.7369474,0.64486986,0.6361944,0.6248417,0.6573863,0.8557663,0.85633963,0.85480946,1.1009933,1.2813557,1.0530775,0.98668015,1.1953144,0.9818618,1.8114301,1.8174992,1.4118688,1.8063504,1.8072346,1.3385789
Cbfb,0.64706737,0.63211435,0.48169,0.54472184,0.54495287,1.1464915,1.1516206,1.1972815,1.4720013,1.4708899,1.4731942,1.1793854,1.1833264,1.1593719,1.2752488,1.2624301,1.299177,1.1591145,1.1809614,1.1226549,0.7324754,0.7806605,0.71967435,0.93223673,0.78523713,0.93563163,0.69156855,0.69109696,0.7219076,0.70609856,0.7059,0.860049
Rbl1,0.20856544,0.17172746,0.17355365,0.18538502,0.18518594,0.23896962,0.23779705,0.25739333,0.5899903,0.5678744,0.6137304,0.38149393,0.36965212,0.44163176,0.38371885,0.36198986,0.42427966,0.20473243,0.20110497,0.21078622,0.17509912,0.22814238,0.16100742,0.28404912,0.19993837,0.28599164,0.21262181,0.21238112,0.2401321,0.17010672,0.17013806,0.1947524
Btg2,3.8478484,3.7603674,4.3387856,4.5596843,4.563363,1.5037752,1.4539024,1.1005585,2.4795256,2.7009182,2.2418754,2.1476269,2.2133303,1.8139564,2.0241122,2.066316,1.945332,2.3193994,2.3144372,2.3276806,2.4556975,2.988377,2.3141835,3.6040468,3.7614493,3.6004117,5.4363685,5.4555826,4.09604,6.1187816,6.1207614,5.903818
Klf9,0.071068086,0.13853724,0.07297128,0.2751197,0.2764197,0.03182727,0.027828773,0.04812792,0.030037828,0.02149518,0.039207797,0.034051906,0.03472852,0.030615779,0.031346373,0.02441221,0.04429015,0.026943138,0.025373437,0.029562775,0.11979446,0.090038106,0.12769966,0.05178569,0.09388995,0.050813306,0.043939393,0.04385834,0.04743304,0.04881363,0.048823796,0.06837751
Gtf2h2,0.12229442,0.10410972,0.14932904,0.08843384,0.088036194,0.1828723,0.18322416,0.20382968,0.14158694,0.13566896,0.1479395,0.14075503,0.13902986,0.1495161,0.1481199,0.15039638,0.1438705,0.1620812,0.16684599,0.15412934,0.13088658,0.12854694,0.13150814,0.09305249,0.13248679,0.09214176,0.1131562,0.11351101,0.09277259,0.098733656,0.098993726,0.024175152
Polr2k,0.14652172,0.154922,0.056037422,0.13158664,0.13099064,0.23570424,0.23719035,0.24102001,0.22881304,0.24465652,0.2118061,0.25689945,0.25364375,0.2734334,0.24735776,0.25314468,0.23655549,0.24715371,0.2505394,0.24150343,0.17048837,0.15292732,0.17515372,0.16309285,0.19651854,0.1623209,0.14028288,0.13979685,0.17023112,0.1694945,0.16968815,0.08072963
Mef2c,0.00048994325,0.020071978,0.0,0.0018426792,0.0018537797,0.010183774,0.008372776,0.027699117,0.0068304623,0.0035174305,0.010386785,0.011543013,0.008612178,0.026427059,0.004058941,0.0035061701,0.005090779,0.006125608,0.0035470156,0.010428954,0.010037026,0.005346269,0.011283193,0.009801508,0.0,0.010027871,0.0017974707,0.0018147818,0.00076826464,0.007198989,0.007221651,0.0
Ascc3,0.5664218,0.5956956,0.5817253,0.51681954,0.5177311,0.33453938,0.33350733,0.30724883,0.39522406,0.39319965,0.3973971,0.3798277,0.3746897,0.4059207,0.4192932,0.3955584,0.46359822,0.35338843,0.33736908,0.38012275,0.5300631,0.5553304,0.5233505,0.42933583,0.51645803,0.42732376,0.50337064,0.50267917,0.52343893,0.496019,0.49619284,0.39216414
Trem1,0.0031547274,0.0,0.0,0.0,0.0,0.0050194925,0.004339363,0.010216042,3.144386e-05,0.0,6.519677e-05,0.0061163185,0.0059656347,0.006881555,0.0003907835,0.00053789996,0.00011616609,0.0035769867,0.0049695754,0.0012529318,0.0006444286,0.0007717407,0.00061060634,0.00038411978,0.0,0.00039299089,0.0009022485,0.00091685046,0.0,0.00060322357,0.0006051225,0.0
Rnps1,0.3033149,0.3548021,0.5275702,0.26290464,0.2627201,0.6170805,0.6263679,0.63952106,0.4827872,0.45969263,0.50757766,0.5354587,0.53209513,0.55254006,0.5602502,0.5557915,0.5685732,0.46419436,0.45526978,0.4790883,0.3642881,0.3217843,0.3755798,0.31305218,0.3223015,0.31283855,0.29861382,0.29806378,0.324472,0.35715303,0.35731435,0.31169474
Cd53,4.7707615,5.464522,4.280563,6.195906,6.2055006,2.277385,2.2255824,2.1773953,3.2165358,3.1819887,3.25362,2.7548864,2.7883031,2.5851815,2.6825068,2.6779022,2.691102,3.404639,3.298445,3.5818632,3.810853,4.542302,3.6165333,4.3129535,4.496974,4.308704,6.002122,6.015956,5.201255,4.078176,4.078606,3.8150835
Ezh2,0.30043653,0.49840546,0.2201437,0.25532526,0.25447705,2.6451774,2.6905904,2.8287394,3.4274507,3.4535263,3.39946,2.8597898,2.8092096,3.116659,2.7151399,2.6666846,2.80559,1.4278436,1.5102506,1.2903167,1.259794,1.2275677,1.2683553,0.93606406,0.7247609,0.940944,0.54894805,0.5452574,0.75798315,0.6344637,0.6336764,0.80224854
Pias2,0.20048554,0.13837527,0.18994504,0.17777658,0.17740417,0.16905487,0.16826135,0.1842188,0.12160568,0.10479632,0.13964942,0.13000089,0.13103749,0.1247366,0.15398607,0.14914595,0.16302095,0.105767086,0.10841622,0.101346,0.16820031,0.18720426,0.16315165,0.12382991,0.15834135,0.123032875,0.14910653,0.14949448,0.11441889,0.14839357,0.14878565,0.0
Fasl,0.014982902,0.018937077,0.0,0.11070204,0.110032536,0.14814681,0.1470493,0.11992912,0.3469321,0.40387413,0.28580862,0.2734468,0.2811162,0.23449837,0.29448962,0.29033223,0.30225006,0.35316527,0.34980774,0.35876858,0.09610079,0.13507801,0.085745946,0.5327177,0.79465395,0.52666837,0.85415643,0.8573298,0.5997103,1.2397449,1.2406894,0.90439504
Hmmr,0.028804788,0.24826153,0.066886224,0.07819906,0.078393936,1.5280055,1.5753254,1.5024866,3.7705665,3.73775,3.8057926,2.5007732,2.3708456,3.1606019,0.8569398,0.8983724,0.77959895,1.5577084,1.6532264,1.3983006,0.3673223,0.40722772,0.35672086,0.14725943,0.018707693,0.15022829,0.053691994,0.052613985,0.12698522,0.036573727,0.03668886,0.0
Tgif2,0.0865964,0.1264736,0.0,0.14929569,0.14957649,0.0669713,0.059799384,0.07163628,0.06493499,0.05964726,0.07061103,0.06262687,0.061871994,0.06646043,0.067897804,0.05660755,0.08897294,0.058209963,0.05344554,0.066161186,0.10761174,0.091229856,0.11196382,0.030473098,0.06134172,0.029760197,0.10984201,0.109811075,0.114028804,0.06326222,0.06312345,0.080223456
Snai3,0.16201903,0.1647389,0.20480889,0.15246047,0.15184586,0.17862436,0.1739014,0.18475348,0.2208634,0.22255053,0.21905239,0.22746535,0.22943048,0.21748558,0.23967019,0.22186616,0.27290437,0.18711948,0.18747938,0.18651886,0.22543189,0.22362038,0.22591315,0.3023289,0.29237217,0.30255887,0.26597926,0.26521316,0.30481938,0.16768323,0.16788001,0.087279245
Pou6f1,0.12272524,0.120999426,0.066886224,0.24865486,0.24878053,0.033523276,0.031987254,0.01820476,0.037275277,0.043763895,0.030310174,0.04060626,0.04551913,0.015656594,0.02144905,0.020764705,0.022726493,0.026031576,0.029364605,0.02046917,0.16167699,0.22306992,0.14536709,0.039986838,0.022956045,0.04038016,0.1872634,0.18880339,0.08199842,0.03963021,0.039689507,0.0
Foxj2,0.17966823,0.13614868,0.20848604,0.15405267,0.15445161,0.048667822,0.046017036,0.054966163,0.08473111,0.07662729,0.09343002,0.066745676,0.0659133,0.07097282,0.061087325,0.061070528,0.061118685,0.062755525,0.056961656,0.072424755,0.10827596,0.13687238,0.10067891,0.14454624,0.13166913,0.14484364,0.18045224,0.18077095,0.15838882,0.21607278,0.2162175,0.17545885
Selplg,3.2657459,2.9675965,2.9319603,2.66623,2.6598048,2.5421748,2.548168,2.139904,4.02605,4.2025023,3.8366408,3.536822,3.563785,3.3998928,3.3591287,3.3983986,3.2858248,4.178937,4.160947,4.2089605,3.0561354,3.8582952,2.8430302,4.383933,4.6487126,4.377818,6.304506,6.3173914,5.427688,6.861319,6.861313,6.922741
Cd38,0.015303796,0.017077858,0.0,0.02092892,0.020050848,0.054248493,0.05111625,0.056741185,0.089421414,0.07689318,0.10286966,0.07225859,0.07183079,0.07443117,0.0763653,0.07417806,0.080448136,0.08600265,0.08296032,0.09107992,0.12668253,0.13333935,0.124914065,0.22566757,0.330411,0.22324854,0.148486,0.1481337,0.17971323,0.09478064,0.09426657,0.2614769
Arid1a,1.6777501,1.5173572,1.5686406,1.4505225,1.447178,1.1086738,1.0913233,1.0470058,1.3975867,1.4078293,1.3865918,1.2820092,1.2788906,1.2978467,1.1567727,1.1504598,1.1685569,0.98210245,0.99348074,0.96311355,1.1665398,1.2701652,1.1390102,1.3104585,1.1567707,1.3140079,1.647622,1.6527871,1.3132833,1.755938,1.7569634,1.351056
Notch3,0.0031802482,0.007979876,0.0,0.0038090919,0.0038320383,0.002545198,0.0026818279,0.0020274543,0.0021374545,0.00366313,0.0004997422,0.002252829,0.0026863248,5.1349816e-05,0.0030603025,0.0044651106,0.0004379947,0.0025875748,0.0037823857,0.0005935853,0.00016873631,0.0008038853,0.0,0.00039439468,0.0,0.0004035031,0.0061887684,0.006169632,0.0038476244,0.04996813,0.050060302,0.0
Ighm,3.3614788,2.3562338,3.1565623,1.9072194,1.9062815,0.67473334,0.6029853,1.0293893,0.96366453,0.5129263,1.4475024,0.6576893,0.5626186,1.1404992,0.7369731,0.49835977,1.1823847,0.923013,0.5671411,1.5169183,2.8120685,2.2752123,2.9546921,1.7128975,0.9675187,1.7301118,0.8634443,0.85550475,1.4153888,0.37748343,0.37794644,0.2311134
Rgs14,0.27411065,0.44638208,0.2186206,0.28181016,0.28248513,0.1544097,0.1557608,0.13833393,0.2624186,0.28238013,0.2409912,0.2272816,0.22235197,0.2523164,0.17282604,0.17260465,0.17323929,0.21651447,0.22708827,0.19886814,0.2043309,0.20649171,0.20375685,0.24295594,0.31248003,0.2413503,0.33807164,0.33871308,0.30545855,0.31712192,0.31652555,0.511552
Zfp62,0.36675715,0.28460795,0.30639058,0.2878846,0.288501,0.12700972,0.12762202,0.11657402,0.19733864,0.18390812,0.21175542,0.16217124,0.15898448,0.178355,0.17207402,0.17021073,0.17555219,0.14902128,0.14819224,0.15040487,0.29458544,0.27163976,0.3006813,0.16125259,0.21109346,0.16010153,0.23295756,0.23348024,0.19751666,0.33573723,0.3362181,0.22974876
Gadd45b,0.61303437,0.59929633,0.43123624,0.64853674,0.65024364,1.0198357,1.0300016,1.0488359,1.2132789,1.044478,1.3944755,1.13791,1.0679252,1.4933228,1.3899893,1.2262796,1.6955805,1.4441773,1.268113,1.7380061,1.7197804,1.2848793,1.8353181,0.54497486,1.3853362,0.525567,1.2942488,1.2833725,2.0339532,1.4659971,1.4670904,1.4693646
Ankra2,0.19440292,0.22644803,0.37411246,0.15022771,0.1495468,0.11990894,0.11636635,0.115223154,0.13760757,0.13170442,0.14394422,0.13885114,0.13632068,0.15170188,0.1431454,0.12794961,0.17151086,0.18784557,0.18296026,0.19599856,0.18991202,0.17668445,0.19342612,0.28390175,0.20785773,0.28565797,0.18838328,0.18823956,0.18137094,0.29484126,0.29504946,0.18868896
Mllt3,0.68012,0.71356833,0.7315357,0.6985098,0.69873357,0.6633942,0.6549206,0.7554735,0.84088707,0.77270925,0.91407156,0.7654006,0.7397817,0.89550436,0.70740193,0.6278319,0.8559327,0.5817841,0.5387551,0.6535941,0.9679279,0.8756711,0.9924372,0.81047493,0.78408176,0.81108445,0.76538616,0.7644105,0.85157216,0.6509592,0.6516335,0.39822036
Zhx2,0.1259461,0.114852645,0.089094624,0.18277767,0.18271916,0.029473636,0.023214808,0.024714828,0.025267567,0.026983572,0.023425547,0.02528439,0.026616067,0.018521566,0.019311089,0.017487492,0.022715135,0.017343307,0.013724654,0.023382384,0.058740146,0.065681115,0.05689618,0.032565247,0.07480525,0.031589728,0.05705018,0.05690356,0.06316636,0.051570512,0.051383067,0.07960544
Polr3d,0.22503173,0.28786665,0.2762504,0.2371725,0.23761727,0.1999416,0.19420348,0.24486585,0.088068366,0.082228184,0.094337404,0.12474769,0.122186124,0.13775642,0.13606228,0.1297993,0.14775318,0.15560065,0.13887583,0.18351227,0.16017531,0.15659976,0.1611252,0.14351328,0.1195565,0.14406656,0.15519784,0.15542072,0.13255104,0.10467018,0.10464074,0.0677316
Prdm5,3.1351046e-05,0.0023565537,0.0,7.559929e-05,7.6054705e-05,0.012152416,0.0116794575,0.019274183,0.0011650051,0.00045978103,0.0019220168,0.0025686044,0.002282187,0.0040231557,0.0051564025,0.005507,0.004501954,0.0013986913,0.0018118634,0.0007091592,0.0050824787,0.004595274,0.005211911,0.004016975,0.0,0.0041097454,5.5785968e-06,5.668881e-06,0.0,0.0,0.0,0.0
Ms4a1,0.0016963643,0.0,0.0,0.0,0.0,0.0036930568,0.0034779685,0.006465688,0.005758536,0.004900701,0.0066793654,0.005388749,0.005055355,0.007081867,0.0012823916,0.0007050013,0.0023601868,0.0011937114,0.0014271984,0.00080405106,0.009669082,0.0022609297,0.011637162,0.0062995018,0.0036464531,0.0063607735,0.0051523815,0.00480967,0.027791008,0.0020623652,0.0020688574,0.0
Atf3,0.0023595518,0.0058218413,0.0,0.025779296,0.025934592,0.024693765,0.022214035,0.048793484,0.003678165,0.0032340821,0.0041548586,0.030238137,0.029596118,0.033498578,0.0064545292,0.0074883085,0.004524808,0.007388192,0.008080998,0.006231985,0.010476688,0.01574464,0.009077182,0.00516221,0.0,0.00528143,0.011417804,0.011410652,0.012518618,0.003965123,0.003977605,0.0
Cd8b1,15.238305,13.361847,14.887744,12.846914,12.852073,7.097903,7.176136,5.632299,11.0541315,12.572537,9.424224,9.730037,10.071331,7.9967933,9.885733,10.493559,8.751122,11.704383,12.373991,10.586892,9.505674,12.4234705,8.73052,12.392981,15.3245535,12.325276,20.11632,20.205078,14.350054,22.696762,22.703688,18.823803
Nr4a2,0.24645881,0.5047718,0.26580137,0.9596479,0.9623726,1.0600439,1.0382463,1.2298595,1.609183,1.4021686,1.8313992,1.3989912,1.343034,1.6831663,1.5868925,1.4067606,1.9231387,1.3309491,1.19247,1.5620533,2.7172363,2.6323812,2.739779,1.589176,2.4126072,1.5701592,2.0574193,2.0534246,2.322578,1.5971131,1.597557,2.1153364
Rad51,0.0021979946,0.015585302,0.0,0.0016265671,0.0013422136,0.16578162,0.17047748,0.15874465,0.11920868,0.11453551,0.12422501,0.13009639,0.12681831,0.1467439,0.14399913,0.14571385,0.14079832,0.08175318,0.089815736,0.06829778,0.03146458,0.040183228,0.029148348,0.025870737,0.01170971,0.026197782,0.0053074714,0.0049669873,0.017033348,0.0033610957,0.0033716762,0.0
Nfkbib,0.29682514,0.29984322,0.25997078,0.3999215,0.39959255,0.46383575,0.46072456,0.5211972,0.5748348,0.5696547,0.5803953,0.527106,0.52046096,0.56085217,0.53403795,0.50208586,0.59368193,0.64760464,0.5918578,0.74063915,0.6154867,0.56051224,0.6300914,0.58259034,0.70558566,0.5797498,0.61834234,0.617179,0.68710357,0.46099117,0.46094552,0.6464374
Sf1,0.9534196,0.89562315,0.46450955,1.0550759,1.055258,1.4067706,1.4164817,1.4206858,1.1880876,1.1618764,1.2162236,1.3027272,1.2920799,1.3567986,1.2296869,1.2213084,1.245327,1.0595319,1.0829858,1.0203906,0.925607,1.014614,0.9019611,0.8586311,0.902629,0.85761493,0.9007833,0.9004501,0.9209952,0.9215488,0.922312,0.7514093
Elf1,2.6423037,2.5971763,2.9575932,3.6106653,3.6109757,1.4006019,1.3681922,1.1828328,1.9114219,1.9870868,1.8302007,1.7219553,1.7447468,1.6062106,1.5549587,1.5273584,1.6064794,1.8411561,1.8592144,1.811019,1.9428862,2.3775501,1.8274117,1.8693079,2.4883153,1.8550122,3.1602373,3.1693935,2.5724194,2.3766413,2.3773124,2.4569006
Fkbp2,0.43436903,0.55691683,0.19494268,0.42557752,0.42551082,1.9490049,2.0065088,1.8621254,2.3927455,2.508038,2.2689862,2.3341663,2.3257382,2.3769674,2.338774,2.419606,2.1878874,2.630032,2.6735244,2.557449,0.89539033,0.831969,0.91223913,1.0929784,1.1330031,1.092054,0.5154677,0.50983626,0.90293336,0.3439028,0.34333903,0.7385049
Jade1,0.2976851,0.2536546,0.13846992,0.18994354,0.18977319,0.2942564,0.29571646,0.28603122,0.22778878,0.2021771,0.2552812,0.17744233,0.18103023,0.15922146,0.31314632,0.30670783,0.32516488,0.15729631,0.17331243,0.13056743,0.1364283,0.16279481,0.12942366,0.17184065,0.1386587,0.17260697,0.2095818,0.21060878,0.1401845,0.16485061,0.16483939,0.1240146
Itgb2,1.2752855,1.0769378,1.2980291,1.2258629,1.2219274,1.7692021,1.7719948,1.6344986,2.9210603,3.2202146,2.599938,2.5134952,2.5281227,2.4392107,2.4443932,2.5048795,2.3314855,2.6681023,2.7308133,2.5634456,1.9437982,2.0873396,1.9056644,2.759136,3.4458141,2.7432773,3.3769813,3.3802724,3.0058546,5.495362,5.497774,4.309513
Il7r,4.7591352,4.697109,4.674441,4.969989,4.9527326,0.6079261,0.45616326,0.20776169,0.1654172,0.16987762,0.16062921,0.39593187,0.45395276,0.10127683,0.14424324,0.14626433,0.14047056,0.19786957,0.20576495,0.18469317,1.2515036,1.9518714,1.065441,0.6622838,0.23328619,0.6721913,1.7622988,1.7787435,0.74727255,0.30086175,0.3011896,0.07618
Nap1l1,1.0221803,1.1338453,1.0440197,1.0490775,1.0495328,4.1336074,4.192076,4.458093,2.8329306,2.5059218,3.183953,3.2170124,3.1864226,3.3723612,3.5292184,3.4461312,3.6843145,2.6750998,2.7288635,2.5853748,2.1322818,1.9483389,2.1811488,2.790751,2.0688162,2.8074238,1.1395557,1.1322277,1.618611,1.2011874,1.2001154,1.8950863
Wdhd1,0.045253597,0.086934626,0.16085228,0.065014906,0.065287136,0.33944443,0.3479268,0.34271038,0.21565065,0.20790443,0.22396569,0.26493257,0.27215424,0.22825786,0.36357328,0.3595646,0.37105617,0.20494097,0.21793944,0.18324818,0.113795355,0.11817859,0.11263089,0.12884574,0.09075658,0.1297254,0.056289043,0.055916548,0.07778681,0.06002944,0.059741996,0.10513251
Mcm6,0.4397083,0.5525025,0.45200962,0.41938695,0.41877922,3.3835027,3.4459279,3.5491369,2.2147071,2.1461477,2.2883012,2.983838,2.993287,2.9358516,4.028929,3.863414,4.337891,2.6306574,2.6563606,2.5877624,1.7297401,1.5719974,1.7716467,2.3142807,2.1552618,2.317953,0.91700643,0.90581083,1.6520216,0.8469994,0.84601307,1.4488263
Jarid2,0.48209074,0.4370706,0.39269924,0.43240213,0.43305135,0.20832641,0.20188327,0.2011105,0.38667563,0.357609,0.41787675,0.31552184,0.3021109,0.38362846,0.24504286,0.22413772,0.28406578,0.278736,0.23934574,0.34447336,0.4974644,0.50845,0.4945459,0.61510426,0.73971903,0.6122263,0.6121464,0.6106059,0.6592176,0.7051468,0.7053861,0.576103
Tnfrsf1a,0.20122114,0.19563955,0.069388404,0.15390886,0.15328747,0.120905064,0.118906476,0.10825673,0.14508332,0.14277105,0.14756541,0.11990814,0.118039794,0.1293964,0.10241576,0.10395975,0.09953365,0.115908,0.12187719,0.10594616,0.0995239,0.12875877,0.091757245,0.20235737,0.18382396,0.20278539,0.19002432,0.19055688,0.14506814,0.23759532,0.23796552,0.10622764
Ighd,0.13356277,0.059954133,0.066886224,0.027201729,0.026475934,0.009671426,0.006051101,0.008909154,0.015365969,0.011860371,0.019128999,0.0065478687,0.005366882,0.012545429,0.004323749,0.002766266,0.007231051,0.008590717,0.0031103902,0.017736692,0.04635308,0.025052713,0.052011825,0.033184804,0.011828232,0.03367803,0.0082003,0.007777156,0.03625425,0.0039667464,0.0039792336,0.0
Zbtb20,1.4097106,1.261154,1.1927888,1.1802385,1.1818608,0.1270144,0.0906786,0.08829684,0.15537344,0.14248405,0.16920935,0.10730533,0.108403526,0.10172822,0.056864593,0.051654354,0.066590376,0.038881708,0.040646315,0.0359368,0.3239267,0.31043005,0.32751226,0.1646686,0.12730432,0.16553152,0.23452745,0.23464295,0.17495044,0.33340213,0.33270594,0.12370823
Pbrm1,1.6489949,1.4424155,1.6187421,1.2744251,1.2732311,1.4955649,1.5020771,1.4153224,2.1292145,2.1196058,2.1395292,1.7679065,1.7488133,1.864871,1.4330554,1.3848014,1.5231297,1.4575628,1.5158747,1.3602476,1.379811,1.6255664,1.3145226,1.3954668,1.311959,1.3973955,1.6620648,1.6662694,1.3832738,1.6514318,1.6522561,1.7621526
Tnfrsf1b,0.16588299,0.15853135,0.14894214,0.18858562,0.18741566,0.32733285,0.31601378,0.42244646,0.4382558,0.35966495,0.5226178,0.39906144,0.37321222,0.5303349,0.42334092,0.36666784,0.5291307,0.42876115,0.3590506,0.5450993,0.5293484,0.38746458,0.5670418,0.66057783,0.7475307,0.6585697,0.44592816,0.44345722,0.61748224,0.3311791,0.33081532,0.46237737
Tnfrsf4,0.05170345,0.10170199,0.082782194,0.073215716,0.073362626,0.1910258,0.16052853,0.49044302,0.073001206,0.042567153,0.10567016,0.07877351,0.06052594,0.17144255,0.083184004,0.056707837,0.1326062,0.056589015,0.04157022,0.08165349,0.4131075,0.13100748,0.48805138,0.1710444,0.19000764,0.17060643,0.028536476,0.028282883,0.046661705,0.017053809,0.017049491,0.027637752
Pcgf6,0.19494593,0.17050375,0.0,0.15106645,0.15048064,0.2510826,0.24597482,0.29713416,0.112834945,0.10418321,0.12212201,0.15918314,0.16178966,0.14594616,0.18989263,0.18094303,0.20659858,0.16526467,0.16095084,0.1724639,0.14086159,0.15095039,0.13818136,0.14308335,0.11503747,0.14373107,0.13163441,0.13225955,0.09232863,0.09296986,0.09314056,0.05811646
Klf4,0.23936877,0.57266766,0.26468265,0.6187478,0.62021655,0.29249933,0.28223565,0.3717253,0.17763242,0.14821413,0.209211,0.23401244,0.23010992,0.25383118,0.26330844,0.25933006,0.2707347,0.16158664,0.16652621,0.15334314,0.4176167,0.45562375,0.40751958,0.044427134,0.07433416,0.04373644,0.18895268,0.18973306,0.14855202,0.13423298,0.13433547,0.15250982
Zfp553,0.120143116,0.06789588,0.0,0.057473034,0.057195578,0.054095346,0.054067228,0.050357487,0.05472496,0.045946326,0.06414825,0.056869935,0.05352749,0.07384431,0.06157827,0.06174499,0.061267056,0.066656634,0.064876445,0.06962755,0.054956876,0.053288784,0.055400025,0.076876834,0.08762833,0.076628536,0.05161804,0.051504057,0.058075886,0.058661986,0.058768902,0.0
Zmym2,0.37847164,0.35544267,0.21020275,0.3440042,0.34415555,0.14703107,0.14393353,0.11967883,0.1078241,0.100128025,0.116085336,0.12726256,0.12908755,0.11799453,0.10703327,0.10557049,0.10976379,0.111572035,0.11815534,0.10058533,0.15711576,0.20532663,0.14430785,0.18653007,0.105906285,0.18839204,0.27362612,0.27416253,0.2191369,0.31026366,0.31025657,0.31144953
Crebl2,0.13226001,0.089285076,0.0791609,0.096149765,0.09552241,0.016356954,0.011601424,0.0108351,0.009433968,0.008334013,0.010614697,0.011735844,0.012185975,0.009449887,0.006368645,0.004535684,0.009790173,0.008596609,0.008647782,0.008511208,0.025753975,0.020788789,0.027073046,0.026455669,0.0020988467,0.027018182,0.051500935,0.051679567,0.032537296,0.06349135,0.06361129,0.0380842
Sema7a,0.009801986,0.06385958,0.0,0.034519516,0.03450931,0.1518758,0.1572908,0.14091912,0.15521282,0.13225786,0.17985347,0.16634034,0.16559927,0.17010374,0.16009104,0.15471321,0.17012967,0.1816527,0.16755292,0.20518345,0.10124672,0.06702406,0.11033846,0.3015011,0.2052552,0.30372387,0.073012106,0.07112473,0.19538067,0.038895655,0.038580738,0.07960544
Foxm1,0.01840361,0.025821226,0.0,0.0031385338,0.0031574406,0.08367228,0.08648201,0.080990724,0.19889382,0.1800614,0.21910918,0.13343263,0.1287945,0.15698698,0.09347985,0.09441572,0.091732904,0.057622295,0.06031675,0.05312559,0.015252851,0.018633906,0.014354626,0.013765644,0.0075087408,0.0139101455,0.010692873,0.010428496,0.01775404,0.0060169967,0.006035938,0.0
Setbp1,0.026841823,0.037786487,0.0,0.06496647,0.06495195,0.035136487,0.032726943,0.052498743,0.08486026,0.068147,0.10280084,0.04512329,0.044274125,0.04943571,0.05982352,0.05590546,0.067137234,0.05217639,0.048028965,0.059097923,0.12976438,0.09826761,0.13813193,0.25240457,0.35132605,0.25011998,0.10086927,0.10011957,0.15537022,0.051482666,0.05153643,0.016620418
