,All_P0,Act-Arm_P0,Act-Cl13_P0,All_P1,Act-Arm_P1,All_P2,Act-Arm_P2,Act-Cl13_P2,All_P3,Act-Arm_P3,Act-Cl13_P3,All_P4,Act-Arm_P4,Act-Cl13_P4,All_P5,Act-Arm_P5,Act-Cl13_P5,All_P6,Act-Arm_P6,Act-Cl13_P6,All_P7,Act-Arm_P7,Act-Cl13_P7,All_P8,Act-Arm_P8,Act-Cl13_P8,All_P9,Act-Arm_P9,Act-Cl13_P9,All_P10,Act-Arm_P10,Act-Cl13_P10
Il10ra,0.066019945,0.041174732,0.0,0.076077804,0.07507708,0.10049648,0.0914941,0.11975154,0.20662428,0.19043471,0.22400273,0.12950923,0.12825032,0.13590251,0.13989165,0.12776072,0.16253605,0.20281173,0.19151571,0.22166339,0.17000595,0.1597024,0.17274322,0.5643297,0.39909822,0.5681457,0.26507145,0.26464167,0.28187466,0.23253672,0.23257472,0.19294494
Chd3,3.077459,2.3355863,1.430278,2.3337457,2.3337502,0.5759119,0.5407788,0.43557912,0.5632241,0.56138146,0.565202,0.5670428,0.5808236,0.49705786,0.49411553,0.47837877,0.5234908,0.4803627,0.48928276,0.46547624,1.0668527,1.2896358,1.0076672,0.6026681,0.54133177,0.6040847,1.331439,1.3382688,0.8714352,1.4773598,1.4787562,0.81876445
Mybl1,0.0016932923,0.0008895697,0.0,0.0008481215,0.00085323065,0.03025202,0.031622376,0.026260365,0.061905153,0.05891799,0.065111674,0.034364156,0.034573276,0.033302154,0.03782528,0.03763965,0.03817178,0.013844115,0.014686245,0.012438706,0.005003787,0.0075604497,0.0043245736,0.010790994,0.0033376112,0.010963128,0.0019426845,0.0019408414,0.0021708237,0.020211075,0.020274699,0.0
Hmga1,0.005940475,0.013773604,0.0,0.00046403837,0.00046683376,0.030091433,0.030505074,0.034215335,0.017086683,0.018161824,0.01593259,0.023442432,0.0244461,0.018345376,0.027271595,0.029306782,0.02347258,0.016596867,0.020312835,0.010395382,0.017182257,0.012934289,0.01831079,0.004223515,0.007241244,0.004153821,0.010954011,0.011108338,0.0014970567,0.0073214555,0.007344503,0.0
Taf3,0.6741664,0.7186107,0.43853983,0.6860799,0.68737906,0.49210307,0.4855251,0.5048168,0.42103788,0.42840844,0.41312605,0.45833045,0.4649445,0.42474136,0.53418136,0.5330843,0.5362293,0.40962794,0.4006519,0.4246078,0.35328057,0.42435154,0.33439955,0.45052662,0.42273888,0.45116836,0.51610184,0.5167095,0.47132063,0.49571946,0.49561617,0.43317983
Sirpa,0.003192128,0.019835155,0.0,0.0012812446,0.0012889629,0.017223917,0.014892718,0.034140054,0.002303612,0.002483229,0.002110805,0.016422529,0.016274186,0.017175877,0.0008928879,0.00086277653,0.00094909576,0.0049424763,0.0057579256,0.0035815947,0.0033755424,0.0053686905,0.0028460345,0.0058748526,0.018508693,0.0055830777,0.008146382,0.008193652,0.005515917,0.00620178,0.006042489,0.08520491
Id3,0.022811765,0.006868419,0.0,0.0037482171,0.003627383,0.00073162076,0.00030758613,0.00011152752,0.003107996,0.0019158347,0.0043877023,0.0011685396,0.0011205318,0.0014123443,0.0010168141,0.00056887296,0.0018529709,0.0010985708,0.0007737481,0.001640659,0.01746228,0.018653845,0.017145723,0.0,0.0,0.0,0.0009670109,0.00090750464,0.004901866,0.001719762,0.0017251757,0.0
Zfp131,0.39512193,0.35091272,0.20511577,0.43489954,0.43624088,0.29977623,0.30312875,0.27758864,0.30961493,0.29665345,0.32352823,0.29113084,0.29122993,0.29062754,0.26996452,0.26084688,0.2869841,0.2966287,0.28118587,0.32240093,0.34953296,0.35762197,0.347384,0.44021335,0.3651472,0.44194698,0.4300881,0.43071857,0.40458462,0.45598245,0.45650545,0.1988596
Cd37,1.4504949,1.4032999,1.601665,1.4801837,1.4785706,0.5145376,0.48486057,0.4532594,0.8991704,0.9257723,0.87061495,0.67003286,0.67747414,0.63224304,0.7215678,0.6993865,0.76297295,0.83854365,0.8141881,0.8791899,1.1427548,1.2894453,1.1037844,1.3891088,1.6808186,1.3823718,2.1271427,2.132258,1.8225328,1.9958122,1.9966445,1.7052667
Cnot6l,1.7205359,1.6423345,1.1854722,2.0866818,2.0826526,1.4327939,1.3995179,1.3466113,1.8349527,1.7438306,1.9327663,1.6709769,1.6718242,1.6666738,1.6621121,1.6041322,1.7703413,1.4495709,1.422637,1.4945202,2.7508612,2.9773974,2.6906786,2.308709,2.0863435,2.3138442,3.1475568,3.1543984,2.714796,2.8493333,2.8500335,2.35277
Baz2a,0.71335596,0.653927,0.6001309,0.53953016,0.53808886,0.41890937,0.41518956,0.39210185,0.49031377,0.48566145,0.49530774,0.48788562,0.48861608,0.484176,0.3710014,0.3759838,0.36170095,0.5022709,0.48940796,0.52373755,0.6178126,0.7591005,0.58027744,0.816637,0.73802847,0.8184524,0.8395449,0.8413528,0.7267612,1.0326943,1.0339255,0.68783975
Stat3,1.0416001,1.0338105,0.95159715,1.1217265,1.1252801,0.65614057,0.62410414,0.8380575,0.8857587,0.7914219,0.98702306,0.7805707,0.7398407,0.98741513,0.76201624,0.6586033,0.9550537,0.8095988,0.7212455,0.9570493,1.0481033,0.9536136,1.073206,1.0804989,1.186421,1.0780526,1.080127,1.0771149,1.2539648,1.0287856,1.0289075,0.97762847
Id2,1.1043547,1.3164343,1.6141517,1.4729034,1.4724993,3.0510974,3.135823,2.3617055,6.6100445,7.121594,6.0609293,4.9800034,5.0361705,4.6947613,4.777029,4.9051366,4.5378947,6.361052,6.278233,6.4992657,2.8861039,3.7165468,2.6654851,8.847037,9.23893,8.837987,10.616312,10.6440525,8.943918,9.407935,9.4097,8.804609
Padi4,0.00027433987,0.0,0.0,0.0,0.0,0.0070511494,0.0064882203,0.0117650395,0.0025890802,0.0015738534,0.0036788594,0.0061192964,0.006076137,0.006338479,0.0026831243,0.003195324,0.0017270182,0.0025787032,0.0030550784,0.0017836929,0.00094967877,0.0013108333,0.0008537329,0.0005394734,0.0029874397,0.00048293834,0.0007972082,0.00081011024,0.0,0.00050890533,0.0005105073,0.0
Tet3,0.6294172,0.45283777,0.7112806,0.5366758,0.537769,0.18548675,0.17660202,0.20074198,0.22329032,0.19796959,0.25047046,0.19375892,0.19329844,0.19609743,0.20826428,0.18868376,0.24481454,0.21718036,0.19171838,0.2596732,0.37034398,0.44125146,0.3515064,0.3552985,0.4522348,0.35305977,0.49912393,0.5000787,0.40752086,0.39319274,0.3926875,0.57537395
Klra6,0.010647902,0.0040559224,0.069081515,0.13704516,0.13558485,0.016026754,0.007620938,0.0,0.022662506,0.039627526,0.004451673,0.019614315,0.0231005,0.0019099527,0.0053761224,0.0072384225,0.0018998288,0.0061276685,0.007426964,0.003959308,0.014602047,0.051137578,0.0048958664,0.0075981664,0.023424301,0.0072326665,0.011641505,0.011732159,0.0063756066,0.007011001,0.007033071,0.0
Polr2a,0.98021555,1.0626432,1.360731,0.9734676,0.9727751,1.1506933,1.1355586,1.2461263,1.4865267,1.4952829,1.4771276,1.3215114,1.3144363,1.3574419,1.0937102,1.1101389,1.0630431,1.0707519,1.0944743,1.0311624,0.97044855,1.0041611,0.9614923,0.9329766,0.8179653,0.93563277,0.91863024,0.91827905,0.8721739,1.0614631,1.0618626,0.8154263
Taf15,0.64943475,0.6868252,0.20740592,0.66371804,0.66394097,0.97140354,0.992053,0.89967877,1.2223976,1.2654185,1.1762176,1.1126212,1.0989201,1.182201,1.2051935,1.2052534,1.2050818,1.0212522,0.9958197,1.0636957,0.73771966,0.79353225,0.7228923,0.61478364,0.72110987,0.61232805,0.72322166,0.72202057,0.7522013,0.7362181,0.7361566,0.75297105
Csf3r,0.002231511,0.0,0.0,0.0,0.0,0.015082733,0.01261018,0.030705985,0.0,0.0,0.0,0.011173316,0.011718712,0.008403563,0.0009092478,0.0013963449,0.0,0.0033026224,0.0042173844,0.001776,0.0006616675,0.00085068576,0.0006114521,0.0010613932,0.0,0.0010859057,0.002186046,0.002221425,0.0,0.004706899,0.0041852742,0.25561473
Igf1r,0.20873685,0.18826203,0.30101871,0.11304012,0.11372108,0.0056948424,0.0039060998,0.011962897,0.0010761995,0.000744873,0.0014318565,0.003168165,0.003146996,0.0032756703,0.0024204878,0.0017439907,0.0036832823,0.000675433,0.0005343101,0.00091094937,0.010636555,0.005592656,0.011976538,0.00020542594,0.0,0.0002101702,0.0017428927,0.0017030466,0.0044385665,0.0018084343,0.0018141271,0.0
Polr2d,0.31524277,0.3782474,0.078160174,0.29908803,0.29976523,0.7261797,0.7386426,0.74226135,0.55966693,0.56361073,0.5554335,0.64844865,0.64529884,0.6644447,0.62647724,0.62032086,0.63796926,0.66362613,0.6761306,0.64275783,0.45953783,0.43932506,0.46490765,0.41618824,0.41802183,0.4161459,0.3677391,0.36679885,0.43087298,0.39488453,0.3945938,0.6328726
Drap1,1.0965989,0.8955711,0.8527123,0.8508147,0.8510757,1.0247414,1.0201834,1.0486649,0.8750535,0.853287,0.8984185,0.89548093,0.8968115,0.8887239,0.9077825,0.9193502,0.8861895,0.9097723,0.88350683,0.953606,0.88635665,0.8612018,0.8930394,1.1622297,0.87281495,1.1689136,0.95658,0.95858157,0.80104977,1.019411,1.019398,0.9060004
Hnrnpul1,0.75573534,0.76406324,1.0629404,0.69435424,0.69501054,1.119712,1.132296,1.1474104,1.3555118,1.330489,1.3823721,1.170702,1.1572013,1.239264,1.2510185,1.2400107,1.2715664,1.094744,1.1038626,1.0795261,0.9721457,0.94624597,0.9790263,0.9022093,0.99212533,0.9001327,0.85642314,0.85729384,0.7897243,0.88530153,0.88464624,0.96143
Entpd1,0.0025263026,0.013780987,0.0,0.014410173,0.0143687865,0.02872108,0.03013266,0.02398871,0.07458685,0.07872933,0.070140176,0.048122827,0.050233305,0.037404906,0.047111917,0.051129326,0.039612755,0.06709044,0.06982664,0.062524065,0.01208933,0.01236142,0.012017045,0.14668112,0.15107831,0.14657955,0.08388983,0.08374086,0.09338222,0.0966842,0.09689857,0.042879023
Carf,0.035508312,0.04211482,0.0,0.035747744,0.035791002,0.011670278,0.0117485225,0.012946523,0.021861684,0.014495069,0.029769259,0.013565321,0.012040663,0.021308199,0.015721649,0.012703621,0.0213553,0.016193725,0.019512115,0.010655748,0.025613537,0.016041238,0.028156554,0.0144155,0.015438597,0.014391872,0.020907464,0.020876566,0.019358717,0.030331682,0.030362034,0.0
Prmt1,1.1209838,1.1307255,1.3298959,0.9413263,0.94215524,2.8305218,2.85303,3.1225972,1.4480441,1.4237548,1.474117,1.8553076,1.8470639,1.8971729,1.63827,1.6827122,1.5553113,1.585855,1.628809,1.5141702,1.2806065,1.2186356,1.2970699,1.2360175,1.1197294,1.2387031,0.86069936,0.86094874,0.85200226,0.7640382,0.76413023,0.8117079
Polr3f,0.17989925,0.14014353,0.0,0.122110166,0.12159756,0.1900611,0.18656062,0.19703972,0.16363919,0.16763476,0.15935019,0.16607568,0.16841178,0.154212,0.15400529,0.15677746,0.14883058,0.15671203,0.14754531,0.17201012,0.15607499,0.1601982,0.15497959,0.14934565,0.1024894,0.15042777,0.17787308,0.17824277,0.16364177,0.18483292,0.18480454,0.18255663
Bsg,1.3337418,1.275648,1.5500375,1.3898047,1.3854511,3.418897,3.4746912,3.2938066,2.8404915,2.9930146,2.676768,3.2385566,3.257099,3.1443906,3.1944442,3.3154325,2.9685996,3.1117525,3.1878486,2.9847577,2.453691,2.431235,2.4596567,2.1414063,2.4577737,2.1341,2.2142067,2.2113357,2.4459128,1.847551,1.8469511,2.3896983
Hmgb2,1.225115,2.5477033,1.3494785,1.7951497,1.7960184,17.194832,17.693544,16.81581,26.794521,27.355404,26.192451,21.097212,20.950733,21.841091,19.73079,20.607508,18.09425,22.032242,22.74452,20.84354,7.3182993,7.780806,7.1954274,5.6007314,4.497994,5.626199,4.1932683,4.1782975,5.1603975,3.9564867,3.952743,5.469943
Zranb2,0.8602185,0.920085,1.0864716,0.6149118,0.6124634,1.0835855,1.0836723,1.0903506,0.72457,0.7026016,0.7481516,0.8123046,0.8096254,0.82591087,0.99388,0.96565056,1.0465748,0.8324316,0.788956,0.904987,0.81715107,0.7028596,0.8475142,0.85443324,0.8755128,0.85394645,0.6001041,0.5971691,0.8090178,0.52287537,0.52275497,0.56259185
Calcoco1,0.085731685,0.054687954,0.087881014,0.1232764,0.12323756,0.018373834,0.015487975,0.012015057,0.014510979,0.010771565,0.018524993,0.019525327,0.02170864,0.00843752,0.014410536,0.014782096,0.013716957,0.018362086,0.018044917,0.018891403,0.110120095,0.10536513,0.11138332,0.06877257,0.02055323,0.06988618,0.096408375,0.09708723,0.05361055,0.14174892,0.1417411,0.109309316
Slamf7,0.044223096,0.05217354,0.0,0.13818221,0.13736589,0.5820021,0.58201164,0.5372707,1.0519165,1.0695926,1.0329422,0.80567825,0.8106587,0.7803855,0.7996623,0.7920142,0.8139388,0.9279903,0.91667956,0.9468665,0.88685155,0.8192722,0.90480494,1.6376477,1.7650769,1.6347048,1.2000442,1.1994201,1.2443739,1.45589,1.4562151,1.4364423
Atad2b,0.48726684,0.4549174,0.6266229,0.5108378,0.51093495,0.2941264,0.28157827,0.3229487,0.3442866,0.3188321,0.37161034,0.3135296,0.31139833,0.32435325,0.2992914,0.28937393,0.317804,0.26375702,0.25321707,0.28134683,0.5217647,0.5704956,0.5088186,0.43585798,0.3446279,0.43796492,0.49065828,0.49090144,0.4396978,0.5352106,0.53542984,0.332626
Mef2d,0.90081877,0.67189866,0.6356548,0.94432205,0.94504005,0.47280213,0.46295327,0.42729422,0.59447443,0.61189556,0.5757741,0.5793412,0.578654,0.5828308,0.50170165,0.5000399,0.5048036,0.5292834,0.5213503,0.5425227,0.6680506,0.74865544,0.6466368,0.7716601,0.6792911,0.7737933,1.0754876,1.0780792,0.8720673,1.1535368,1.1534905,1.0862072
Eya2,0.080202125,0.11538266,0.21275958,0.06452865,0.06438021,0.03165756,0.032222893,0.018416118,0.03052246,0.0411453,0.019119542,0.03604515,0.03828706,0.024659753,0.026112508,0.029933171,0.018980606,0.02790948,0.03528449,0.015601519,0.008575968,0.019629298,0.0056394944,0.02252704,0.028313367,0.022393407,0.060366757,0.06085232,0.03205105,0.0107313255,0.010765107,0.0
Xab2,0.2978754,0.2467336,0.06964895,0.27468723,0.27469844,0.19009255,0.19119874,0.18378405,0.23943801,0.23612756,0.24299158,0.21549462,0.21405858,0.22278744,0.21591385,0.22121811,0.20601258,0.2125722,0.21466212,0.20908439,0.2334636,0.1952336,0.24361993,0.2867145,0.21780278,0.288306,0.24105057,0.2413012,0.22709073,0.26272005,0.26282367,0.19876203
Taf4b,0.1369009,0.19112508,0.15575346,0.25945798,0.25937387,0.07230133,0.065125264,0.07242691,0.02511997,0.02244507,0.027991297,0.042225804,0.042104345,0.04284263,0.049824446,0.049003247,0.05135736,0.03401735,0.03407938,0.03391383,0.08503765,0.098954536,0.08134043,0.0619039,0.021788953,0.062830344,0.06872823,0.06890994,0.053006668,0.026485892,0.026535263,0.016203001
Chd9,0.27247414,0.23193246,0.066886224,0.16208243,0.16190082,0.09452893,0.093234345,0.09790761,0.09577969,0.07920292,0.11357377,0.095425315,0.094199225,0.10165194,0.07616243,0.06786989,0.09164185,0.08561222,0.0751391,0.103090554,0.16462174,0.16623983,0.16419187,0.18196851,0.11463391,0.1835236,0.2039678,0.20470342,0.15855817,0.19691719,0.19687246,0.20911987
Zfp277,0.22419645,0.32281268,0.4833749,0.28498885,0.28550866,0.20831421,0.20906584,0.21057865,0.22300358,0.21508029,0.23150873,0.21882163,0.2237451,0.1938182,0.21467453,0.21802343,0.20842327,0.23107849,0.23744904,0.22044687,0.2646136,0.25022137,0.2684371,0.31648877,0.19503722,0.31929365,0.28519726,0.28545204,0.27849874,0.25933152,0.2595054,0.2544973
Fosb,0.39573428,0.8098962,0.7130966,1.7379084,1.7452747,0.6086012,0.6237713,0.5251502,0.73964024,0.76304275,0.71451926,0.6276913,0.641349,0.55833197,0.7909631,0.8085962,0.758048,0.52775526,0.5334833,0.5181958,0.968874,1.3211554,0.87528545,0.1879102,0.42404923,0.18245664,1.0192306,1.0250417,0.62324226,1.0475928,1.0478252,1.293587
Mxi1,0.11938513,0.117781065,0.0,0.10124118,0.100160316,0.17950693,0.1765485,0.19249214,0.24768773,0.24352719,0.25215378,0.22449149,0.21825317,0.2561724,0.22338971,0.21333802,0.24215291,0.2240952,0.20802703,0.2509109,0.117852286,0.16797487,0.1045365,0.36247802,0.35038656,0.36275727,0.3150986,0.31466877,0.3299048,0.37948534,0.3799037,0.3350662
Cd83,0.011066754,0.024135157,0.0,0.010855293,0.010920687,0.026865194,0.023148274,0.0569776,0.019993046,0.012166246,0.028394602,0.019582406,0.020246422,0.016210243,0.02198345,0.014840391,0.035317164,0.006406415,0.0034168644,0.011395598,0.1346515,0.0840547,0.14809325,0.01004073,0.0072929063,0.010104191,0.0028739867,0.0027959875,0.008120931,5.188766e-05,5.2051e-05,0.0
Notch1,0.87353617,0.8142766,0.41132513,0.6712965,0.6719197,0.3599851,0.35591686,0.34490722,0.48207593,0.45530042,0.51081765,0.37687507,0.37349048,0.39406353,0.35838008,0.3415756,0.38974845,0.3511999,0.35770002,0.340352,0.43774277,0.44553882,0.43567166,0.61022013,0.47001186,0.6134582,0.65679616,0.65842015,0.5598016,0.6172341,0.6178974,0.4424523
Ash2l,0.43333602,0.331507,0.2486966,0.36867777,0.36854008,0.58856034,0.5897726,0.63226444,0.3644083,0.33323696,0.3978687,0.45051453,0.44741082,0.46627647,0.42620245,0.40596524,0.46397853,0.38053125,0.38482872,0.3733593,0.42517897,0.37366724,0.4388638,0.4616432,0.39865118,0.46309796,0.37426573,0.37379673,0.38271734,0.35851544,0.35886797,0.24130476
Setdb1,0.18038903,0.11946242,0.21561652,0.15930836,0.15911855,0.26149827,0.2604838,0.27675328,0.18429947,0.17577527,0.19344962,0.21299583,0.21096562,0.22330609,0.20107602,0.19864415,0.2056155,0.20161961,0.18871775,0.22315119,0.218007,0.21220754,0.2195477,0.18139078,0.20375569,0.18087426,0.18823399,0.18809272,0.1785962,0.21763352,0.21773498,0.16149831
Cxcr6,0.88542086,0.6165585,1.1083063,0.2700913,0.2653807,1.0606725,1.0415604,1.1364007,1.575043,1.3990191,1.7639928,1.3644787,1.2821232,1.7827154,1.6110286,1.3769113,2.0480475,2.4185863,1.9445858,3.2096336,0.7744306,1.0030367,0.7136981,3.4363317,4.3766093,3.4146163,4.8151174,4.8143706,5.0218534,2.527268,2.5298645,2.0029526
Zbtb39,0.035973415,0.052028783,0.0,0.04171745,0.041708775,0.013826037,0.013240244,0.010994863,0.011426037,0.00849683,0.014570347,0.009896751,0.010204544,0.008333645,0.014256171,0.015194802,0.012504061,0.012047589,0.012019907,0.012093787,0.020565752,0.010500437,0.023239747,0.015399338,0.008058182,0.015568879,0.022542683,0.02284142,0.004310811,0.029835068,0.029928988,0.0
E4f1,0.25232244,0.17456324,0.42774016,0.21984628,0.22009118,0.097473435,0.0937806,0.0864579,0.14960319,0.14354108,0.15611047,0.12775718,0.12913941,0.120737545,0.111703195,0.10090536,0.13185917,0.09582003,0.0896732,0.10607832,0.15125021,0.19504829,0.13961463,0.20868447,0.17227766,0.20952527,0.25798842,0.25879398,0.20250711,0.25167885,0.25175703,0.15916997
Dtx1,1.2711776,1.3256606,0.9291476,1.0048586,1.0074236,0.46420878,0.46748802,0.3626092,0.6230521,0.70509374,0.5349859,0.65692425,0.6649863,0.6159815,0.61238366,0.6124888,0.61218745,0.65173817,0.6512256,0.6525936,0.44377568,0.41724163,0.45082483,0.46469855,0.7121036,0.4589848,0.86765516,0.869006,0.78241944,0.8205723,0.8199154,0.94038224
Sirt1,0.20987044,0.20857885,0.13306904,0.18892327,0.18868199,0.24954934,0.25360927,0.197114,0.21765698,0.2043301,0.23196252,0.22256555,0.22482061,0.21111338,0.23526941,0.23563275,0.2345912,0.17831384,0.18081035,0.17414749,0.141321,0.18728544,0.1291099,0.20491123,0.13409507,0.20654671,0.20906065,0.21035074,0.1324552,0.20386435,0.20409085,0.08387866
Tcf19,0.038089722,0.047518916,0.0,0.029127203,0.029183239,0.5519466,0.5718002,0.5055422,0.5487854,0.549564,0.5479496,0.48990637,0.50109243,0.4330986,0.8775097,0.8940741,0.8465895,0.33756295,0.37576917,0.2738016,0.18777725,0.22382437,0.17820083,0.16074899,0.114611626,0.16181453,0.0948923,0.09457195,0.11643983,0.115116775,0.115146585,0.08428981
Tox,0.61719865,0.5386018,0.7337867,0.3837761,0.3827584,0.23746885,0.18521155,0.529779,0.6928737,0.26253137,1.1548179,0.27310386,0.16645242,0.8147259,0.41256788,0.17923284,0.8481266,0.3106225,0.13128893,0.6099076,1.697015,0.93554765,1.8993096,1.5404233,1.5291729,1.540683,0.29350027,0.27911106,1.1808949,0.13140722,0.13056384,0.17714909
Rnf20,0.5149221,0.46230808,0.23203969,0.5687182,0.5686227,0.5487288,0.5478349,0.5557362,0.49165726,0.47186053,0.51290774,0.5331622,0.5233484,0.5830007,0.4451061,0.4472031,0.44119164,0.57650185,0.5480409,0.62399954,0.56407225,0.5661384,0.56352335,0.5670692,0.7268114,0.56337994,0.56164557,0.5618448,0.52548206,0.613735,0.6135613,0.62461805
Polr2i,0.52275723,0.50973964,0.33877134,0.4245921,0.42379647,0.88182724,0.88812226,0.9063098,0.7716328,0.7617443,0.7822474,0.76340216,0.75923413,0.7845693,0.79545313,0.81327647,0.76218283,0.8119779,0.81272334,0.810734,0.71882737,0.6614056,0.7340822,0.73264253,0.54524696,0.7369704,0.59161997,0.58976644,0.70743287,0.61952883,0.61884207,0.8299749
Itgae,0.45924497,0.22035804,0.43406883,0.045034815,0.04530611,0.008806346,0.00909082,0.0073916325,0.006926697,0.008909428,0.004798367,0.011920351,0.01303482,0.006260595,0.006798174,0.006695497,0.006989839,0.01263443,0.015777236,0.007389483,0.0091727935,0.011400556,0.008580957,0.036736637,0.012065403,0.037306413,0.0056205764,0.005481678,0.014992101,0.024052268,0.023967037,0.076691516
Brca2,0.051668257,0.09729926,0.0,0.0728575,0.07297368,0.4050639,0.41069594,0.43079394,0.36238754,0.3318387,0.3951797,0.35568434,0.3567839,0.35010034,0.440241,0.42854786,0.46206817,0.22272827,0.246186,0.18358025,0.119740665,0.13224776,0.11641798,0.19778697,0.10575704,0.19991238,0.039701395,0.039118398,0.076484874,0.019887581,0.0197799,0.08114107
Tnfrsf9,0.08768652,0.16820535,0.0,0.07621048,0.076262966,0.87132907,0.84926844,1.2231127,0.6887136,0.6290192,0.75279164,0.78091824,0.727861,1.050366,0.782379,0.6788865,0.97556496,0.76141226,0.69830364,0.86673254,0.55218494,0.32747447,0.61188245,0.5218269,0.7314145,0.5169866,0.15014362,0.14466062,0.51609844,0.06151108,0.06166756,0.017703066
Zfp236,0.22334427,0.16104726,0.07297128,0.16312139,0.16332872,0.085653126,0.084787905,0.09929302,0.10802692,0.10487597,0.11140928,0.09908083,0.10004829,0.09416768,0.09369765,0.09281317,0.09534867,0.08138856,0.08192502,0.08049327,0.13448119,0.14182115,0.13253123,0.103085704,0.09388256,0.10329825,0.16160665,0.16211449,0.115059726,0.1782717,0.17808296,0.16163218
Smyd4,0.05224428,0.058986593,0.0,0.04726792,0.046916492,0.04103859,0.040739547,0.040245276,0.04339289,0.034300163,0.053153332,0.042188704,0.042929642,0.038425893,0.05603883,0.04940666,0.06841888,0.03910161,0.03767142,0.041488424,0.038139954,0.026097508,0.0413392,0.041655377,0.025622506,0.04202565,0.02498474,0.02510381,0.01860671,0.031694535,0.031736307,0.027637752
Hist1h2bp,0.0028753737,0.0056543876,0.0,9.312135e-05,9.368232e-05,0.019610334,0.019986155,0.021391988,0.05031482,0.046334974,0.05458692,0.024146145,0.022519574,0.032406572,0.028939499,0.03190615,0.023401748,0.012670048,0.014807352,0.009103156,0.0052513555,0.0057977373,0.005106202,0.0250358,0.0,0.025613995,0.018062733,0.017930908,0.012688473,0.03548314,0.035374604,0.10494196
