wilcoxon,t-test,t-test_overestim_var
Polr3k,Scarb1,Gnl1
Tfap4,Top1mt,Suclg1
Ybx1,Syngr1,Mrpl20
Tmem33,Cpsf2,Mrps5
Cbx3,Mrps5,Tmem216
Smn1,Hnrnph1,Rbm8a
Tma16,Mrpl11,Top1mt
Ddx3x,Dctd,Bola2
Rbm17,Rrp7a,Rps19bp1
Ccdc58,Slbp,Rps2
Bag2,Rps19bp1,Metap2
Utp18,Tsen2,Tufm
Ltv1,Ankrd26,Ube2v2
Cdc26,Ccnd2,Scarb1
Scd2,Alkbh2,Rrp7a
Vapa,Rabl6,Ankrd26
Farsb,Tufm,Arl6ip4
Uqcr11,Metap2,Rabl6
Uba2,Suclg1,Mrpl38
Heatr3,Hnrnpa0,Hnrnpa0
Xpot,Ptcd3,Ndufa5
Pfdn1,Ube2v2,Alkbh2
Prr5,Rbm8a,Ptcd3
Lsm2,Ndufa5,Timm50
Tmem147,Ran,Paics
Got2,Nek6,Tmem147
Ndufb4,Arl6ip4,Eif1ax
Rp9,Bola2,Ddx3x
Chordc1,Mrpl38,Bcl7c
Poldip2,Eif1ax,Emc6
Timm8b,Paics,Mphosph6
Coq2,Rpp40,Znhit3
Dph3,Snrpd3,Nol11
Abcf2,Timm50,Tcof1
Aim2,Naa25,Snrpd3
Mcm10,Mphosph6,Cdc26
Ndufa12,Rps2,Dctd
Rars,Fam104a,Erh
Tbrg4,Tmem147,Fam104a
Aimp1,Cdc26,Pfkl
Thap12,Egfl7,Anp32b
Timm50,Bcl7c,Nudt5
Nop2,Polr2l,Ran
Ppp5c,Nudcd1,Tnfrsf8
Fam104a,Znhit3,Rpp40
Eif3i,Nol11,Comt
Crls1,Ndufaf6,Hnrnpd
Eif2b5,E2f7,Polr2l
Mrps5,Anp32b,Naa25
Nefh,Tcof1,Pycrl
Tsen15,Marcksl1,Marcksl1
Ruvbl2,Arxes2,E2f7
U2af2,Pfkl,Tsen2
Mrpl1,Rtraf,Txn2
Ddx46,Emc6,Pcbp1
Nol11,Abhd14a,Thg1l
Aldoa,Txn2,Dnaja1
Samm50,Nudt5,Rrp9
Wdr46,Thg1l,Rtraf
Adap1,Comt,Egfl7
Dpy30,Rrp9,Ndufaf6
Pgrmc1,Pycrl,Mrpl13
Ash2l,Wdr55,Adap1
Bcl7c,Ddx3x,Grpel1
Mrpl47,Erh,Eif3e
Mcrip2,Tnfrsf4,Nudcd1
Eef2,Adap1,Zfp106
Immt,Exosc5,Mtx2
Tfrc,Angptl4,Exosc5
Srp19,Zfp106,Abhd14a
Orc2,Timm44,Gde1
Bcas2,Mrpl13,Wdr55
Spr,Mtx2,Pgrmc1
Ap1ar,Pcbp1,Egln1
Utp14a,Grpel1,1190007I07Rik
Mrps34,Dnaja1,Nup43
Klf16,Hnrnpd,Spr
Kpna3,Epop,Cyp51
Canx,Gde1,Dna2
Mrpl23,Nup43,E2f1
Psmd12,Cox11,Timm44
Naa20,Cyp51,Eif2a
Gnpnat1,Eif3e,Usp1
Slc19a1,Ino80e,Brix1
Ppm1g,E2f1,Prmt5
Akt1,Pgrmc1,Fbxo45
Prxl2a,Fbxo45,Ppil1
Znhit3,Brix1,Trnau1ap
Maz,Eif2a,Cox11
Rpl36al,Dna2,Wdr75
Psmd6,Hspe1-rs1,Ino80e
Tardbp,Prmt5,Arxes2
Rpl39,Spr,Pyurf
Hras,Pyurf,Kpna3
Ctsz,Egln1,Cdk8
Dck,1190007I07Rik,Htra2
Gmnn,S100a3,Hspe1-rs1
Comt,Trnau1ap,Gemin6
Dhrs13,Olfr1369-ps1,Uqcc2
Got1,Wdr75,Rbm17
Asns,Ppil1,Syngr1
Eif2a,Gpat4,Samm50
Gde1,Cdk8,Mphosph8
Atp2a2,Usp1,Mrpl15
Nudcd2,Htra2,Cisd1
Psma5,Slc25a32,Ivns1abp
Mrpl38,Pinx1,Bloc1s2
Mtx2,Slc7a5,Txnl1
Cad,Dtwd1,Gpat4
Dhx15,Exosc2,Nek6
Gtf3a,Mphosph8,Epop
Fkbp1a,Pole3,Cyc1
Wdr12,Cyc1,Exosc2
Sms,Rxylt1,Olfr1369-ps1
Rfc4,Desi2,Desi2
Mphosph6,Kpna3,Slc7a5
1190007I07Rik,Yars2,Cul1
Mrpl45,Mrpl15,Dnaja3
Nars,Gemin6,Utp14a
Srsf10,Cisd1,Psme3
Pfkl,Ivns1abp,Mrpl45
Desi2,Cul1,Usp50
Aen,Prelid2,Yars2
Gnl1,Osgin2,Pinx1
Dars,Skp2,Tnfrsf4
Pole3,Samm50,Angptl4
Ube2m,Dnaja3,Slc25a32
Timm21,Dhcr24,Ahsa1
Tufm,Uqcc2,Skp2
Tuba4a,Comtd1,Comtd1
Egln1,Psme3,Dck
Clns1a,Txnl1,Pole3
Psmd1,Rbm17,Dtwd1
Rnps1,Usp50,Mrpl23
Mrpl28,Mrpl45,Prelid2
Mrpl21,Bloc1s2,Hnrnpc
Nop14,Ahsa1,Rars
Dhfr,Tmem11,Dhcr24
Tssc4,Mrpl23,Rxylt1
Pyurf,Gtf3c4,Prdm5
Noa1,Hdgf,Ptbp1
Ivns1abp,Rars,Glrx3
Rps19bp1,Nae1,S100a3
Nae1,Pwp1,Hdgf
Batf3,Nmd3,Smim11
Psme3,Utp14a,Pwp1
Eif4h,Polr3k,Pola2
Pycrl,Hnrnpc,Nmd3
Erp29,Jagn1,Mrps15
Ptcd3,Smim11,Nae1
Pola2,Hacd1,Dars
Mrpl54,Kti12,Dhfr
Cul1,Mrps15,Psmg4
Gm2000,E2f6,Polr3k
Psma4,Psmg4,Cad
Pcna,Dck,Tmem11
Mtln,Pola2,Kti12
Pgk1,Ptbp1,Aimp1
Aprt,Glrx3,Osgin2
Trnau1ap,Atp2a2,Atp2a2
Pam16,Abcg2,Jagn1
Prmt5,Golt1b,Golt1b
Mrpl34,Dars,Prkar2a
Mcm6,Aimp1,Nup54
Sf3a3,Ddx56,Yars
Gemin6,Yars,Ddx56
Ino80e,Cad,Lonp1
Rpsa,Prkar2a,E2f6
Marcksl1,Dhfr,Slc25a3
Nol10,Spire1,Psmc3ip
Bloc1s2,Zc3h8,Mrps34
Srsf3,Eif2b3,E2f8
Uchl5,Myo1b,Exosc7
Arglu1,Nup54,Nol8
Pcgf6,Psmc3ip,Rnf168
Htra2,Rnf168,Rpl39
Nampt,Slc25a3,Prep
Ydjc,Knop1,Mrps25
Ppih,Mrps34,Knop1
Eif3d,Lonp1,Noc3l
Psmg4,Exosc7,Ndufs7
Grsf1,Pnpt1,Pnpt1
Rbis,Nadk2,Gm2000
Polr2l,Mrps27,Lrpprc
Utp20,Bsn,Clns1a
Ddx39b,Mmp14,Eif2b3
Eloc,Noc3l,Nadk2
Rabl6,E2f8,Fubp1
Smim11,Mmp10,Chordc1
Adk,Mtfp1,Iars
Brix1,Sestd1,Gtf3c4
Lonp1,Nol8,Ndufb4
Surf2,Lrpprc,Mrps27
Mrps25,Stk35,Yrdc
Usp50,Zfp239,Slc35g1
Zfp106,Rpl39,Zc3h8
Wdr75,Clns1a,Rbis
Prdx2,Chordc1,Hnrnpab
Exosc5,Mrps25,Nus1
Psma6,Znhit6,Stk35
Tcerg1,Prep,Phf5a
Ubqln4,Myo19,Srsf1
Slc25a5,Srsf1,Znhit6
Dap3,Iars,Wdr36
Bola3,Wdr36,Utp4
Thg1l,Ndufs7,Maz
Top1,Rbis,Mtfp1
Psmc4,Slc35g1,Ccdc86
Magoh,Noc4l,Hacd1
Sumo2,Fubp1,Npepl1
Tsr2,Pwp2,Pelp1
Cd320,Enoph1,Rnf219
Exosc7,Ndufb4,Nob1
Cdk8,Phf5a,Noc4l
Coa3,Gm2000,Hadh
Fubp1,Yrdc,Enoph1
Ankrd26,Rnf219,Nudcd2
Cyp51,Utp4,Esf1
Nup43,Hnrnpab,Pwp2
Cox11,Nob1,Cenps
Rrp9,Nus1,Smim10l1
E2f1,Pelp1,Sf3a3
Nmd3,Smim10l1,Dhx15
Mphosph8,Coprs,Thoc3
Clspn,Esf1,Dcun1d5
Hnrnpdl,Npepl1,Ppp1r8
Dna2,Kat2a,Eif2b1
Dnaja3,Wnt10b,Ctsz
Trim27,Ccdc86,Timm8b
Rrp7a,Maz,Dap3
Kti12,Eid2,Bcl7a
Mrpl30,Ccdc40,Got2
Kdelr2,Cenps,Adk
Atp23,Nudcd2,Tcerg1
Dgcr6,Bcl7a,Cars
Bzw1,Dcun1d5,Adh5
Arpp19,Thoc3,Erlin1
Mbd2,Rcc1l,Polr3h
Ubtf,Cnnm3,Kat2a
Rapsn,Slc12a2,Bsn
Thoc3,Hadh,Dnaja2
Nup54,Cars,Minpp1
Snrnp40,Polr3h,Bola1
Gmps,Dhx15,Sestd1
Tsn,Eif2b1,Rp9
Yrdc,Erlin1,Mycbp
Nol8,Vapa,Cnih1
Xpo1,Ppp1r8,Chchd3
Pus7,Rp9,Ptrh2
Srpk1,Sf3a3,Vapa
Thumpd1,Timm8b,Mrps33
Hadh,BC035044,Hddc2
E2f7,Bola1,Heatr1
Rfc1,Got2,Bop1
Nus1,Pitrm1,Pitrm1
Golt1b,Minpp1,Mdn1
Fbxo45,Tcerg1,Pithd1
Eif6,Dnaja2,Abcg2
Cyb5b,Heatr1,Myo19
Ube2n,Mdn1,Dynll1
Adh5,Pla2g15,Spire1
Exosc2,Tfb2m,Cnnm3
Dnajc19,Il2ra,Il2ra
Chchd3,Mrps33,Zfp239
Nle1,Jade3,Tardbp
Cnih1,Cnih1,Spcs3
Prep,Dap3,Eid2
Timm44,Adh5,Pdcd11
Npepl1,Pithd1,Tfb2m
Snrpe,Mycbp,Sdhd
Dtd1,Chchd3,Srsf9
Adi1,Ptrh2,Slc29a1
Zcrb1,Bop1,Hmga1
Wdr55,Ctsz,Atpaf2
Dld,Atpaf2,Rcc1l
Esf1,Dynll1,Myl4
