gene_name,0_A5P,0_A5T,0_A8P,0_A8T,0_C5P,0_C8P,0_NP14B,10_A5P,10_A5T,10_A8P,10_A8T,10_C5P,10_C8P,1_A5P,1_A5T,1_A8P,1_A8T,1_C5P,1_C8P,2_A5P,2_A5T,2_A8P,2_A8T,2_C5P,2_NP14B,3_A5T,3_A8P,3_A8T,3_C8P,3_NP14B,4_A5P,4_A5T,4_A8P,4_A8T,4_C5P,4_C8P,5_A5P,5_A5T,5_A8P,5_A8T,5_C5P,5_C8P,6_A5P,6_A5T,6_A8P,6_A8T,6_C5P,6_C8P,6_NP14B,7_A5P,7_A5T,7_A8P,7_A8T,7_C5P,7_C8P,8_A5P,8_A8T,8_C5P,8_C8P,9_A5P,9_A5T,9_A8T,9_NP14B
Rxrb,0.32738957,0.19603792,-0.043881744,0.042438485,-0.32849705,0.07330544,-0.5935554,0.08081713,0.17629296,0.11541835,0.38060954,0.069740534,-0.15930252,0.044005983,-0.13471897,0.10649956,-0.13127576,-0.026737355,0.021869918,-0.5745513,1.0206227,0.053364735,-0.11201702,2.0303698,-0.59368265,-0.5905587,0.37293053,0.16480523,-0.58951336,0.0023383747,-0.112565644,-0.11438155,-0.3681659,0.04242855,-0.075461045,-0.07642961,-0.085544676,-0.006711689,0.36474413,0.29477084,-0.04092244,0.11141551,0.00929138,-0.044608444,0.15503243,-0.34150803,0.26141745,-0.24900243,-0.5868619,0.013700814,0.085748516,0.7356265,-0.04518377,0.0049348106,0.040245667,-0.58196867,0.0076116454,-0.016151112,0.049350295,-0.58384126,0.013766248,0.16924013,0.62507766
Col11a2,-0.073457986,-0.0992064,-0.11166415,-0.07514751,-0.08695907,-0.11269602,-0.12160027,0.023374256,0.17385665,-0.08942498,-0.103084,-0.0032049646,-0.028429281,-0.0042374516,-0.06449337,-0.09410925,0.05430013,-0.042200148,-0.028004479,-0.104031265,-0.1137635,-0.07872403,-0.046399806,-0.11641949,-0.121717915,4.942095,-0.043212045,-0.11781214,-0.11786349,0.088393755,-0.007818754,-0.073071666,-0.096535124,-0.08993274,-0.05567048,-0.093056925,-0.021770947,-0.010712648,-0.11429264,-0.108359426,-0.06613853,0.038870245,0.032991022,-0.021306517,-0.11764868,0.27497146,-0.017546851,-0.026104992,-0.11541227,-0.063542135,-0.08325626,-0.109412335,-0.10411281,-0.083814785,-0.09228024,-0.110888556,-0.10440414,-0.08718115,-0.0791755,-0.11261969,0.051046647,-0.114142746,-0.110177055
H2-Oa,-0.14578293,-0.11724334,-0.19679564,-0.24130076,0.073837616,-0.30124867,-0.31671333,0.14633453,-0.092904486,1.6021115,0.9373641,0.1226643,0.760143,0.010466328,-0.045155324,-0.26896766,-0.16993089,-0.030695084,-0.1599363,-0.28619996,-0.30310264,-0.23427166,-0.285333,-0.30771548,-0.3169177,-0.31190184,-0.18057075,0.3501781,-0.3102234,0.2810464,-0.076562196,-0.09289342,-0.27318084,-0.1418234,-0.053319965,-0.108844675,-0.026850482,-0.14314248,-0.30402163,-0.293717,-0.01851136,-0.13870034,0.029734295,-0.053183734,-0.3098503,-0.30344456,-0.021715526,-0.1508597,-0.30596617,-0.040528025,0.572763,0.7387077,0.10047459,0.14223209,0.2866067,-0.29810953,0.19155778,-0.1225748,-0.163058,4.156639,0.30643964,0.6608218,1.587324
H2-DMa,-0.15671104,-0.010398682,-0.1617127,-0.08854669,0.06378977,0.24837585,-0.5568466,0.1719909,0.20249301,1.6471381,0.2552814,0.058245555,0.6445209,-0.056408238,-0.13438925,-0.1621133,-0.14465779,-0.1461971,-0.020273486,-0.49632347,-0.5298499,-0.34512252,-0.23865822,-0.53899944,-0.55725193,0.9871061,2.6343331,-0.17612828,2.7897651,0.66531074,-0.11705533,-0.2282402,-0.23515998,-0.2045767,-0.24232523,-0.21884939,-0.027434677,-0.12998058,-0.3329884,-0.17073645,-0.06805244,-0.115846686,0.05271873,0.2719259,-0.18160826,-0.2208988,-0.08894988,-0.04186418,-0.22668864,0.1156502,-0.05931337,-0.06947002,-0.28465563,-0.13608503,-0.17878088,-0.51994604,-0.49760795,-0.16461703,0.041012168,-0.52590954,0.0386976,0.33998147,-0.51749504
H2-DMb2,-0.061007123,-0.03057727,-0.11347268,-0.115157284,-0.079547115,-0.11488966,-0.12711717,0.048294783,0.018959641,-0.08293335,0.41615427,0.035465885,0.00082729326,-0.032995936,-0.013452945,-0.0893659,-0.08588273,-0.035488185,-0.039894886,-0.10299103,-0.116355546,-0.12148238,-0.109531865,-0.120002806,-0.12727873,-0.123312846,-0.019472722,-0.12191523,-0.12198575,-0.09301919,-0.032187082,-0.044318713,-0.09269716,-0.08363062,-0.048868157,0.04987321,-0.05514594,-0.070207596,-0.11708217,-0.10893456,-0.07647728,-0.031591747,0.0309476,0.010608432,-0.121690765,0.24721894,0.015771288,0.00401906,-0.11861969,-0.047390454,-0.07446233,-0.11038043,-0.10310301,-0.07522931,0.041892607,-0.11240761,-0.10350306,-0.079852074,-0.04851779,-0.11478484,-0.11320686,-0.116876334,-0.11143056
H2-DMb1,-0.06917265,0.0074577015,-0.09521262,-0.055749357,-0.07837451,-0.0959159,-0.101984724,0.045429375,0.10009006,-0.08005519,0.7501071,-0.021290677,1.6382909,-0.055269994,-0.0371426,-0.083247826,-0.08151904,-0.060344737,-0.034543216,-0.090010315,-0.09664346,-0.07985066,-0.09916264,-0.098453686,-0.10206491,-0.10009654,2.7484689,-0.09940287,-0.09943787,-0.087933555,-0.032907516,-0.055228814,-0.084901206,-0.08040126,-0.05974944,-0.082530595,-0.024229502,-0.073739074,-0.0970041,-0.09296024,-0.076850876,0.09320319,-0.0019035863,0.37437075,-0.09929146,0.29166096,0.31875408,-0.036898524,-0.09776721,-0.062414356,-0.07585081,-0.09367786,-0.0900659,-0.017452732,0.03338889,-0.094684,-0.09026445,-0.07852587,-0.08983026,-0.09586388,-0.09508069,-0.09690194,-0.09419908
H2-Ob,0.019347249,-0.10717557,-0.119023845,-0.1454933,-0.14756122,-0.21610656,-0.23982133,0.12219341,0.061197985,-0.15412867,1.1305399,0.07550161,0.8173688,-0.043138787,-0.009822185,-0.16660433,-0.15984887,-0.05942193,-0.124832526,-0.19302969,-0.2189496,-0.20013888,-0.1977343,-0.22602332,-0.24013466,-0.23244298,-0.03104948,-0.22973236,-0.22986913,0.27088928,-0.10410763,-0.085890226,0.054297257,-0.155481,-0.118710235,-0.16380166,-0.10023618,-0.09780123,-0.22035886,-0.20455691,-0.1416074,-0.18976758,0.05548549,0.09502953,0.07107946,0.26411822,0.037304778,0.014511831,-0.2233408,0.12625578,-0.13769948,0.029859781,0.45414013,-0.058766495,-0.0995083,-0.21129274,-0.19402274,-0.14815266,-0.17141366,5.067853,0.112521924,0.53626955,-0.20939781
H2-Ab1,-0.09578771,-0.06342822,-0.14567989,-0.109429635,-0.11341834,-0.14702739,-0.15865515,0.096373424,0.105721876,0.19419134,0.7075571,-0.0040465817,3.0130076,-0.054596614,-0.029394634,-0.12275553,-0.042878572,-0.071995884,-0.032162353,-0.13571237,-0.14842136,-0.11604087,-0.14461888,-0.15188974,-0.15880878,-0.15503742,2.3711185,0.54998225,-0.15377542,-0.12696336,-0.055331755,-0.09528323,-0.1259234,-0.11730155,-0.09001497,0.012850714,-0.04368194,-0.05290683,-0.14911236,-0.061745618,-0.09167885,-0.08738236,0.023030512,0.28583837,-0.1534949,0.34858754,0.28371105,0.16687596,-0.15057445,-0.08283892,-0.010229764,-0.14273933,-0.13581885,-0.09315768,0.050533403,-0.14466707,-0.13619928,-0.11370835,-0.058553528,-0.1469277,-0.11859572,-0.1489166,-0.14373794
H2-Aa,-0.096956156,-0.06758964,-0.14016315,-0.11142939,-0.11558174,-0.15108743,-0.1633714,0.08428513,0.10400568,2.9382725,0.7043432,0.045258123,2.8257353,-0.048140075,-0.0025777924,-0.07038615,-0.1219466,-0.048417583,0.022464408,-0.13913389,-0.1525601,-0.13095808,-0.14027841,-0.15622419,-0.1635337,-0.15954952,-0.05523001,0.1915809,-0.1582163,-0.13281909,-0.023202315,-0.08399776,-0.1287925,-0.1196841,-0.09540155,0.014674515,-0.074623436,-0.084533304,-0.15329008,-0.029805636,-0.08732632,0.1048748,0.023699794,0.27980497,-0.15791994,-0.0138805285,0.26208177,0.26308084,-0.15483469,-0.08327662,0.013445953,-0.14655739,-0.13924637,-0.10109833,0.051812574,-0.14859393,-0.13964827,-0.115888104,-0.022432264,-0.15098213,-0.13217914,-0.12184385,-0.14761238
H2-Eb1,-0.09646631,-0.056747176,-0.11823776,-0.09647118,-0.11566962,-0.15227664,-0.16494162,0.093452536,0.07606356,2.2731736,0.9975604,0.02003658,2.766987,-0.047609422,-0.03361845,-0.1258397,-0.07818824,-0.075406544,-0.03650961,-0.1399523,-0.15379497,-0.09272441,-0.113619365,-0.15757272,-0.16510896,-0.16100118,-0.05344591,0.52914774,-0.1596266,-0.14776576,-0.07158858,-0.084060684,-0.12929013,-0.0515077,-0.10026161,0.083099164,-0.05514636,-0.06722019,-0.15454759,0.008305767,-0.08389481,-0.033909462,0.0127193695,0.26134923,-0.15932107,0.10952337,0.26499498,0.09199858,-0.1561401,-0.08236247,-0.07469949,-0.005489462,-0.1400683,-0.10309316,0.025456661,-0.14970578,-0.14048265,-0.11598549,-0.05483309,-0.15216805,-0.13390982,-0.15433438,-0.14869377
H2-Eb2,-0.03677347,-0.060388826,-0.071814544,-0.07293968,-0.049156096,-0.072760925,-0.08092753,0.036227882,0.016635315,1.4802052,-0.0639452,0.027659625,0.004524951,-0.018065155,-0.028551508,-0.055713937,-0.05338757,-0.024894055,0.0018060363,-0.06481399,-0.07373998,-0.07716413,-0.077129945,-0.07617594,-0.081035435,-0.078386664,-0.009033172,-0.07745322,-0.07750032,-0.06485374,-0.034192067,-0.036419153,-0.05793884,-0.051883414,-0.03922074,-0.054748785,-0.032858863,-0.042918347,-0.07422528,-0.068783596,-0.008257171,-0.063690625,0.02076671,0.011057647,-0.077303305,-0.07392054,0.2942585,0.00665669,-0.07525217,-0.027679069,-0.04576003,-0.06974927,-0.064888775,-0.046272285,0.039030038,-0.0711032,-0.06515597,-0.049359772,-0.040090375,-0.07269092,-0.07163701,-0.074087806,-0.07045065
Notch4,-0.06360173,0.10324307,-0.069241464,-0.06942254,-0.06559467,-0.06939378,-0.07070816,-0.05185245,-0.055005796,-0.06595867,-0.06797492,-0.053231478,0.809045,-0.015771994,-0.031855967,0.21293774,0.10431755,-0.06168979,-0.06603072,-0.06811474,-0.06955135,-0.05081164,-0.022930156,-0.06994341,-0.07072553,-0.07029922,-0.059137043,-0.07014898,-0.07015657,-0.03596387,-0.063186266,0.015518027,0.604191,-0.066033624,-0.039540764,0.16734344,0.031158993,0.14672464,-0.06962946,-0.06875364,-0.06526468,-0.06793395,0.059101816,-0.009262501,-0.07012486,-0.06958041,0.0981287,-0.056611817,-0.06979473,-0.062138025,-0.06504809,-0.068909064,-0.06812678,-0.030540492,0.026816549,-0.06912697,-0.06816979,-0.06562745,-0.043579217,-0.06938251,-0.02877867,-0.06960733,-0.06902195
Gpsm3,0.5158985,0.6587196,0.34790593,0.3124108,0.47420314,-0.17968507,-1.9509896,0.14143333,0.2624956,-1.3411685,0.08037385,0.17603545,0.11657393,0.10710922,0.14685184,0.10007792,-0.022650128,0.017432533,-0.09362887,1.7775413,-0.5977888,0.08014903,0.06613343,-1.2190328,1.5225021,-1.9403102,-1.1323678,-0.5352575,-1.9365848,-0.3817569,-0.28715336,-0.15691823,0.0900868,-0.33081084,-0.22730474,-0.64510185,0.13171783,0.18541886,0.49221164,0.20618622,0.2286969,-0.07610076,-0.13599786,-0.23148839,-0.51991206,-0.05359585,-0.2224998,0.01885012,-0.5603535,-0.04149044,0.23476814,0.10985592,0.2519207,0.16328144,0.00109279,1.9064211,-0.7647658,0.39570838,0.08548461,1.2227392,-0.40984958,-0.5114455,-1.0539515
Pbx2,-0.17305395,-0.07722619,-0.010020416,-0.11448487,-0.11697458,-0.3739257,5.286698,0.008073093,-0.12129359,-0.3750214,0.30427247,0.03645211,-0.1153072,0.08813318,0.11175465,-0.088072784,-0.16765192,0.060256355,0.09852193,-0.37433368,-0.37387544,0.049164206,-0.049092583,-0.3737504,-0.3735009,-0.3736369,-0.3771973,0.29228607,-0.37368238,0.066994876,-0.07226893,-0.11621368,-0.3746866,-0.3176252,-0.12784468,0.20669696,-0.11460838,-0.042779062,-0.07681461,-0.3741299,0.0014804157,0.063188165,0.017042756,-9.811191e-05,0.23174483,0.12111209,-0.028536977,0.050499875,-0.14184836,0.2313443,-0.02701606,0.001913169,0.45642555,-0.038228676,0.13096793,-0.3740108,-0.073704936,0.22786595,0.18448605,-0.3739293,0.12168239,-0.032008387,-0.3740443
Ager,-0.07388373,0.004844975,-0.028699951,-0.035734206,-0.0861639,2.417449,-0.117672466,-0.0014863816,-0.020916844,-0.088406816,0.1779684,-0.009983746,-0.032927006,-0.0068512876,-0.013905999,-0.09266749,-0.090360366,-0.025762578,-0.022990962,-0.101692244,-0.11054438,-0.07518459,-0.042859275,-0.11296019,-0.11777948,-0.11515263,-0.04637295,-0.1142269,-0.11427361,0.03491252,-0.0025600588,-0.023257714,-0.09487398,-0.088868655,-0.05750994,-0.09171032,-0.049114045,0.178379,-0.11102567,-0.105629005,0.0013998037,0.1344288,-0.009984134,0.034735788,-0.11407822,0.27827168,0.063454434,0.0978559,-0.11204406,-0.064864576,-0.08279594,-0.106586695,-0.101766415,-0.08330395,0.12005408,-0.107929416,-0.102031395,-0.08636589,-0.057471044,-0.109504,-0.02725752,-0.11088933,-0.107282266
Egfl8,-0.080677934,0.058978166,-0.025468072,-0.04641377,-0.09378229,-0.118762955,-0.12740555,0.060967006,0.030211834,-0.09617574,-0.10943339,0.103514,-0.036972396,-0.035799015,-0.004684144,0.17530018,0.12791519,-0.030597877,-0.03570249,-0.11035282,-0.11979908,-0.0070590517,-0.12338663,-0.12237701,-0.12751974,-0.124716595,-0.05132077,-0.123728745,-0.12377859,0.014239228,-0.077946074,-0.052912,-0.10307695,-0.09666858,-0.083267845,-0.09970096,0.023542497,-0.08718097,0.6583433,-0.1145538,-0.033200342,-0.10916398,0.026096372,-0.006208054,-0.123570085,-0.11999016,0.071236834,-0.034716405,-0.121399395,-0.07105346,-0.09018829,-0.11557577,-0.11043197,-0.011486214,-0.037419748,-0.11700861,-0.11071473,-0.09399784,0.1869751,-0.11868886,-0.036339562,-0.120167166,-0.11631802
Ppt2,-0.2021855,-0.07149706,0.13654625,0.08980219,0.34792808,1.1855658,-0.40440166,-0.0010855653,0.0008297145,-0.38062814,-0.39072046,0.17502804,0.62233776,-0.08081579,-0.14181446,0.356999,-0.016151214,0.09562143,0.19646262,-0.39142036,-0.39861128,0.16983363,0.06787529,-0.40057373,-0.4044886,-0.40235472,0.8138131,0.103050634,-0.40164065,-0.13198999,-0.07745287,-0.07698543,-0.26508173,-0.03933615,0.021084724,0.28396413,-0.03281891,-0.13635197,0.8090143,0.16762207,-0.0017542747,0.17643602,-0.019163545,0.07456016,-0.12760007,0.44892022,0.23329668,0.06320015,-0.08437252,-0.00027565472,0.103686176,0.14062425,-0.087296985,0.02722518,0.20092647,-0.39648703,-0.061117537,0.569805,0.19301465,-0.39776614,-0.10669089,-0.36331198,-0.39596134
Prrt1,-0.19581051,-0.18759504,0.08812493,0.06196522,-0.22188525,2.2979293,-0.28878802,0.072723426,-0.017160987,2.062698,-0.031625006,0.17943062,0.2946161,-0.09048315,-0.12881193,-0.23569444,-0.17067532,-0.070682056,0.13547553,-0.25485688,-0.27365282,0.016724346,-0.10944321,-0.27878234,-0.28901523,-0.2834376,-0.1373963,-0.281472,-0.28157118,0.09748624,-0.05117072,-0.17634608,-0.24037954,-0.22762832,-0.047562174,0.36100408,-0.15260832,-0.17239732,-0.27467474,-0.16772397,-0.053545635,-0.14366923,0.061674025,0.06047242,0.9306973,0.45758495,0.1329124,0.3487986,0.4636714,0.10026966,-0.07509045,0.4932828,0.083457045,0.05986986,0.35376927,-0.26810044,-0.25557703,-0.086605944,0.23148634,-0.27144375,0.2445917,0.19098637,-0.26672632
C4b,-0.042151276,-0.050344843,-0.03443776,-0.05469948,-0.046447545,-0.05463746,-0.057470944,0.01790067,0.01946335,-0.047232233,-0.05157876,-0.019795613,-0.027822405,-0.035660252,0.034333747,-0.04872285,-0.047915693,-0.038029604,0.10115762,-0.051880196,-0.05497715,-0.036898784,-0.05615333,-0.05582233,-0.05750838,-0.056589365,-0.032526523,1.0609722,-0.056281835,-0.03320451,-0.041255634,-0.04202834,-0.0494948,-0.047393814,-0.043000378,-0.04838798,9.872019e-06,0.03310864,-0.055145532,-0.053257488,-0.04573617,-0.051490434,-0.022187173,0.13784698,-0.05621348,-0.0550398,-0.024359437,0.24986376,-0.05550182,-0.038995888,-0.045269247,-0.05359254,-0.051906146,-0.04544698,0.044871047,-0.054062296,-0.05199885,-0.04651821,-0.02732943,-0.054613173,-0.05424751,-0.055097833,-0.053835884
Neu1,0.19712315,0.1842674,0.1885082,0.15481739,-0.11832595,0.2978841,-0.5083887,-0.055042785,0.17218505,0.81289923,-0.48978108,0.02246089,0.33582026,-0.14770404,-0.1430273,-0.30678362,-0.27707386,-0.10158697,-0.27466333,-0.49073306,0.2051393,-0.01675007,0.12503017,-0.5031824,-0.50850695,-0.50560474,-0.42961377,-0.14927447,-0.5046335,0.005330869,-0.055193707,-0.0151915485,0.24812785,-0.08721992,-0.09386363,-0.18145742,-0.112344794,-0.0835244,0.048430104,-0.31363067,-0.09144493,-0.03932082,0.06727951,0.1533795,-0.29876015,0.15341951,-0.13366356,0.1819227,-0.28622192,0.13922112,-0.024403708,0.41123974,0.015641164,0.035383016,0.17924592,-0.49762416,0.018304668,0.031898122,-0.11860401,-0.49936384,0.069240265,-0.008541964,-0.49690914
Hspa1b,0.4163799,0.08544161,-0.041202333,-0.10011005,0.13865203,-0.10051384,-0.08206497,-0.03178862,-0.032800503,-0.14872952,-0.12042914,0.111796096,-0.27510756,0.24316259,-0.066896126,-0.13902408,-0.093605466,0.10649556,-0.1477182,-0.11846648,-0.09830211,-0.05637826,-0.05358754,-0.09279913,-0.0818212,-0.087804936,-0.24447891,-0.08991366,-0.08980726,-0.058832373,0.020044781,-0.05111443,-0.13399789,-0.14767748,-0.015324935,-0.14120442,-0.069317356,-0.07280504,-0.09720578,0.2410438,-0.056445643,-0.12100424,-0.03199938,-0.02816334,-0.09025233,-0.0978942,0.27454945,-0.2799233,-0.09488598,-0.12469026,-0.03283487,-0.107317366,-0.11829753,0.09377475,-0.103379875,-0.10425875,-0.11769394,-0.15337855,-0.09443503,-0.10067199,0.32516852,0.55056614,-0.10573292
Hspa1a,0.7439749,0.10919162,-0.058631036,-0.08309107,-0.12417266,-0.083399825,-0.06929358,-0.039183743,-0.059743192,-0.12026613,0.18665501,0.20233554,-0.21689638,0.25740355,-0.029177139,-0.11284524,-0.11686359,0.074149825,-0.06609972,-0.09712665,-0.0817087,-0.0126601355,-0.032954548,-0.07750105,-0.0691072,-0.07368244,-0.19347732,-0.07529479,-0.07521344,-0.058467552,-0.0020502843,-0.07739338,-0.10900214,-0.11946173,-0.027330006,-0.114512354,-0.03400045,-0.0118769705,-0.08087044,-0.09026991,-0.032420613,-0.09906704,-0.11025601,-0.06012573,-0.07555375,-0.08139682,0.20864043,-0.22057855,-0.07909669,0.2526877,-0.05372607,-0.08860188,-0.09699746,0.13915637,-0.08704216,-0.08626323,-0.09653594,-0.12382084,-0.076869205,-0.08352075,0.25699523,-0.08110791,-0.0873904
Ly6g5b,0.6384493,0.07775616,-0.009875646,0.08981316,0.63791275,-0.09844729,-0.10367078,-0.0110926535,-0.04126799,-0.084795825,-0.092808604,0.039159745,-0.049013976,0.032743953,0.041602034,0.31681716,-0.08605578,-0.053172696,-0.033136953,-0.0933643,-0.09907351,-0.08191177,-0.05392946,-0.10063159,-0.103739806,-0.10204561,-0.057685975,-0.10144856,-0.10147869,-0.021104224,-0.039431516,-0.075202495,-0.08896684,-0.08509369,0.06478919,-0.08692643,-0.018967003,0.05726271,-0.09938391,0.15923215,-0.082037844,-0.09264578,0.028633043,-0.017654216,-0.10135267,-0.099189,-0.04263003,0.29662642,-0.10004073,-0.0696122,-0.08117708,-0.09652099,-0.09341214,-0.081504725,-0.086470805,-0.097386986,-0.09358303,-0.08347953,-0.01952862,-0.098402515,-0.09772842,-0.09929598,-0.0969696
Aif1,-0.082460955,-0.02640501,-0.05097392,0.050616644,-0.08543036,-0.091090895,-0.09304927,-0.010072067,0.14158997,0.97014153,0.97445226,-0.067009635,1.6073939,-0.0030214726,-0.048456714,-0.087002955,-0.086445086,-0.033515632,-0.043024294,-0.089185186,-0.09132567,-0.015281175,-0.06850402,-0.091909826,-0.09307515,-0.092439964,-0.07580872,2.1503108,-0.092227414,-0.08056198,-0.023310203,-0.04419537,-0.0875365,0.15670632,-0.08304782,0.100683056,-0.048188727,-0.0070711207,-0.09144205,0.18038553,-0.065354824,-0.088915795,0.022596557,0.14975779,-0.09218017,-0.09136897,0.21013302,0.033528406,-0.0916883,-0.08028008,0.21729013,-0.09036869,-0.08920312,-0.084738806,0.0010207447,-0.09069336,-0.089267194,-0.0854792,0.04130014,-0.0910741,-0.09082137,-0.09140908,-0.09053688
Lst1,-0.18103358,-0.04627283,-0.0074995006,0.015621409,-0.19037856,-0.20819277,-0.21435598,0.013293048,0.2795171,3.771186,0.42593208,-0.019284835,1.3755937,0.0010361497,0.016711196,-0.0029298468,0.030461535,0.006150248,0.004011178,-0.20219533,-0.20893164,-0.14307974,-0.04719177,-0.21077003,-0.2144374,-0.2124384,-0.16009842,1.2544562,-0.21176952,-0.054914027,-0.042023495,0.0429669,-0.19700676,0.17331105,-0.08451672,-0.11192126,-0.06802805,-0.061496805,-0.20929788,0.22569524,-0.049037736,-0.20134754,-0.05848908,0.29330486,-0.21162082,0.41062936,0.041774716,0.38944566,-0.21007286,-0.123896815,-0.1878156,0.086048335,-0.008547394,-0.013860006,0.49925083,-0.20694171,0.39223924,-0.19053227,0.006013419,-0.20813993,0.07291823,-0.080287166,-0.20644924
Ltb,0.38122922,0.79810345,0.406725,0.344338,0.37706158,0.13096297,1.2406849,0.5270204,0.35979488,0.79226065,0.30322337,0.21882124,0.12005729,-0.011536682,-0.06504872,-0.46869934,-0.7909408,-0.22662677,-0.83701223,-1.7045854,-1.3868715,-0.98521996,-1.0137366,-1.0788363,0.4690782,1.7572687,-1.06329,0.7915099,0.9344076,0.8798906,-0.4284272,-0.300109,-0.8708354,-0.5982716,-0.54861903,-0.75762326,-0.08584075,-0.0043637767,-0.7056232,-0.23207596,-0.34834027,-0.46137923,-0.09910183,-0.1098677,0.46313256,0.17198025,-0.4335207,-0.078834325,0.835157,0.8908283,1.0653616,1.2027215,0.8199522,0.7231692,0.6943728,1.3534789,-0.6582419,-0.27643758,-0.4393311,1.4342998,0.5114202,0.6133174,1.0069094
Tnf,-0.21584906,0.07747113,0.09055878,-0.0744307,-0.17326225,-0.29353833,-0.27266428,0.06728674,-0.064742714,-0.34809214,-0.1544002,-0.2550538,0.10582863,0.060695283,0.028709423,-0.051380537,0.016235318,-0.15567367,-0.17363302,-0.31385094,1.9596077,-0.20969108,-0.13169503,2.3792937,-0.2723885,-0.27915883,-0.45642814,0.17927288,-0.28142434,-0.10805648,0.3111888,0.096921295,0.068232276,-0.030380113,-0.11865135,-0.073136315,0.2817397,0.19901353,0.5445953,-0.18225783,-0.1458727,0.11427003,0.08197913,0.07967698,-0.2819279,-0.14093831,-0.16843426,-0.23534063,0.9003731,0.5912595,0.23713177,0.40092787,0.032542076,0.090818025,0.093015894,-0.29777554,-0.095414184,-0.3533523,-0.15139519,-0.2937173,-0.06446964,-0.08809754,1.3913436
Lta,-0.12349483,-0.14131743,-0.03720686,-0.072910845,0.055339053,-0.1506547,-0.15681806,-0.027700057,-0.08318702,-0.1345469,-0.14400144,0.1662414,-0.09232676,-0.09440931,-0.08092026,-0.13778928,-0.07514547,-0.03478969,-0.13488476,-0.14465712,-0.15139359,-0.076170504,-0.082607776,-0.15323202,-0.15689951,-0.15490046,-0.10255913,-0.154196,-0.15423155,0.11753418,-0.031865433,0.04522638,-0.13946842,0.07083566,-0.0707841,-0.13706087,-0.015911695,-0.062028784,-0.15175985,-0.147653,0.028974239,-0.1438093,0.060741596,0.122206055,-0.15408285,-0.15152986,-0.02488282,-0.090717934,-0.15253484,0.2069627,0.2276491,-0.1483818,-0.14471357,0.24668117,0.29383898,-0.14940362,-0.14491521,0.10794092,-0.14447425,-0.15060186,0.1296483,-0.02781895,-0.14891112
Atp6v1g2,-0.1406665,-0.110064894,-0.05934951,-0.03966803,-0.13623217,-0.12777904,-0.12485449,-0.07936011,0.0026358569,0.903436,-0.13093603,0.050953366,0.81965715,-0.0570244,-0.052801427,0.073040046,-0.13471682,-0.0136809,0.06776956,-0.13062492,-0.12742841,-0.087401174,-0.037621893,-0.12655608,-0.124815844,-0.1257644,-0.1506006,-0.12609868,-0.12608181,-0.024034552,0.046639808,0.0658758,-0.13308698,0.0982982,0.007921696,0.53241277,-0.013172859,0.065797776,-0.12725464,0.17770708,-0.076481454,0.16497844,-0.021183705,0.036071297,-0.12615237,-0.12736376,-0.08274759,-0.15621929,-0.12688689,-0.1439233,0.16059326,-0.12885754,-0.13059813,0.2505316,0.2663377,-0.12837267,-0.13050245,0.2422681,-0.0147486245,-0.1278041,-0.09791432,-0.12730387,-0.12860638
H2-Q4,-0.0816241,-0.09419259,0.13826475,0.24655092,-0.18168604,-0.5859534,1.1625662,0.38308275,0.4274898,0.044229846,0.20354119,0.17642504,0.29772297,0.0019315663,0.2203649,0.617208,0.060728744,-0.06727721,0.40067312,-1.1888524,1.7641205,0.17392355,0.3099835,-0.5553136,-1.3256172,0.48619604,0.5670352,0.7756587,0.79051125,0.13573804,-0.37590957,-0.27660257,-0.32446286,-0.10465993,-0.37116066,-0.5876191,-0.25756034,-0.16642146,0.010467286,0.06636967,-0.40980643,0.053101216,0.037645973,0.008100203,-0.10545644,0.070438035,-0.017290406,-0.21170586,0.3532263,-0.052814487,0.018778073,0.66413784,0.16027823,-0.20871873,-0.0021830322,0.37641487,-0.89436346,-0.5878492,-0.32002214,-1.2552637,0.20609622,0.08648092,0.361198
H2-Q6,-0.20228787,-0.22738555,0.35787302,0.51870215,-0.30013707,0.34377033,-1.8239106,0.3131066,0.31036603,-0.32201263,0.71424276,0.27514446,-0.15896916,0.03967353,0.16210766,0.41640332,0.832183,0.01692342,-0.038738985,0.17508487,1.5242009,0.32492602,0.3877037,0.13456267,1.9974638,-1.809309,0.43923688,-0.3992236,0.961663,-0.33343387,-0.18286023,-0.18311766,0.18619545,0.29519737,-0.44014502,-0.30907568,-0.20243526,-0.13960357,0.044261508,0.089144215,-0.34887233,0.0035701222,0.06423381,0.09406676,0.35671708,-0.12772267,-0.100206494,-0.21376151,0.25290713,-0.3089972,-0.62035674,0.55481106,0.32956386,-0.33015904,-0.16779545,-1.7674533,0.3560681,-0.637581,-0.23348989,-1.7765775,0.14638573,-0.14328706,-0.9756612
