wilcoxon,t-test,t-test_overestim_var
Hist1h2ap,Cks2,Glrx
Nucks1,Nme1,Nkg7
Tcf19,Sh3bgrl3,Topbp1
Cmc2,Haus4,Mif
Lsm6,Nrm,Kif11
Raly,Topbp1,Cox6a1
Efhd2,Ccdc34,Ddx39
Gins2,S100a11,Rad51ap1
Smdt1,Tubb4b,Cdc6
Chaf1a,Mcm10,Oaz1
Usp1,Plp2,Banf1
Dck,Ddx39,Tfdp1
Mdh2,Exosc8,Tubb4b
Hat1,Tacc3,Prc1
Aldoa,Rfc5,Slc25a5
Ube2c,Bex3,Clic1
Capzb,Krtcap2,Ap2s1
Snrpb,Gnai2,Havcr2
H4c9,H1f4,Esco2
Rfc2,Ndufb7,Dnajb11
Tpm3,Fkbp5,Cox7a2
Tubb4b,Wdr76,Nucks1
Banf1,Atp5pb,Bex3
Ube2s,Carhsp1,Ube2c
Atad5,Klrc1,Lsm2
Dtymk,Eif5a,Haus4
Pomp,Ndufb9,Calr
Cks2,Cdk2ap1,Nrm
Atp5b,Dnajb11,Txnl1
Glrx,Creld2,Gng2
Ube2l3,Mif,Incenp
Exosc8,Cox6b1,Psmb3
Nrm,Arsb,Sec61b
Arpc2,Ap2s1,Plp2
Cdc45,Ska1,Ndufb8
Ap2s1,Tceal9,Pdap1
Prc1,Lsm2,Raly
Rbm3,Dscc1,Hnrnpa3
Hnrnpa2b1,Mybl2,Zbtb32
Topbp1,Clic1,Ppib
Kif11,Banf1,Ccdc34
Tfdp1,Acot7,Rfc5
Hnrnpd,Nkg7,Ube2l3
Myl12a,Cit,Smdt1
Atp5g3,Hint1,Cox17
Lsm5,Tma7,Osbpl3
Ddx39,Zdhhc2,Cenpm
Plp2,Nucks1,H1f4
Actr3,Cox6a1,Cdca7
Ccdc34,Mrpl27,Cdk2ap1
Srsf2,Pmf1,Fkbp5
Ndufb8,Gng2,Mdh2
Dnajb11,Syce2,Ssr2
Anxa6,Txnl1,Anxa6
Srsf3,Ncapg,Atp5j2
Ywhaq,Pmm1,Set
Bex3,Oaz1,Wdr76
Tkt,Pdap1,Psmd13
Haus4,Aurkb,Sumo2
Incenp,Ung,Tkt
Cenph,Slc25a5,Mrpl51
Ssr2,Ssr2,Snrpe
Prdx4,Cox17,Mrpl27
H1f4,Calr,Myl6
Klrc1,Rpn1,Gars
Rasgrp2,Gars,Tceal9
Txnl1,Cox7a2,Snrpb
Gng2,Ndufb8,Aldoa
Wdr76,Raly,Tacc3
Arhgdia,Psmb3,Pgam1
Lsm2,Mrpl51,Klrc1
E2f8,Psmd13,Capzb
Elob,Sec61b,Pmf1
Cdca7,E2f1,Lsm5
Mrpl27,Ppib,Ywhaq
Fkbp5,Klrg1,Acot7
Cdc6,Mdh2,Ube2s
Pdap1,Cenpa,Ostc
Rad51ap1,Ube2l3,Rpn1
Psmb2,Smdt1,Bsg
Osbpl3,Hnrnpa3,Pmm1
Cd47,Pgam1,Erh
Park7,Anxa6,Arhgdia
Tceal9,Akt1,Hnrnpf
Hprt,Pnp,Tubb5
Cox7c,Atp5j2,Carhsp1
Psma7,Tkt,Hprt
Cdk2ap1,Set,Creld2
Cenpm,Aldoa,Cycs
Cox4i1,Hmgb3,Ube2n
Rfc5,Myl6,Coro1a
Cox17,Fignl1,Pnp
Havcr2,Ncaph,Mcm10
Bsg,Lsm5,Snx3
Canx,Erh,Cenpa
Acot7,Ssna1,Canx
Zbtb32,Ube2s,Rasgrp2
Ostc,Knl1,Rbbp7
Jpt1,Ncapd2,Smc3
Cycs,H3c3,Arsb
Pgam1,Sumo2,Akt1
Esco2,Pdia4,Atp5g3
Cox6c,Ostc,Ssna1
Pmf1,Cenpe,Prr13
Chchd2,Spc25,Mrpl20
Swi5,Rilpl2,Psmb2
Atp5o-1,Ywhaq,Myl12a
Snrpd2,Canx,Rilpl2
Psmd13,Ube2n,Ung
Magoh,Snrpe,Pomp
Mrpl51,Rbbp7,Syce2
Gars,Phgdh,Phgdh
Snx3,Snrpb,Srsf2
Atp5a1,Bsg,Atp5k
Sem1,Cycs,Magoh
Uqcrq,Prr13,Uqcr11
Pmm1,Pola1,Atp5b
Arsb,Smc3,Swi5
Rpn1,Rbmxl1,Hnrnpa2b1
Creld2,Hprt,Rbmxl1
Sec11c,Tubg1,Pdia4
Ube2n,Adap1,Hnrnpd
Atp5k,Coro1a,Tpm3
Cenpa,Rasgrp2,Rbbp4
Rbbp7,Capzb,Tmco1
Erh,Snx3,Aurkb
Hsph1,Tubb5,Ska1
Tacc3,Hsph1,Hsph1
Smc3,Hnrnpf,Cit
Phgdh,Rom1,Ncapg
Rbbp4,Prf1,Polr2f
Uqcr11,E2f2,Dscc1
Akt1,Shcbp1,Mybl2
Prr13,Mrpl20,Idh3a
Pnp,Anxa1,Suz12
Mrpl20,Hip1,Rbm3
Carhsp1,Tmco1,Rtn3
Rilpl2,Psmb2,Srsf3
Lsm4,Arhgdia,Baz1b
Sf3b5,Slamf7,Supt16
Ung,Alad,Tpm4
Id2,Idh3a,Sae1
Hmgn5,Mrpl28,Hdac1
Prf1,Id2,Id2
Pdia4,Chek1,Zdhhc2
Cox8a,Mms22l,Ndufc2
Ndufc2,Map2k3,Snrpa1
Ssna1,Suz12,Tmem167
Pola1,Tpx2,Mrpl28
Uqcrb,Sae1,Jpt1
Sec61g,Uqcr11,Ddost
Tmem167,Sgo1,Mrpl42
Hspd1,Magoh,Arpc2
Rbmxl1,Atp5k,Higd1a
Uqcr10,Rtn3,Uqcc2
Arpc1b,Atp5g3,Anapc5
Nxt1,Polr2f,Prf1
Sf3b6,Pomp,Tubg1
Atxn1,Myl12a,Ciao2a
Supt16,Swi5,Psma7
Tpm4,Ncald,Ncapd2
Idh3a,Hdac1,Pola1
Suz12,Ccnb1,Snrpd2
Hsp90ab1,Atxn1,Uqcrq
Baz1b,Supt16,Prelid3b
Psmb4,Psat1,Sdhb
Map2k3,Mxd3,Ndufa11
Polr2f,Rbbp4,Sf3b5
Mcm10,Baz1b,Hmgb3
Anapc5,Ddost,Commd1
Ciao2a,Nxt1,Kdelr2
E2f2,Atp5b,E2f1
Slamf7,Erg28,Arpc4
Mrpl28,Srsf2,Cd47
Tmco1,Prelid3b,Park7
Syce2,Commd1,Tbcb
Arpc4,Hnrnpd,Map2k3
Ncapd2,Cdkn3,Nxt1
Hdac1,Snrpa1,Fignl1
Mpp6,Mpp6,Erg28
Aurkb,Hmgn5,Srsf9
Commd1,Hnrnpa2b1,Atp5o-1
Prelid3b,Kdelr2,Actr3
Itgb7,Fhl2,Rom1
Rtn3,Tbcb,Hspd1
Rom1,Slc43a3,Ncaph
Ddost,Mrpl42,Uqcr10
Mms22l,Cdca5,Psmb7
Tubg1,H2ax,H2az2
H2az2,Nudt5,E2f2
Ndufa11,Srsf3,Slamf7
Atp5g1,Ciao2a,Sec11c
Kdelr2,Uqcc2,Rpa1
Sae1,Rpa1,Cdk4
Atp5c1,Anapc15,Atp5a1
Cenpe,Tmem167,Cenpe
Higd1a,Tpm3,Hmgn5
Ly6a,Ndufc2,Cbx1
Psmb6,Tpm4,Klrg1
Dynll2,Higd1a,Anapc15
Edf1,Emc8,Psmb6
H2ax,Srsf9,Pdcd5
Anapc15,Anapc5,Mms22l
Cbx1,Rbm3,Nudt5
Sdhb,Nusap1,H2ax
Mrpl33,Fh1,Mpp6
Acadl,Nuf2,Acadl
Emc8,Jpt1,Knl1
Myo1f,Bcl2a1d,Uqcrb
Bcl2a1b,Trip13,Cox7c
Cit,Sdhb,Elob
Snrpa1,Psmb7,Atxn1
Uqcc2,Ndufa11,Vdac3
Ctla2a,Dynll2,Alad
Ufm1,Hspd1,Psat1
Erg28,Arpc4,Spc25
Tbcb,Cbx1,Prdx2
Prdx2,Acadl,Emc8
Adprh,Dna2,Sem1
Pkm,Hmmr,Shcbp1
Psmb7,Dlgap5,Cox4i1
Srsf9,Cdk4,Cox6c
Rpa1,Mt3,Lsm4
Mrpl42,H2az2,H3c3
Rora,Plk4,Mrps21
Nup62,Arpc2,Adap1
Hmgb3,Snrpd2,Ssr1
Nudt5,Psma7,Ufm1
Psat1,Sf3b5,Tpx2
Vdac3,Pole,Eloc
Csrp1,Park7,Phf5a
Snrpg,Gins1,Bag1
Ssb,Atp5o-1,Ndufc1
S100a13,Rad54l,Fkbp4
Klrk1,Pbk,Atad2
Psma1,H2-Q10,Eif4e2
Impa1,Uqcrq,Ssb
Alad,Tmem97,Baz1a
Ncapg,Hmbs,Dynll2
Smarcc1,Sec11c,Got2
Mybl2,Ufm1,Ndufab1
Got2,Csrp1,S100a13
Fignl1,Capg,Dynlrb1
Ap3s1,Myo1f,Fh1
Flna,Cd47,Ncald
Pdcd5,Brca1,Csrp1
H2-Q10,Prdx2,Gnb1
Mlec,Got2,Flna
Fkbp4,Vdac3,Snf8
Cdk4,Pdcd5,Ccnb1
Atp5d,Timeless,Ctla2a
Nt5c3b,Zfp367,Aurkaip1
Aurkaip1,Uqcr10,Myo1f
Capza2,Psmb6,H2-Q10
Gnb2,Impa1,Hip1
Atad2,Actr3,Psma1
Itpa,Atp5a1,Mrps36
Plk4,Cxcr6,Itgb7
Rnpep,Lrr1,Hsp90ab1
Bag1,Ssr1,Sec61g
Baz1a,Mrps21,Gnb2
Ncaph,Smarcc1,Anxa1
E2f1,Itpa,Ndufa8
Arhgdib,Baz1a,Smarcc1
Bak1,Uqcrb,Chek1
Mrps24,Fkbp4,Impa1
Ube2i,Rnpep,Sf3b6
Mrps21,Cnih4,Plk4
Rbx1,Prdm1,Lman2
Ilk,Bcl2a1b,Atp5g1
Magt1,Ndufc1,Pkm
Phf5a,Rora,Ebp
Zdhhc2,Ndc80,Eri1
P4hb,Nup62,Psmb4
Ndufab1,Elob,Luc7l3
Gnb1,Phlda1,Mrps24
U2af1,Flna,Mrpl33
Lrrc59,Snf8,Mxd3
Tmed2,Ndufab1,Cmpk1
Magohb,Cox7c,Etfa
Gnas,Nudt4,Uchl3
Tpx2,Adprh,Surf4
Cs,Brip1,Itpa
Ndufc1,Bag1,Hmbs
Lman2,Phf5a,P4hb
Fh1,Eif4e2,Sgo1
Ssr1,Nt5c3b,Ndufb6
Ska1,Atad2,Chchd2
Hmbs,Dynlrb1,Lamtor5
Cnih4,Cox6c,Adprh
Dynlrb1,Cox4i1,Cnih4
Eri1,Etfa,Hdgf
Ndc80,Eloc,Polr2j
Shcbp1,Kif22,Csnk2b
Surf4,Ebp,U2af1
Serbp1,Surf4,Mrpl13
Snf8,Hsp90ab1,Nt5c3b
Cdc25b,Lsm4,Cdca5
Micos10,Mrps36,Rnpep
Cxcr6,Pkm,Edf1
Etfa,Sem1,Cdkn3
Eloc,Gnb1,Bcl2a1b
Timeless,S100a13,Mlec
Timm23,P4hb,Lsm3
Dscc1,Mlec,Cs
Eif4e2,Wdhd1,Nup62
Luc7l3,H1f1,Timm23
Csnk2b,Uchl3,Fhl2
Snrnp25,Magohb,Nusap1
Selenof,Ccne2,Vdac1
Cmpk1,H4c4,Bcl2a1d
Hdgf,Ctla2a,Nuf2
Adap1,Itgb7,Capza2
Fam111a,Psma1,Dlgap5
Polr3k,Eri1,Nhp2
Ncald,Bak1,Eif2s1
Mrps36,Ssb,Ap3s1
Derl2,Aurkaip1,Atp5c1
Eif2s1,Mrpl13,Timeless
Wdhd1,Cmpk1,Selenos
Itgb1,Neil3,Mrpl40
Uchl3,Luc7l3,Trip13
Ebp,Lman2,Lyar
Lsm3,Ilk,Gltp
Nudt4,Cs,Slc43a3
Mrpl40,Ap3s1,Capza1
Pold3,Lyar,Cyc1
Lyar,Psmb4,Srp19
Gsr,Ndufb6,Selenof
Polr2j,Cdk2,Ly6a
Smc6,Ndufa8,Ndc80
Kmt5a,Mrpl40,Magohb
Rab8b,Sec61g,Bak1
Ywhab,Sf3b6,Ilk
Psmd8,Cdc25b,Paics
Fxn,4930579G24Rik,Smc6
Knl1,Hdgf,Hmmr
Lamtor5,Lsm3,Rbx1
Pgp,Atp5g1,Sms
Ndufa8,Ppih,Lsm8
Mrpl13,Lrrc59,Ppih
Ndufb6,Lamtor5,Cxcr6
H3c3,Polr2j,Arpc1b
Nusap1,Kmt5a,Nudt4
Ccnb1,Gnb2,Actl6a
Spc25,U2af1,Rora
Ap1s1,Vdac1,Ndufa12
Lsm8,Pold3,Ywhab
Mdh1,Mrpl33,Lrrc59
Ppih,Selenos,Kmt5a
Srp19,Trav14-1,Brca1
Actl6a,Blm,Micos10
Paics,Tbx21,Magt1
Slc35b1,Mrps24,Smarca5
Smarca5,Magt1,Pole
Ube2e3,Pgp,Capg
Klrg1,Polr3k,Pgp
Bcl2a1d,Eif2s1,Psmd6
Vdac1,Ube2t,Polr3k
Khsrp,Timm23,Tmem97
Gimap7,Chchd2,Wdhd1
Ostf1,Csnk2b,Zfp367
Capg,Ap1s1,Elof1
Spcs3,Cyc1,Gimap7
Srsf7,Paics,Hspa14
Spcs2,Nhp2,Mt3
Nhp2,Fxn,Naa50
Selenos,Srp19,Snrpc
Cnih1,Sms,Gnas
Phf11b,Fam111a,Gdi2
Sephs2,Edf1,Metap2
Cyc1,Casp1,Cdc25b
Phlda1,Tnfrsf9,Dna2
Ube2g2,Itgb1,Phlda1
Samd1,Gltp,Fam111a
Ctsc,Aunip,Ndufs5
Cdt1,Ccdc50,Pfdn1
Tle5,Esm1,Atp5d
Mthfd2,Snrnp25,Cox8a
Capza1,Bub1,Myo1g
Txndc5,Plk1,Atox1
Taf10,Gsr,Phf11b
Glipr1,Elof1,Gsr
Atox1,Capza1,Gins1
Ccdc50,Capza2,Ppa1
Psmd6,Psmd6,Snrnp25
Rpl22l1,Actl6a,Sarnp
Arf1,Naa50,Mien1
Gltp,Lsm8,Uba2
Hspa14,Mthfd2,Pbk
Metap2,Smc6,Pold3
A430005L14Rik,Ercc6l,Ap1s1
Elof1,Ly6a,Nudt21
Sms,Hspa14,Ube2i
Ube2t,Selenof,Psmd8
Pgrmc1,Ndufa12,Fxn
Psmb5,Gimap7,H4c4
Ndufa12,Atp5c1,Mdh1
Myo1g,Zeb2,Tmed2
Anxa1,Ywhab,Ostf1
Nudt1,Ticrr,Rad54l
Racgap1,Uba2,Kif22
Rac1,Sgo2a,Mthfd2
Ndufb11,Ppa1,Arf1
Gdi2,Myo1g,Ppp1cc
Chsy1,Phf11b,Itgb1
Bcl7c,Nup43,Prdm1
Sarnp,Micos10,Racgap1
Arpp19,Bard1,Cdk2
Ndufs5,Arpc1b,Med30
Pfdn1,Rbx1,Psmd2
Dlgap5,Snrpc,Bola3
Ppa1,Metap2,Brip1
Naa50,A430005L14Rik,Bub3
Ppp1cc,Exo1,Ctsc
Brca1,Ehd4,Ech1
Nudt21,Pfdn1,Tcp1
Bola3,Rcc1,Lrr1
Pebp1,Ckap2l,Derl2
Hmmr,Smarca5,Gmps
Ccl3,Racgap1,Khsrp
Dpysl2,Il2ra,Ndufs6
Snrpc,Ctnnbip1,Nudc
Ppat,Idi1,Taf12
Cops3,Ctsc,Ube2t
Tcp1,Psmd2,Psmc4
Mxd3,Ndufs5,Taf10
Pin1,Rab8b,4930579G24Rik
Sept7,Derl2,H1f1
Get4,Khsrp,Snrpg
Cdk2,Cdt1,Mrpl54
Slc25a4,Ccl3,Tram1
Dnajc15,Bola3,Slc25a4
Hif1a,Lxn,Snrnp40
H4c4,Ech1,Serbp1
Uchl5,Taf12,Ube2m
Cdca5,Gmps,Sept7
Hip1,Cenpp,Rac1
Mif4gd,Spcs3,Hif1a
Rap1b,Gna15,Ccdc50
Taf12,Mt2,Mrps12
Cfap20,Ube2g2,Strap
Batf,H1f3,A430005L14Rik
Dap,Gdi2,Rab8b
Ech1,Ube2e3,Tbx21
Cinp,Atox1,Arpp19
Cdc34,Psmd8,Srsf7
Nudc,Sarnp,Psmc2
Uba2,Mdh1,Pebp1
Kif22,Klrk1,Arhgdib
Gnpda1,Nudt1,Lbr
Psmd2,Bspry,Ube2e3
Nuf2,Mns1,Ccdc124
Psmd1,Samd1,Klrk1
Mrps12,Mien1,Blm
Bub3,Bub3,Lsm12
Tex30,Nmral1,Psmb5
Tbx21,Nudt21,Nubp1
Ccdc124,Med30,Glipr1
Chek1,Stx11,Spcs3
Ndufs6,Itgax,Vps29
Snrpf,Slc35b1,Cdt1
Hnrnpu,Tmed2,Sar1b
D8Ertd738e,Hif1a,Dap
Nubp1,Psmc4,Tsn
mt-Co2,Rfwd3,Dpysl2
Mrpl54,Chsy1,Cacybp
Anapc11,Pold1,Pfkp
Rangap1,Gnas,Ccne2
Ncaph2,Gnpda1,Psmd14
Hras,1700017B05Rik,Mrpl4
Arf5,Mrps12,Rpn2
Gna15,Cox8a,Tnfrsf9
Cbfb,Glipr1,Ube2g2
Trip13,Ube2i,Pin1
Cxcr3,Snrnp40,Atp5md
Mien1,Dpysl2,Glipr2
Med30,Ppp1cc,Rpl22l1
Cpsf2,Kif4,Chsy1
Umps,Depdc1a,Anapc11
Lsm12,Tram1,Tle5
Mrpl41,Atp5d,Mrpl57
Arpc3,Arf1,Ndufb11
Dera,Get4,Stip1
Rpn2,Nubp1,Rap1b
Taldo1,Strap,Samd1
Mt3,Bub1b,Arl6ip1
Ctsb,Coq7,Rangap1
Cdkn3,Psmc2,Nup43
Rcc1,Nudc,Uchl5
Ppp1r35,Cenpv,Pa2g4
Strap,Tcp1,Nudt1
Mrpl4,Mrpl54,Ehd4
Gmps,Ube2m,Slc35b1
Ehd4,Cenpf,Smc1a
Idi1,Ostf1,Cuta
Sar1b,Stil,Rcc1
Tmem97,Batf,Neil3
Snrpa,E2f3,Taldo1
Ormdl2,Ccdc124,Spcs2
Fhl2,Pebp1,Cops3
Tram1,Ndufs6,Casp1
Nfyb,Dap,Batf
Pold1,Mis18bp1,Tecr
Smc1a,Sar1b,mt-Co2
Tmed9,E2f7,Idi1
Psmc2,Pin1,Esd
Snrnp40,Cnih1,Sephs2
Stip1,Mrpl4,Cnih1
Psmc4,Cops3,Hras
Arl6ip1,Uchl5,Gna15
Ipo5,Arhgdib,Gnpda1
1700017B05Rik,Stip1,Rap1a
H1f1,Sephs2,Ndufv2
Ube2m,Umps,Bub1
Blmh,Cfap20,Trav14-1
Rfc1,Cdca2,Itgb2
G3bp1,Cep55,Cdc34
B4galt5,Lbr,Ppp4c
Pole,Slc25a4,G3bp1
Ak6,Rpn2,Eif3b
Ccr5,Cacybp,Mns1
Rdm1,Lsm12,Get4
Mns1,Pfkp,Txndc5
Hjurp,Psmc3ip,Plk1
Psma3,H2ac20,Sumo3
Rfwd3,Txndc5,Pold1
Pfkp,Rangap1,Umps
Sgo1,Psmd14,Rfwd3
Cisd3,Anapc11,Cfap20
Cacybp,Hras,Rwdd1
Glipr2,Arpp19,Bcap31
Snu13,Traip,Bard1
Pola2,Tsn,Pgrmc1
Ubl4a,Lamc1,Akr1a1
Pa2g4,Pdcd1,Cbfb
Nup43,Cdc34,Ptges3
Tnfrsf9,Taf10,Wdr1
Zfp367,Snrpg,Rexo2
Vps29,Psmb5,Hnrnpu
Ptges3,Srsf7,Snrpf
Blvra,Vps29,Uqcrc1
Mrps14,H2ac4,Rfc1
Psmd14,B4galt5,Esm1
Haus8,Serbp1,Srp9
4930579G24Rik,Cinp,Dnajc15
Rac2,Rac1,H1f3
Lbr,Glipr2,Rdx
Zcchc17,Sept7,1700017B05Rik
Rexo2,Cpsf2,Esyt1
Gatad1,Pgrmc1,Ercc6l
Uqcrfs1,Dapk2,Coq7
Pglyrp1,Nup93,Cpsf2
Rap1a,Tecr,Uqcrfs1
Tecr,Serpinb6a,Ccl3
Maz,Atp5md,Sgo2a
Atp2a2,Pa2g4,Ticrr
Stub1,Nqo2,Snrpa
Hexb,Mrpl57,Mrps14
Kpna3,Arl6ip1,Cenpv
Sumo3,Smc1a,Bcl7c
Atp5md,Rdm1,Tmed9
Uqcrc1,Eif3b,Tmem258
Esd,Cuta,Aunip
Tsn,Itgb2,Psmd1
Itgb2,Cbfb,Stx11
Cdkn2aipnl,Ormdl2,Cxcr3
Mrpl57,Cenpn,Cenpp
Msrb1,Dkkl1,Zeb2
Hnrnpk,mt-Co2,Rad21
Pop4,Paqr4,Cinp
Ywhaz,Rfc1,Ctsb
Pfdn4,Cyp51,Exo1
Srp9,Car5b,Acp1
Blm,Bcl7c,Ormdl2
Rif1,Spcs2,Lamtor4
Ndufv2,Ska3,D8Ertd738e
Golt1b,Taldo1,Psmc3
Atp5l,Ndufb11,Ncaph2
Tmem258,Selenom,Blmh
Cdca7l,Tssc4,Ahsa1
Bcap31,Sumo3,Ipo5
Lman1,Rap1b,Lxn
Ndufa13,Ccnf,Mrpl41
