wilcoxon,t-test,t-test_overestim_var
Kif15,Tuba4a,Lsm2
Nudc,Lsm2,Cct8
Cks1b,Nudc,Pebp1
Alyref,Hnrnpab,Shcbp1
Tpx2,Cct8,Ccnb2
Hspa5,Ccnb2,Eif4a1
Tpi1,Pebp1,Ddx39
Ldha,Mrto4,Mif
Cct3,Ddx39,Cct3
Rps17,Cct3,G3bp1
Cdca3,Pmm1,Tcp1
Cacybp,Spdl1,Hmgn1
Uchl3,E2f8,Mrto4
Hmgb2,Hmgn1,Hspa9
Hnrnpc,Mif,Cacybp
Rrm1,Cacybp,Nasp
Canx,Hspa9,Plk1
Rps8,Bub1b,Hsp90b1
Ccnb1,Eif4a1,Rpl41
Hnrnpa1,G3bp1,Hmgb2
Anp32e,Nasp,Pmm1
Ppid,Tcp1,Rps12
Nasp,Hsp90b1,Anp32e
Snrpf,Dlgap5,Nme1
Mki67,Hmgb2,Siva1
Rps15,Hsph1,Dnph1
Ppa1,H1f5,Stip1
H2az1,Rpl41,Alyref
Ywhae,Siva1,Hsph1
Tmem97,Anp32e,Smc2
Uhrf1,Stip1,Eef1g
Pdap1,Nme1,Ipo5
Lsm2,Ipo5,Bub1b
Cct5,Fbxo5,E2f8
Spc24,Smc2,Rplp1
Ndufab1,Alyref,Lsm3
Nek2,Rps12,Dlgap5
Hmgb1,Kif11,Clspn
Cct4,Clspn,Snrpd1
Hmgn1,Rad51,Gmnn
Plk1,1500009L16Rik,Rad51
Tacc3,Eef1g,Fbl
Tuba4a,Bub1,Pdap1
Hnrnpu,Ska1,Rps27l
Mrpl18,Lsm3,H1f5
Cmtm7,Rplp1,Psat1
Shcbp1,Snrpd1,Spdl1
Manf,Psat1,Fbxo5
Kif11,Asf1b,Ppih
Snrpa1,Ncapg,Snrpa1
Hspa9,Gmnn,Asf1b
Lsm3,Ppih,Kif11
E2f8,Rps27l,1500009L16Rik
Dlgap5,Pdap1,Canx
Banf1,Rcc1,Sdf2l1
Sdf2l1,Fbl,Hnrnpc
Eif1ax,Sdf2l1,Rps15
Fbl,Snrpa1,Impdh2
Pgk1,Canx,Ska1
Rpl15,Impdh2,Cmtm7
Mrto4,Tk1,Hspa5
Siva1,Ccdc34,Bub1
Bub1,Cmtm7,Ndufab1
Selenoh,Rps15,Tk1
Srsf2,Cep55,Ncapg
Stip1,Hspa5,Lrrc59
Phgdh,Hnrnpc,Cct4
Pmm1,Lrrc59,Hdgf
Rpl31,Ndufab1,Ccdc34
Ccnb2,H2az1,Tmpo
Hdgf,Cct4,Stmn1
Bub1b,Stmn1,Rcc1
Eif2s1,Trip13,H2az1
H1f5,Tmpo,Atp5b
Rpl6,Timm8a1,Eef1d
Dynll1,Atic,Pcna
Ska1,Kif23,Atic
Hsph1,Hdgf,Cdk2ap1
Pcna,Cdk1,Mrpl12
Rpl13,Orc6,Eif2s1
Cct7,Mrpl12,Selenoh
Mrpl12,Ccne1,Orc6
Ssrp1,Nuf2,Ezh2
Rpl7a,Dtl,Dtl
Metap2,Cdk2ap1,Timm8a1
Rpl22l1,Ezh2,Cenpw
Fbxo5,Knl1,Ccne1
Tmpo,Cenpw,Erh
Atp5a1,Atp5b,Serbp1
Gmnn,Pcna,Banf1
Rad51,Eef1d,Cdk1
Knl1,Top2a,Phgdh
Rpl7,Selenoh,Top2a
Ncapg,Eif2s1,Cep55
Kif23,H2ac8,Cenpa
Clspn,Melk,Trip13
Asf1b,Shmt2,Knl1
Ccdc34,Kif4,Hnrnpa1
Smc2,Creld2,Ldha
Pdia3,Cenpf,Kif23
Dnaja1,Phgdh,Rfc4
Ipo5,Erh,Creld2
Impdh2,Serbp1,Tyms
Cct2,Esco2,Nuf2
Calr,Cenpa,Cct5
Atp5g1,Rfc4,Parp1
Cenpf,Banf1,Metap2
Cdv3,Parp1,Shmt2
1500009L16Rik,Ldha,Rpl15
Anp32a,Tyms,Pgp
Dut,Hnrnpa1,Eif1ax
Pdcd5,Cenph,Cdv3
Rcc1,Mcm10,Ssrp1
H2ac8,Pgp,H2ac8
U2af1,Nolc1,Nolc1
Erh,Metap2,Tipin
Psat1,Cct5,Rad21
Cdk1,Cdv3,Sfxn1
Cdk2ap1,Uck2,Uck2
Cep55,Eif1ax,Cenpf
Spdl1,Umps,Rps8
Cenph,Sfxn1,Cenph
Ezh2,Ssrp1,Nop58
Dnph1,Rad21,Kif4
Vdac1,Rpl15,Hells
Aldoa,Tipin,Umps
Chchd2,Rps8,Vdac1
Gpx1,Hells,Esco2
Esco2,Nop58,Mcm5
Mcm10,Vdac1,Melk
Ppih,Rangap1,Rangap1
Ncapd2,Manf,Mcm10
Tk1,Mybl2,Manf
Top2a,Cip2a,Lig1
Trip13,Mcm5,Ywhae
Stmn1,Lig1,Rpl6
Cip2a,Galk1,Anp32a
Lrrc59,Ube2c,Mrpl18
Orc6,Mrpl18,Etf1
Fkbp3,Ywhae,Srsf2
Cenpa,Anp32a,Gpx1
Nuf2,Rfc3,Dnaja1
Shmt2,Gpx1,Ube2c
Atic,Etf1,Snrpf
Cyc1,Hist1h2ap,U2af1
Mybl2,Hmgb1,Pgk1
Ccne1,Rpl6,Hnrnpu
Timm8a1,Ncapd2,Rfc3
Rps3a1,Nup37,Galk1
Srsf3,Srsf2,Hspa4
Slbp,Dnaja1,Hmgb1
Dtl,Snrpf,Slbp
Cenpw,Pgk1,Mybl2
Rps20,Ncapg2,Nudt5
Kif4,U2af1,Cnih4
Nhp2,Cnih4,Gspt1
Hnrnpd,Nudt5,Nhp2
Creld2,Mad2l1,Gar1
Slc25a4,Gart,Naa50
Dek,Hspa4,Cyc1
Cenpe,Cdca5,Ncapd2
Uck2,Hnrnpu,Cip2a
Prmt1,Naa50,Mad2l1
Smarca5,Gar1,Rcc2
Ckap2,Gspt1,Prmt1
Nolc1,Rcc2,Rpl7
Kif22,Nhp2,Hat1
Ube2c,Cyc1,Cisd1
Srm,Slbp,Ncapg2
Rpsa,Hat1,Gart
Rad21,Dhfr,Cct7
Parp1,Cisd1,Rbbp7
Tyms,Srm,Dhfr
Rfc4,Prmt1,Rps17
Umps,Rps17,Nup37
Cisd1,Rpl7,Xpo1
Pkm,Xpo1,Mcm7
Eef1b2,Ckap2,Mcm3
Hspa4,Rbbp7,Rpl13
Nop58,Cct7,Fkbp3
Cenpm,Kif20a,Hist1h2ap
Ywhaq,Mpp6,Mpp6
Sfxn1,Mcm7,Pdcd5
Tipin,Rpl13,Mrpl28
Gspt1,Kif22,Atad2
Rbbp7,Scd2,Cdca5
Rangap1,Mcm3,Cct2
Scd2,Atad2,Rfc5
Gart,Mrpl28,Srm
Melk,Pdcd5,Chchd1
Pgp,Fkbp3,St13
Hist1h2ap,Rfc5,Ddx1
Cdca5,Ass1,Ckap2
Psma7,Ddx1,Nop56
Hells,Cct2,Tsfm
Galk1,Tsfm,Anapc15
Rfc3,Chchd1,Kif22
Dhfr,Nop56,Eif3b
Nup37,Anapc15,Dut
Naa50,Mthfd1,Eif4g1
Etf1,Ccne2,Calr
Hint1,Dut,Kif20a
Ncapg2,Adk,Pdia3
Mad2l1,Rangrf,Scd2
Polr2f,Cenpm,Dek
Kif20a,St13,Cenpm
Mcm5,Cenpe,Mthfd1
Cbx3,Eif3b,Pkm
Eif2s2,Cdc6,Dynll1
Sigmar1,Nt5dc2,Adk
Timm23,Eif4g1,Slc25a4
Srsf6,Sigmar1,Nudcd2
Cnih4,Lap3,Atp5g1
Gar1,Calr,Cdk4
Lap3,Pdia3,Lap3
Atp5pb,Dynll1,Srsf6
Rcc2,Cinp,Smarca5
Lig1,Nudcd2,Tfdp1
Hnrnpa2b1,Pkm,Cdc6
Nudt5,Dek,Aldoa
St13,Cdk4,Atp5a1
Supt16,Tfdp1,Kpnb1
Rpl28,Kpnb1,Cenpe
Cdc45,Bzw2,Ass1
Hat1,Aurka,Cinp
Cdc6,Smarcc1,Hnrnpd
Snu13,Smarca5,Smarcc1
Mthfd1,Srsf6,Bzw2
Ass1,Slc25a4,Sigmar1
H2ax,Atp5g1,Ahsa1
Ppia,Aldoa,Ywhaq
Rangrf,Aspm,Rangrf
Pabpc4,Atp5a1,Polr2f
Hspa8,Hnrnpd,Ccne2
Eif3b,Prdx4,Eef1b2
Strap,Odc1,Lsm7
Vdac2,Ahsa1,Odc1
Chchd1,Sgo2a,Morf4l2
Adk,Polr2f,Prdx4
Prep,Lsm7,Rps3a1
Atad2,Ywhaq,Rpn1
Mpp6,Morf4l2,Strap
Pcbp1,Rpl7a,Rpl7a
Tcf19,Mt3,Rpl22l1
Tubg1,H4c9,Dpy30
Ahsa1,Pabpc4,Rpa3
Idi1,Lrr1,Ddx3x
Phb2,Kif2c,Cmc2
Marcksl1,Dbf4,Mthfd2
Eif4g1,H2ax,H2ax
Depdc1a,Dkc1,Supt16
Rsl1d1,Eef1b2,Dkc1
Mcm7,Rpn1,Timm23
Sumo2,Rps3a1,Dbf4
Snrpg,Arhgap19,H4c9
Tsfm,Strap,Sdhd
H4c9,Mthfd2,Rars
Mrpl28,Rpl22l1,Prelid3b
Srsf7,Supt16,Eri1
Nop56,Ckap2l,Pabpc4
Hirip3,Rpa3,Psmd1
Snrpe,Hmbs,Rdx
Arhgap11a,Rars,Pcbp1
Xpo1,Prelid3b,Cdc34
Cinp,Dpy30,Hmbs
Mt3,Cmc2,Nt5dc2
Ddx1,Ddx3x,Dtymk
Fos,Psmd1,Smc3
Ccne2,Eri1,Rsl1d1
Hmbs,Sdhd,Hmgn2
Rfc5,Depdc1a,Aurka
Rplp0,Ruvbl1,Dck
Ybx3,Dck,Ruvbl1
Nup107,Hspa8,Mt3
Cdk4,Cdc45,Txnl1
Timm13,Pbk,Gars
Rps4x,Idi1,Fen1
Morf4l2,Rdx,Grpel1
Tkt,Cdc34,Mrps7
Nusap1,Timm23,Aspm
Mrps22,Arhgap11a,Cdc45
Odc1,Hirip3,Tubg1
Eif3a,Nbn,Srsf7
Slc25a5,Rsl1d1,Snu13
Coq7,Tubg1,Abce1
Ruvbl2,Coq7,Chchd2
Bzw2,Fen1,Coq7
Anapc15,Dtymk,Gins2
Gins2,Pcbp1,Hspa8
Mcm3,Abce1,Lrr1
Hnrnpf,Alg8,Prps1
Rdx,Gars,Sgo2a
Sdhd,Smc3,Mrps28
Prdx1,Mrps7,Idi1
Cdc25a,Hmgn2,Psmd7
Rpl8,Gins2,Arhgap11a
Aurkb,Prps1,Depdc1a
Prdx4,Grpel1,Rps20
Dpy30,Txnl1,Dnajb11
Rad51ap1,Chchd2,Hirip3
Dbf4,Nup107,Gadd45gip1
Bcas2,Mrps28,Srsf3
Snrpb,Snu13,Phb2
Ddx3x,Ak6,Syncrip
Tfdp1,Asf1a,Ckap2l
Kpnb1,Rps20,Rpsa
Txnl1,Psmd7,Ak6
Gemin6,Cyb5b,Bcas2
Asf1a,Srsf7,Cyb5b
Dtymk,Pdia4,Ppil1
Smarcc1,Phb2,Cbx3
Rpl23a,Dnajb11,Kif2c
Slc16a1,Nsun2,Arhgap19
Hmgb3,Gcat,Asf1a
Aurka,Gadd45gip1,Dap3
Hmgn2,Ppil1,Eif2s2
Rpl10,Srsf3,Pdia4
Smc3,H2-Q10,Nsun2
Ndc80,Nefh,Psmd6
Dnajb11,Cbx3,Caprin1
Gadd45gip1,Thop1,Uchl5
Snrpd3,Syncrip,Nbn
Nbn,Dap3,Suz12
Sf3b5,Foxm1,Nup107
Rpl5,Hmgb3,Tkt
Eno1,Uchl5,Eif4b
Slc25a3,Tcf19,Vps35
Prelid3b,Tomm40,Hmgb3
Atpif1,Vps35,H2-Q10
Reep4,Rpsa,Tomm40
Ckap2l,Ect2,Pbk
Nap1l1,Eif2s2,Txnl4a
Rpa3,Bcas2,Paics
Lsm7,Ppat,Dnajc2
Psmd7,Eif4b,Psmc1
Aimp2,Caprin1,Ppat
Cdkn3,Ruvbl2,Ppia
Knstrn,Psmd6,Usp1
Grpel1,Suz12,Hnrnpa2b1
Nudcd2,Tkt,Alg8
Mdh2,Paics,Rpl23a
Ruvbl1,Txnl4a,Rbbp4
Ctsz,Gemin6,Tcf19
Abce1,Psmc1,Tuba1a
Dkc1,Ppia,Mcm4
Dscc1,Tuba1a,Ebna1bp2
Mybbp1a,Dnajc2,Ruvbl2
Apex1,Spag5,Exosc8
Aspm,Usp1,Rpl31
Syncrip,Ccnf,Tex30
Hnrnpk,Tex30,Sf3b5
Wdr5,Prep,Timm13
Strbp,Dna2,Atpif1
Lrr1,Rpl31,Snrpg
H2-Q10,Reep4,mt-Nd1
Fdps,Hnrnpa2b1,Snrpd3
Agpat5,Mcm4,Eprs
Cenps,Hdac2,Hdac2
Ak6,Aimp2,Rpl28
Dck,Mybbp1a,Prpf19
Prps1,Ebna1bp2,Rpl5
Sgo2a,Mrps22,Gemin6
Mrpl20,Rpl23a,Glrx3
Dna2,Rbbp4,Psmc6
Atad5,Exosc8,Aimp2
Cenpk,Prpf19,Thop1
Rpn1,Atpif1,Prep
Magoh,Slc16a1,Mlec
Gapdh,Rpl28,Mrps22
Prmt5,Timm13,Psma7
Rbbp4,Eprs,Mybbp1a
Mthfd2,Snrpd3,Trim28
Mrps7,Rpl5,Reep4
Syce2,Ifrd2,Gcat
Rars,Mlec,Nefh
Mxd3,Sf3b5,Foxm1
Gars,Sgo1,Emc8
Cse1l,Marcksl1,Cbx5
Nsun2,Aunip,Hnrnph1
Arl6ip6,Trim28,Vdac2
Caprin1,Psmc6,Wdr18
Psmd1,Glrx3,Timm17a
Spc25,Snrpg,Ect2
Brca1,Wdr18,Hnrnpdl
Eif3c,mt-Nd1,Eif3a
Cmc2,Agpat5,Lbr
mt-Nd1,Emc8,Dna2
Dnajc2,Nusap1,Slc16a1
Eri1,Cbx5,Lman1
Trim28,Lman1,Pfdn4
Cox5a,Vdac2,Ppm1g
Chaf1a,Psma7,Pin1
Psmd6,Timm17a,Rpl8
Oat,Pfdn4,Spag5
Fth1,Eif3a,Hint1
Fen1,Lbr,Agpat5
Hnrnpa0,Mrps5,Ube2m
Nup43,Hnrnph1,Marcksl1
Znhit3,Aurkb,Ybx3
Diaph3,Chaf1a,Kmt5a
Mrps5,Hnrnpdl,Ndufa12
Ssb,Apex1,Chaf1a
Mrps28,Pin1,Mrps5
Wdr18,Ybx3,Psmd12
Glrx3,Ppm1g,Stoml2
Uqcr11,Eme1,Top1
Ndufa12,Mis18bp1,Snrpb
Park7,Hint1,Npm3
Exosc8,Rpl8,Timm50
Ube2m,Rad51ap1,Rps4x
Vps35,Mxd3,Ccnf
Cars,Ube2m,Sgo1
Cdca7,Psmd12,Ifrd2
Ncaph,Stoml2,Uqcr11
Cycs,Kmt5a,Rad51ap1
Tuba1a,Ndc80,Hnrnpa0
Mns1,Cdc25a,Sumo2
Top1,Ctsz,Aunip
Cdc34,Timm50,Znhit3
Lbr,Znhit3,Rbm17
Hdac2,Ndufa12,Hdlbp
Dap3,Top1,Ctsz
Klhdc4,Strbp,Nusap1
Gnl3,Egfl7,Apex1
Thop1,Hdlbp,Chordc1
Myl4,Spc25,Mrps15
Psmc6,Incenp,Ndc80
Ppat,Snrpb,Eif3c
Nup93,Tuba1c,Aurkb
Cyb5b,Chordc1,Uba2
Ppil1,Knstrn,Tuba1c
Spag5,Arl6ip6,Rfc1
Cmss1,Rps4x,Prdx3
Tex30,Npm3,Rbm8a
Psmd12,Rfc1,Magoh
Lman1,Rbm17,Cdc25a
Tomm40,Bri3bp,Incenp
Paics,Hnrnpa0,Eno1
Pdia4,Sumo2,Knstrn
Htra2,Diaph3,Arl6ip6
Incenp,Cenps,Bri3bp
Fosb,Mrps15,Fth1
Isoc1,Uqcr11,Sephs2
Prpf19,Atad5,Bsg
Fignl1,Prdx3,Mxd3
Kif2c,Cdca7,Cenps
Aunip,Uba2,Atad5
Ctps,Brca1,Timm8b
Hnrnpdl,Sephs2,Srsf9
Hnrnph1,Eif3c,Cdca7
Cpox,Eno1,Strbp
Tuba1c,Magoh,Cenpk
Phf5a,Cenpk,Mrpl42
Uchl5,Rbm8a,Mis18bp1
Samd1,Mid1,Rplp0
Psma4,Fdps,Atp5pb
Usp1,Nup43,Spc25
Npm3,Srsf9,Nars
Nup205,Timm8b,Polr2h
Pbk,Cenpn,Gnl3
Suz12,Rplp0,Rpl10
Ppm1g,Gnl3,Mdh2
Ifrd2,Fth1,Diaph3
Cyp51,Wdr5,Eme1
Sgo1,Rpp30,Eif5
Eif4b,Polr2h,Smc1a
Txnl4a,Atp5pb,Dazap1
Ect2,Mrpl42,Nup43
Bri3bp,Bsg,Usp14
Bsg,Klhdc4,Rpp30
Rbm8a,Olfr1369-ps1,Brca1
Plk4,Nars,Fh1
Eprs,Usp14,Klhdc4
Cfap298,Cmss1,Wbp11
Cdk2,Fh1,Wdr5
Mettl16,Mdh2,Polr3k
Fasn,Myl4,Srp19
Lsm6,Exo1,Fdps
Psmc1,Wbp11,Glrx5
Bora,Polr3k,Park7
Cenpn,Cse1l,Eif4g2
Nefh,Dazap1,Cse1l
Mlec,Plk4,Cycs
Tmem109,Ckap5,Nudt4
Gadd45b,Smc1a,Fignl1
Arhgap19,Fignl1,Cmss1
Mid1,Mns1,Haus4
Rps25,Nudt4,Plk4
Mcm4,Eif5,Tomm5
Prc1,Haus4,Dnaja2
Rpp30,Rpl10,Smc4
Endog,Nup93,Cenpn
Nup62,Glrx5,Rps25
Eif4g2,Bcat1,Exosc3
Shmt1,H1f1,Phf5a
Exo1,Cycs,Mns1
Timm17a,Fos,Nup93
Haus1,Endog,Ckap5
Ercc6l,Srp19,Dnmt1
Hprt,Ctps,Mrpl20
Sephs2,Tomm5,Vdac3
Uap1,Exosc3,Lsm5
Ebna1bp2,Park7,Myl4
Nt5dc2,H2ac20,Mid1
1190007I07Rik,Mrpl20,Ssb
Haus4,Eif4g2,Got2
Alg8,Smc4,Mcm2
Ckap5,Syce2,Egfl7
Mrpl42,Dnaja2,Mrpl35
Srsf9,Phf5a,Prdx1
Rpl36a,Dnmt1,Ndufa5
Cbx5,Ercc6l,Lsm6
Wdhd1,Ssb,Syce2
Suv39h1,Cenpp,Exo1
Parp2,Vdac3,Ak2
Nudt21,Prdx1,Rbmxl1
Lsm5,Lsm5,Ddx18
Dnaja2,Got2,Ddb1
Timm50,Mcm2,Endog
Kif20b,Ddx18,Snrpe
Eif2b5,Mrpl35,Hprt
Emc8,Samd1,Ndufs5
Kpna3,Rps25,Mrpl54
Zmynd19,Shmt1,Hnrnpf
Nudt4,Tmem109,Ctps
Cenpp,Cdkn3,Cetn3
Gtf2e2,Ddb1,Hnrnpk
Chordc1,Rbmxl1,Tmem109
Mis18bp1,Ak2,Nup62
Pola1,Ndufa5,Anapc5
Gcsh,Lsm6,Samd1
Fam136a,Snrpe,Mrpl1
Ywhah,Kif14,Slc25a5
Tomm5,Mrpl1,Cdkn3
Rps6,Hnrnpf,Bcat1
Cdc16,Nup62,Srrt
Cad,Hprt,Mrpl51
Hdlbp,Hnrnpk,Rab5if
Rab5if,Mrpl54,Abcf1
Pitrm1,Cetn3,Mydgf
Rfc1,Ndufs5,Cenpp
Usp39,Kif20b,Ercc6l
Pfdn4,Slc25a5,Map2k3
Mrpl1,Tufm,Pbdc1
Kmt5a,Fam136a,Tcerg1
Ubfd1,Cenpi,Mrpl13
Rbm14,Irak1bp1,Tufm
Foxm1,Anapc5,Kpna3
Slc43a3,Kpna3,Prim1
Gcat,Dscc1,Larp7
Cox7a2,Srrt,Fos
Tfrc,Map2k3,Vcp
Tpm3,Pbdc1,H2ac20
Cit,Gcsh,Nudt21
Rfwd3,Mydgf,Mrps18a
Rpl4,Mrpl51,H1f1
Apip,Larp7,Shmt1
Uba2,Prim1,Nap1l1
Pelp1,Tcerg1,Olfr1369-ps1
Mthfd1l,Cpox,Fam136a
Rbm17,Cyp51,Dscc1
Mettl1,Rab5if,Sf3a3
Mrps15,Mrps18a,Cpox
Timm8b,Mrpl13,Racgap1
Prdx3,Nap1l1,Kif20b
Prpf4,Abcf1,Slc25a3
Tufm,Nudt21,Gcsh
Rpf2,Vcp,Fkbp2
Psmc3ip,Mettl16,Rnpep
Gclm,Racgap1,Cops3
Nxn,Suv39h2,Eif3j1
Dis3,Oat,Kif14
Pusl1,Sf3a3,Khsrp
Apoo,Scarb1,Cyp51
Mrpl54,Slc25a3,Oat
Ndufs5,Fasn,Mettl16
Poc1a,Rnpep,Magt1
Nop16,Fkbp2,Gmps
Usp50,Khsrp,Rps19
Vdac3,Eif3j1,Ilf2
Mycbp,Cars,Eed
H2ac20,Cops3,Rpl4
Stoml2,Pitrm1,Acp1
Polr2h,Isoc1,Immt
Nudt1,Magt1,Dhx15
Rpl10a,Gmps,Rpl7l1
Thap12,Ncaph,Fasn
Bcat1,Eed,Hpf1
Rasgrp2,Ilf2,Uqcc2
Blm,Prmt5,Cox5a
Heatr3,Rasgrp2,Rasgrp2
Pin1,Acp1,Isoc1
Ttll12,Cdc16,Hras
Dbr1,Rpl7l1,Med30
Exosc3,Immt,Rfc2
Rgcc,Cox5a,Aurkaip1
Ccdc58,Dhx15,Prmt5
Polr2l,Hpf1,Mrpl11
Trap1,Prc1,Rpl36a
Smc4,Pnp,Pnp
Sephs1,Rps19,Cars
Usp14,Trap1,Pmf1
Smc1a,Med30,Tmco1
Lonp1,Pmf1,Ncaph
D030056L22Rik,Hras,Trap1
Ncapd3,Rpl4,Psmd3
Slc7a5,Kcnn4,Cdc16
Ak2,Tmco1,Suv39h2
Chek1,Ube2e3,Nop10
Vcp,Haus1,Kcnn4
Mrps18b,Uqcc2,Ddx21
Glrx5,Rfc2,Ube2e3
Nol11,Mrpl11,Coa3
Nars,Ncapd3,Cenpi
Mogs,Pole3,Pitrm1
Creg1,Ccnb1ip1,Rpn2
Ccnf,Ddx21,Ncapd3
Tdp1,Psmd3,Pole3
H3c3,Abcf2,Ndufc2
Orc2,Gtf2e2,Gtf2e2
Gpn3,Adap1,Abcf2
Fh1,Aurkaip1,Adap1
Il2ra,Suv39h1,Irak1bp1
Magt1,Rapsn,Psmc3
Gpatch4,Zmynd19,Psmc4
Rcn2,Coa3,Polr2c
Prim1,Dhrs13,Rnaseh2b
Pbdc1,Rpl36a,Rps6
Srp19,Nop10,Khdrbs1
Iars,Espl1,Nae1
Grwd1,Mrps18b,Psma4
Phpt1,Rpn2,Haus1
Eif5,Nol11,Mrps18b
Rps19,Psma4,Prc1
Ltv1,Rps6,Ola1
Ndufa5,Usp39,Cs
Ubac1,Nup205,Gtf3a
Wdr46,Nae1,Rwdd1
Dazap1,Polr2c,Usp39
Map2k3,Ndufc2,Mrps12
Ung,Psmc4,Nol11
Mrpl35,Rnaseh2b,Scarb1
Rnpep,Psmc3,Actl6a
Psmg1,Ttk,Rnf126
Get4,Mettl1,Psmb2
Rad54l,Cs,Cbx1
Ddb1,Pelp1,Ptbp1
Thoc3,Slc7a5,Lman2
Mcm2,Ola1,Zmynd19
Wbp11,Rnf126,Suv39h1
Pno1,Fosb,Ssr2
Snrpd2,Bora,Hars
Msh6,Htra2,Nup205
Pold2,Gtf3a,Rpf2
Ddx18,Asns,Srsf10
Mrpl51,Mrps12,Thoc3
Ints11,Hspe1-rs1,Mrps33
Jpt2,Actl6a,Hspa14
Abcf2,Khdrbs1,Dcun1d5
Trim37,Rpf2,Eif2s3x
Racgap1,Cbx1,Rnps1
Phb,Rwdd1,Lsm8
Cldnd1,Thoc3,Psma6
H1f1,Grwd1,Mrpl17
Mbnl3,Pno1,Zc3h15
Crls1,Hars,Pno1
Timmdc1,Ptbp1,Ddx27
Larp7,Eif2s3x,Mrpl21
Prim2,Ssr2,Htra2
Rbm10,Lman2,Pelp1
Dnmt1,Psmb2,Bora
Pmf1,Traip,Gclm
Polr3k,Gclm,Taf1d
H4c4,Srsf10,Nudt1
Pfas,Hspa14,Polr2e
Ubqln1,Ddx27,Cfap298
Tubb3,Mrpl17,Psip1
Nup54,Rnps1,Mettl1
Nae1,Wdhd1,Ppp1cc
Tmed2,Lsm8,Krtcap2
Eed,Mrps33,Wdhd1
Thoc6,Cfap298,Ndufc1
Cops3,Ipo4,Slc7a5
Ticrr,Dcun1d5,Dhrs13
Sypl,Nudt1,Fosb
Ube2e3,Psma6,Glo1
Olfr1369-ps1,Sapcd2,Ipo7
Eif2s3x,Zc3h15,Rpl10a
Htatsf1,Mrpl21,Trim27
Nop9,Cad,Thap12
Hnrnpa3,Oip5,Pola1
Rbmx2,Thap12,1190007I07Rik
Pmpca,Cdk2,Cad
Pom121,Noc2l,Ttk
Hyou1,Taf1d,Noc2l
Clpp,1190007I07Rik,Uqcrb
Hax1,Polr2e,Espl1
Rbmxl1,Pola1,Cox7a2
Khsrp,Psip1,Rpa1
Psmb2,Parp2,Parp2
Kcnn4,Ipo7,Vars
Pole3,Glo1,Grwd1
Ppif,Cit,Asns
Tcerg1,Ndufc1,Traip
Mrpl49,Trim27,Rapsn
Gnl3l,Ppp1cc,Eif3l
Hpf1,Uap1,Cdk2
Atad3a,Rpl10a,Ywhah
Ywhaz,Tg,Cfdp1
Mrps18a,Dis3,Ndufa4
Chchd4,Ywhah,Prpf38a
Eme1,Krtcap2,Cdc26
Anapc5,Eef1e1,Denr
Uqcrb,Vars,Tpm3
Faap24,Rpa1,Rnf187
Tars,Cox7a2,Uqcrfs1
Abcf1,Uqcrb,Eef1e1
Rpl12,Prpf38a,Ccnb1ip1
Tsr1,Cdc26,Desi1
Ube2n,Poc1a,Cit
Xrcc6,Tfrc,Ywhaz
