gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Tpp2,0.24698941,0.1137242767172983,2.124971,0.24698941,0.2230861367545324,1.5614103,0.24698941,0.5747316664002856,1.1079278,-0.025852643
Mettl21c,-18.875566,0.9981504476998344,-0.015470814,-18.875566,0.4647807678777916,-1.0,-18.875566,0.8632908816917634,-0.3658883,-4.4394725e-05
Gm8251,-0.8895793,0.9981504476998344,-0.008673032,-0.8895793,0.6278630317287826,-0.69854635,-0.8895793,0.8521707137628854,-0.3961425,-0.001827863
Tex30,1.2715977,3.979226708994434e-11,7.035079,1.2715977,1.1798161988803422e-10,7.1752977,1.2715977,1.0193740882603885e-06,5.5346026,0.01571901
Kdelc1,0.598803,0.9981504476998344,0.4318545,0.598803,0.5726098730826424,0.799729,0.598803,0.7749768281948398,0.6037825,-0.00029612944
Bivm,0.35628793,0.9981504476998344,0.24909572,0.35628793,0.7681465306975509,0.44362316,0.35628793,0.8796784730401982,0.32502854,0.0016667537
Ercc5,-0.27951592,0.9981504476998344,0.21409106,-0.27951592,0.5647994544005214,-0.8138031,-0.27951592,0.7970964134712816,-0.5415314,-0.0029203906
Mettl21e,,,,,,,,,,
Gulp1,,,,,,,,,,
4930521E06Rik,,,,,,,,,,
Col3a1,,,,,,,,,,
Col5a2,,,,,,,,,,
Wdr75,0.29965025,0.3206119352339639,1.5554419,0.29965025,0.4230038863216985,1.086644,0.29965025,0.7246892682648212,0.7721993,-0.019632885
Gm5269,,,,,,,,,,
Slc40a1,-19.858744,0.9981504476998344,-0.030941628,-19.858744,0.3630922751578614,-1.2078776,-19.858744,0.8320108475435573,-0.44194826,-0.0010030492
Dnah7b,,,,,,,,,,
Dnah7c,,,,,,,,,,
Slc39a10,0.35899293,0.7631404654953643,0.8812113,0.35899293,0.5670050524876523,0.8102042,0.35899293,0.7859486608625164,0.5668618,0.00928005
Gm28151,-21.041962,0.9981504476998344,-0.061883256,-21.041962,0.1212315566821871,-1.9393198,-21.041962,0.7474376352838223,-0.70957446,-0.0018086667
Gm28826,,,,,,,,,,
C230029F24Rik,,,,,,,,,,
4933411E06Rik,-0.003536139,0.9981504476998344,0.022737408,-0.003536139,0.998830982480955,-0.0022503263,-0.003536139,0.99937271857674,-0.0015852452,0.0004973467
Gm29665,,,,,,,,,,
Gm28321,,,,,,,,,,
Tmeff2,,,,,,,,,,
Gm28322,,,,,,,,,,
Gm28319,,,,,,,,,,
Gm29325,,,,,,,,,,
9330175M20Rik,,,,,,,,,,
Cavin2,,,,,,,,,,
1700072G22Rik,,,,,,,,,,
Nabp1,0.49349943,0.0043075603709374,3.3532598,0.49349943,0.0123181409703007,2.962255,0.49349943,0.1243091457917018,2.1747813,0.023138408
Gm17767,,,,,,,,,,
Gm28055,,,,,,,,,,
Myo1b,-18.5558,0.9981504476998344,-0.030941628,-18.5558,0.2785220444213874,-1.4099865,-18.5558,0.8080601090851488,-0.5158975,-0.0017601214
Stat4,0.26775557,0.0777911711436737,2.3011663,0.26775557,0.1073768583097207,2.0171568,0.26775557,0.4218545344678382,1.4016896,-0.018068703
Gm31812,2.1275914,0.9981504476998344,0.08462066,2.1275914,0.5942710081185502,0.76061666,2.1275914,0.7500016875889483,0.70268,0.0033404366
Stat1,-0.95132846,9.58053241753207e-06,-4.8919024,-0.95132846,2.8558440386949673e-13,-8.014125,-0.95132846,2.261921468883748e-05,-4.8778124,-0.033677958
Gls,0.13887665,0.2776698892532458,1.6474073,0.13887665,0.5786034972535968,0.7881547,0.13887665,0.790707920948703,0.55532616,-0.009137526
Nab1,1.0772604,1.3512789037036209e-12,7.5120177,1.0772604,2.577024971145818e-12,7.795263,1.0772604,2.7236031202118345e-07,5.7980676,0.018353777
Gm553,,,,,,,,,,
Gm28178,,,,,,,,,,
Nemp2,0.550337,0.287024460100591,1.627092,0.550337,0.188761164089613,1.6760235,0.550337,0.5061078648582429,1.2380743,0.0018640397
Mfsd6,0.008243185,0.9413684757245776,0.63586605,0.008243185,0.9894768432692016,0.021844596,0.008243185,0.9952770286760771,0.014611293,0.014759051
