wilcoxon,t-test,t-test_overestim_var
Arl4c,Txk,Txk
Btg2,Rpl9,Klf3
Srsf5,Bcl11b,Bcl11b
Pdcd4,Borcs7,Cd52
Fyn,Btg2,Borcs7
Rps3,Cd52,Btg2
Cd52,Ddx5,Ddx5
Ogt,Rps3,Rps3
Txk,Ankrd44,Ankrd44
Itgb2,Zmiz1,Spn
Ets1,Spn,Zmiz1
Uqcrh,As3mt,As3mt
Rpl36,Fyn,Fyn
Fxyd5,Rap1b,Rap1b
Selplg,Fryl,Fxyd5
Rac2,Fxyd5,Fryl
Zyx,Pitpnc1,Pitpnc1
Atp5h,Sp110,Srsf5
Tnfaip3,Tut4,Sp110
Klf3,Srsf5,Tut4
H2-Q6,Klrc2,Rpl36
Rpl18,Rpl36,Klrc2
Rps23,Itgb2,Itgb2
Tm6sf1,Ccr2,Ccr2
Stk17b,Klrb1c,Ccl4
Itga4,Tnfaip3,Tnfaip3
Ankrd11,Ccl4,Klrb1c
Ccl4,Lfng,Tnrc6b
Srgn,Tnrc6b,Lfng
Eef2,Arhgef18,Rac2
Itm2b,Rac2,Arhgef18
Ripor2,Ets1,Rps23
Slfn2,Uqcrh,Ets1
Tut4,Rps23,Uqcrh
Arhgap45,Foxn3,Selplg
Npc2,Selplg,Foxn3
Rbm39,H2-Q6,H2-Q6
Clk1,Rpl18,Rpl18
Ifitm10,Kdm7a,Kdm7a
Klrc2,Slco3a1,H2-Q4
1810058I24Rik,H2-Q4,Slco3a1
Rpl23,Klre1,Ripor2
Ncor1,Ripor2,Atp5h
Cd3e,Atp5h,Klre1
Fryl,Foxp1,Cd37
Ccr2,Cd37,Foxp1
Ubc,Zdhhc20,Zyx
Pabpc1,Zyx,Zdhhc20
Sp110,Mxd4,Mxd4
Rpl21,Ankrd12,Ankrd12
Cd37,Tcp11l2,Tcp11l2
Fyb,Klk8,Klk8
Atp1b3,Arhgap26-1,Arhgap26-1
Pitpnc1,Crebrf,Srgn
Gabarap,Acss2,Crebrf
Ctsd,Srgn,Acss2
Dusp5,AB124611,Runx1
Hopx,Runx1,AB124611
Il2rg,Dock5,Dock5
Borcs7,Arhgef3,Bnip3l
Ucp2,Bnip3l,Stk17b
Arl6ip5,Smpdl3b,Arhgef3
Nsd3,Fasl,Rpl23
Sept1,Stk17b,Eef2
Rpl27a,Eef2,Itga4
Zmiz1,Itpr2,Smpdl3b
Lfng,Rpl23,Fasl
Bnip3l,Itga4,Slfn2
Tnrc6b,Fcgr2b,Itpr2
Ccnl1,Phf21a,Ankrd11
Rsrp1,Slfn2,Cdkn1b
Cd8a,Sfxn3,Nsd3
Tprgl,Trav14-1,Trav14-1
Ugcg,Heca,Phf21a
Nop53,Cdkn1b,Heca
Rps10,Nsd3,Fcgr2b
Son,Ankrd11,Sfxn3
Rpl5,Tespa1,Itm2b
H2-Q4,Rnf166,Dusp5
Foxp1,Lpp,Arhgap45
Gtf2i,Itm2b,Rnf166
Srrm2,Dusp5,Tespa1
Calm2,Arhgap45,Clk1
Mbnl1,Clk1,Gtf2i
Kmt2e,Cirbp,Cirbp
Gzma,Gtf2i,Lpp
Ms4a4b,Fam49a,Fam49a
Bhlhe40,AC149090.1,Txnip
H2-T23,Sgk1,Tsc22d3
4930523C07Rik,Tsc22d3,Sgk1
Ostf1,Chd3,AC149090.1
Vps37b,Txnip,Chd3
Gimap5,Fam117a,Fam117a
As3mt,Lpin1,Lpin1
Arhgef18,Kmt2c,Rpl27a
Zdhhc20,Tnrc6c,Kmt2c
Klrk1,Zfp292,Tnrc6c
Snx5,Rpl27a,Zfp292
Diaph1,Mylip,Rpl21
Xrn2,Cdkn2d,Cdkn2d
Cd2,Rpl21,Mylip
Rpl38,Lats2,Wdr95
Tmem50a,Wdr95,1810058I24Rik
Macroh2a1,Kif1b,Slc50a1
Satb1,Slc50a1,Adgre5
Supt4a,1810058I24Rik,Ncor1
Ankrd12,Adgre5,Lats2
Cnot6l,Ncor1,Kif1b
Adgre5,Rap1gap2,Rap1gap2
Eif4a2,Syne1,Klrk1
Klk8,Npc2,Npc2
Foxn3,Klrk1,Syne1
Ndufa6,Gabbr1,Med13l
Ablim1,Med13l,Gabbr1
Eif3e,Smad4,Ubc
Klf6,Phf1,Smad4
Slco3a1,Kdm6b,Il2rg
Epsti1,Zcchc7,Kdm6b
Stk24,Il2rg,Zcchc7
Irf2,Rbm39,Rbm39
Rpl11,Ubc,Utrn
Gimap3,Utrn,Phf1
Il18r1,Orai2,Kmt2a
Ube2d3,Kmt2a,Tprgl
Rps21,Lamb3,Satb1
Selenow,Snx10,Snx10
Itk,Tprgl,Vps37b
Gmfg,Nlrc5,Lamb3
Tbc1d10c,Vps37b,Orai2
Klf13,Satb1,Nlrc5
Nsa2,Zfhx2,Pabpc1
Txnip,Pabpc1,Ccnl1
Rnf166,Ash1l,Ash1l
Cdkn1b,Ccnl1,Zfhx2
Pik3r1,Rara,Ppp3ca
Klrb1c,Tbx21,Tbx21
Rabac1,Ppp3ca,Grap2
H3f3b,Grap2,Rara
Lnpep,Zfp36l1,Zfp36l1
Mxd4,Pde7a,Cd3e
Klre1,Trp53inp1,Pde7a
Tax1bp1,Eva1b,Spata13
Rpl39,Cd3e,Eva1b
Phf20l1,Spata13,Fyb
Mkrn1,Slc20a1,Trp53inp1
Tmem234,Kmt2e,Kmt2e
Kdm7a,Fyb,Slc20a1
Cirbp,Tasor,Tasor
Dock10,Hid1,Atp1b3
Ppp3ca,Ubxn6,Ubxn6
Zfp292,Gprin3,Gprin3
Mettl23,Slc12a6,Hid1
Cdkn2d,Ubn2,Peak1
Rpl32,Peak1,Ubn2
Nfkbia,Atp1b3,Slc12a6
Map1lc3b,Arntl,Tmem71
Gimap6,Zfp318,Rabac1
Slc50a1,Rabac1,Use1
Kmt2a,Tmem71,Arntl
Arf4,Use1,Elmo1
Eif1,Crim1,4932438A13Rik
Scp2,4932438A13Rik,Zfp318
Grap2,Elmo1,Dapk2
Chd7,Gigyf1,9930111J21Rik2
Id2,Dapk2,Gigyf1
Malt1,9930111J21Rik2,Crim1
Tcp11l2,Arid1b,Cd84
Rbms1,Akap8l,Trbv13-3
Atp11b,Trbv13-3,Rpl5
Kif21b,Cd84,Akap8l
Runx1,Fosl2,Ugcg
Crebrf,Nop53,Nop53
Birc6,Rpl5,Arid1b
Use1,Ugcg,Hopx
Tmem71,Vsir,Vsir
Themis,Hopx,Ucp2
Mcl1,Cnot6l,Cnot6l
S100a13,Ucp2,Fosl2
Rpl37,Ncoa2,Gimap5
Vsir,Nfic,Ms4a4b
S1pr4,Gimap5,Pik3r1
Csde1,Pik3r1,Ncoa2
Rps15,Stim1,Ctsd
Utrn,Fbxw7,Il18r1
Atrx,Il18r1,Stim1
Tsc22d3,Ccnd2,Ccnd2
Acp5,Ctsd,Nfic
Trac,Nr4a1,4930523C07Rik
Trav14-1,Leng8,Nr4a1
Elmo1,4930523C07Rik,Fbxw7
Pnisr,Tgfbr2,Leng8
Irf1,Rb1cc1,Rb1cc1
Mat2b,Ms4a4b,Rsrp1
Jund,Slc9a9,Tgfbr2
Rinl,March7,March7
mt-Co1,Mef2a,Mef2a
Cd247,Gab3,Tecpr1
Fasl,Rsrp1,Irf2
Fus,Tecpr1,Gabarap
Heca,Irf2,Lnpep
Arhgef1,Gatad2b,Gatad2b
Nipbl,Gabarap,Slc9a9
Rpl13a,Lnpep,Mycbp2
Cd3d,Mycbp2,Sema4a
Snx10,Sema4a,Gab3
AB124611,Kmt2d,Irf1
Cyth4,Arid5a,Kmt2d
March7,Fam53b,Arid5a
Picalm,Camk1d,St3gal6
Mycbp2,Irf1,Fam53b
Syf2,St3gal6,Camk1d
Acss2,Camk2n1,Eif4a2
Ccnd2,Kdm5b,Gzma
Dock5,Kcnj8,Camk2n1
Stat4,Eif4a2,Bhlhe40
Skap1,Rasgrp1,Kdm5b
Arhgap26-1,Fbxl20,Rasgrp1
Arhgap15,Chd7,Chd7
Nfatc3,Bhlhe40,Phf20l1
Smpdl3b,Phf20l1,Arhgap15
Spata13,Arhgap15,Fbxl20
Itpr2,Gzma,Kcnj8
Wdr95,Maml2,Kif21b
Ikzf3,Rsf1,Rsf1
Arhgef3,Kif21b,Klf6
Peak1,Klf6,Fam204a
Lpin1,Il17ra,Il17ra
Tespa1,Fam204a,Maml2
Snrnp70,Arid5b,Arid5b
Fcgr2b,Smim14,Smim14
Rsbn1l,Pan3,Rpl11
Tnrc6c,Cd96,Pan3
Phf21a,Msi2,Cd8a
Cd6,Itk,Cd96
Bin2,Cd8a,Itk
Ptp4a2,Fgf13,Msi2
Dennd4a,Tnfrsf25,Stard10
Sfxn3,Baiap3,Crebbp
Shisa5,Rpl11,Trip11
Znrf2,Fry,Baiap3
Sgk1,Stard10,Fgf13
Serf2,Crebbp,Sept1
Zcchc7,Trip11,Tnfrsf25
Chd3,Atxn7,Rps27rt
Phf3,Rps27rt,Fry
Zc3hav1,Fam193a,Atxn7
Rock1,Sept1,Fam193a
Thy1,Tnik,Tnik
Zfp36l1,Srcin1,Klf13
Cd226,Klf13,1700025G04Rik
Stk4,1700025G04Rik,Tnrc6a
Rps4x,Nr1d2,Cd226
Top2b,Tnrc6a,Crot
Fam204a,Pitpnm1,Nipbl
Fam117a,Crot,Nr1d2
Fam49a,Ccl9,Pitpnm1
Tspo,Pcmtd2,Srcin1
Lpp,Herc3,Pcmtd2
Rbm25,Nipbl,Herc3
Dusp11,Cd226,Arl6ip5
Eva1b,Nod1,Celf1
Zfp36,Celf1,Atp11b
Tbx21,Arl6ip5,Nod1
Tln1,Atp11b,Nr3c1
9930111J21Rik2,Nr3c1,Ikzf3
Ccnd3,Nisch,Rps10
Kdm6b,6330403K07Rik,Ccl9
Rps27rt,Ikzf3,Nisch
4932438A13Rik,Rap2a,Sorl1
Dusp2,Sorl1,Rap2a
Stim1,Rps10,Pogk
Chsy1,Pogk,Diaph1
Stk38,Ptpn4,Arid4a
Msn,Arid4a,6330403K07Rik
Dnajc1,Diaph1,Ptpn4
Slc20a1,Rnf13,Snx5
Arpc1b,Snx5,Rnf13
Kmt2c,Camk2d,Son
Atxn1,Man1a,Camk2d
Lamb3,Bcl9l,Man1a
Rap1gap2,Nhsl2,Bcl9l
Bptf,Son,Stk24
AC149090.1,Stk24,Malt1
Trip11,Taok1,Taok1
Ash1l,Malt1,Nhsl2
Nlrc5,Golim4,H2-T23
Mylip,Calcoco1,Srrm2
Cd84,H2-T23,Golim4
Ppp1r15a,Srrm2,Rps21
Tasor,Sytl2,Sytl2
Usp3,Smad3,Rsu1
Pde7a,Rsu1,Smad3
Arpc2,Rps21,Xrn1
Gsk3b,Xrn1,Calcoco1
Smim14,Znrf1,Dennd1c
Arid4a,Dennd1c,Cd6
Ube2b,Chd6,Ablim1
Ctsa,Fam214a,Rpl39
Dapk2,Cd6,Znrf1
Sema4a,Kmt5b,Chd6
Nr4a1,Pacs1,Kmt5b
Syne1,Trim14,Cd2
Rb1cc1,Ablim1,Pacs1
Tecpr1,Rapgef2,Cmah
Luc7l2,Setd1b,Fam214a
Emp3,Gns,Setd1b
St3gal6,Rpl39,H3f3b
Rpl23a,Cmah,Baz2a
Rpl29,Cd2,Rapgef2
Akap13,Baz2a,Gns
Gramd3,H3f3b,Trim14
Lats2,Zfp36,Zfp36
Trp53inp1,Hdhd5,Acp5
Wnk1,Rbm5,Rbm5
Cmah,Xpr1,Calm2
Arid1a,Nr2c2,Stk10
Gimap1,Stk10,Rasal3
Med13l,Acp5,Usp3
Celf1,St3gal4,Stk38
Gabbr1,Usp3,Nr2c2
Smad4,Rasal3,Hdhd5
Rpl26,Stk38,Xpr1
Tmem59,Calm2,Ctsa
Cd82,Ctsa,St3gal4
Arhgap30,Ccng2,Pnisr
Cnbp,Zswim6,Zswim6
Zfhx2,Ptpre,Cyth4
Ubxn1,Zbtb20,Ccng2
Fnbp1,Pnisr,Ptpre
Rps16,Cyth4,Rpl38
Crebbp,Qprt,Tcf12
Mef2a,Tcf12,Phf3
Phf1,Mbp,Mbp
Stk10,Frat2,Frat2
Kif1b,Rpl38,Qprt
Rictor,Zbtb4,Rabgap1l
Xrn1,Phf3,Mbnl1
Gm8369,Rabgap1l,Akap9
Gatad2b,Akap9,Zbtb20
Gpsm3,Rinl,Rinl
Sys1,Mbnl1,Ostf1
Sf3b1,Ostf1,Atxn1
H3f3a,Ppp1r9b,Nfatc3
Sla,Nfatc3,Ppp1r9b
Gls,Gpx8,Egr1
Hid1,Atxn1,Dock10
Kpna4,Jarid2,Rictor
Rasa3,Egr1,Zbtb4
Orai2,Xylt1,Jarid2
Eif5,Rictor,Xrn2
Crim1,Pink1,Pink1
Ncoa2,Acss1,Tmem131l
Slc12a6,Dock10,Mkrn1
Rara,Dpy19l3,Gpx8
Rps3a1,Tmem131l,Xylt1
Rbm5,Xrn2,Acss1
Eif3h,Elovl7,Nfkbia
Gprin3,Mkrn1,Mef2d
Crlf3,Abcg1,Card11
Itpkb,Mef2d,Sppl3
Zfp318,Btbd9,Dpy19l3
Cd96,Sppl3,Fcho2
Slc38a2,Card11,Btbd9
Prpf38b,Nipal3,Nipal3
Trbv13-3,Fcho2,Abcg1
Ubn2,Nfkbia,Slc4a7
Iqgap1,Slc4a7,Elovl7
Stard10,Mat2b,Mat2b
Rasgrp1,Birc6,Birc6
Arid4b,Antxr2,Adcy7
Tgfbr2,Adcy7,Rbms1
Atp6v1f,Hace1,Ndufa6
Pafah1b1,N4bp1,N4bp1
Il17ra,Itga1,Itga1
Ubxn6,Ndufa6,Arhgap4
Fbxw7,Rbms1,Slc44a2
Cd3g,Arhgap4,Antxr2
Ppig,Btbd7,Hace1
Arntl,Plcg1,Btbd7
Myl6,Hbp1,Plcg1
Rsf1,Slc44a2,Hbp1
Ankrd17,Cyth1,Cyth1
Kdm5b,Zfp831,Maf1
Ptbp3,Maf1,Crlf3
Slc9a9,Uhrf1bp1l,Uhrf1bp1l
Gab3,Crlf3,Mdm4
Leng8,Mdm4,Zbtb7a
Gigyf1,Pcmtd1,Stat4
Purb,Lrrk1,Lrrk1
Kxd1,Zbtb7a,Pcmtd1
Arid5a,Rptor,Supt4a
Fbxl20,Stat4,Rpl32
Baz2a,Zmym5,Zmym5
Tnfrsf25,Sfi1,Rptor
Arid5b,Pde4d,Zfp831
Prrc2b,Fos,Fos
Fam53b,Supt4a,Pde4d
Rab14,Rpl32,Rbm33
Tnrc6a,Rbm33,Gimap8
Kcnj8,Pnpla7,Sfi1
Smap1,Diaph2,Nfkb1
Akap8l,Gimap8,Pnpla7
Usp48,Nfkb1,Gimap3
Fosl2,Arid1a,Diaph2
Dennd1c,Gimap3,Arid1a
Camk2n1,L3mbtl3,Notch2
Prkch,Notch2,Rsbn1l
Trip12,Smurf1,L3mbtl3
Arid1b,Vps13d,Ube2d3
Pan3,Arhgef12,Smurf1
Rasal3,Rsbn1l,Vps13d
Tra2a,Pde2a,Selenow
Bod1l,Vps13b,Vps13b
Gimap8,Zfp652,Zfp652
N4bp1,Bckdha,Arhgef12
Crot,Clcf1,Tbc1d10c
Ccl9,Ube2d3,mt-Co1
Nr1d2,Izumo4,F2r
Rapgef6,Xpa,Macroh2a1
Slc44a2,F2r,Xpa
Camk1d,Tbc1d10c,Tmem50a
Ifngr1,Macroh2a1,Izumo4
Kmt2d,Selenow,Bckdha
Nktr,Ezh1,Clcf1
Herc1,Tmem50a,Ezh1
Lef1,Susd6,Pde2a
Slc3a2,Rgs2,Rgs2
Prex1,Gsk3b,Gsk3b
Maml2,Smarca2,Susd6
Nisch,Nlrc3,Nlrc3
Msi2,Rere,Evl
Dusp1,Evl,Smarca2
6330403K07Rik,mt-Co1,Klhl24
Srcin1,Klhl24,Tmem234
Ctsw,Rps6ka3,Bptf
Brd1,Rnf111,Rps6ka3
Zbtb7a,Med12l,Rnf111
Tcf25,Bptf,Med12l
Rpl7,Tmem234,Senp7
Nptn,Senp7,Rere
Clint1,Brwd1,Arid4b
Rnf138,Tle4,Tle4
Nfkb1,Arid4b,Brwd1
Atxn7,Ccser2,Crtc3
Nfic,Crtc3,Ccser2
Chic2,Dync1h1,Dnajc1
Rbbp6,Cma1,Dync1h1
Ttc14,Dnajc1,Gmfg
Ube2h,Atp2a3,Atp2a3
Fth1,Dusp1,Dusp1
Otulinl,Kctd2,Itpkb
Calcoco1,Itpkb,Eif1
Nhsl2,Gmfg,Itgax
Tmem163,Rbm47,Epsti1
Pcif1,Jmjd1c,Kctd2
Ttc3,Zer1,Jmjd1c
Stx17,Itgax,Herc1
Ndrg3,Fam160a2,Rbm47
Susd3,Herc1,Zer1
Adrb2,Mbnl2,Cma1
Man2a2,Eif1,Prkcb
Tmem164,Epsti1,Mbnl2
Kcnk5,Prkcb,Fam160a2
Ppm1a,Atg2a,Atg2a
Cluh,Exoc6b,Ube2h
Stau1,Ralgapa2,Trim8
Ryk,Trim8,Ralgapa2
Lyst,Ube2h,Themis
Agpat3,Fbxl12,Exoc6b
Tigar,Sorbs1,Sh2d3c
Slc25a40,Sh2d3c,Fbxl12
D430042O09Rik,Themis,Arl5c
Lemd2,Rnf216,Rbl2
Commd4,Rbl2,Rnf216
Polr3gl,Kdm3b,Kdm3b
Eps15l1,Arl5c,Rps15
Retreg3,Tbkbp1,Tax1bp1
Pcnx3,Znrf3,Sorbs1
Bicral,Map3k14,Cdc42ep3
Tapt1,Cdc42ep3,Smpdl3a
Togaram1,Rps15,Tbkbp1
Emc1,Zmym2,Zbtb38
Hexim1,Tax1bp1,Irf7
Mcrip1,Smpdl3a,Zmym2
Cysltr2,Zbtb38,Picalm
Ankrd27,Tyk2,Map3k14
Hmgxb3,Rabep2,Znrf3
Tmem43,Picalm,Atf7ip
Inpp4a,Irf7,Tyk2
Vkorc1,Atf7ip,Usp48
Lmbrd2,Aff4,Rabep2
Ifi206,Usp48,Osbpl8
Dcp1a,Osbpl8,Aff4
Zfp944,Yes1,Ppm1h
Zfp740,Matk,Stk4
Ndel1,Ppm1h,Brd1
Gtpbp1,E4f1,Mettl23
Elk4,Nr4a3,Nr4a3
Phf12,Brd1,Suco
Tet3,Slc9a7,E4f1
Zhx1,Mettl23,Lrch3
Sik3,Suco,Dennd5a
Ncln,Dennd5a,Matk
Brwd3,Lrch3,Slc9a7
F8a,Stk4,Yes1
Angel2,Clock,Rassf1
Hscb,Plekhm3,Ddx17
Zyg11b,Plcb2,Rap2b
Ube3a,Rap2b,Pbxip1
Mlxip,Rassf1,Asxl2
Cdyl,Asxl2,Clock
Wasl,Ddx17,Rapgef6
Gtpbp2,Pbxip1,Dennd4a
Ap3d1,Wls,Ppp1r15a
Agap3,Rapgef6,Plcb2
Unc93b1,Ppp1r15a,Plekhm3
Osbpl11,Dennd4a,Trim26
Pi4kb,Foxj2,Id2
Rad54l2,Trim26,Wls
Sytl1,Ypel5,Ypel5
Nhlrc3,Atrx,Rpl37
Gm7072,Rpl37,Atrx
Svil,Fyco1,Fnbp1
Zbtb2,Id2,Top2b
Stat3,Nbeal1,Foxj2
Bcor,Fnbp1,Gimap6
Zeb1,Uvssa,Fyco1
Polg,Top2b,Herc4
Usp42,Herc4,Zfp644
Arid2,Kidins220,Uvssa
Smg6,Zfp644,Nbeal1
Acot2,Rlf,Kidins220
Stxbp3,Gimap6,Rlf
Nrde2,Nsa2,Nsa2
Champ1,Stx2,Ankrd17
Fancf,Map3k2,Zfp945
Dlgap4,Ldlrad4,Map3k2
Trak1,Ankrd17,Inpp5k
Vps33b,Spopl,Spopl
Zscan29,Zfp945,Phc3
Pkn2,Inpp5k,Klf7
Nf2,Phc3,Stx2
Frrs1,Ski,Washc2
Ccni,Ppp1r13b,9930021J03Rik
Heatr5b,9930021J03Rik,Srgap2
Sbf1,Srgap2,Ski
Fech,Klf7,Chsy1
Pdxp,Klra3,Ldlrad4
Sp1,Washc2,Ralgapa1
Agap2,Traf3ip1,Abtb1
Reps1,Ralgapa1,Ppp1r13b
Zfp263,Vopp1,Vopp1
Depdc5,Abtb1,Traf3ip1
Kdm6a,Chsy1,Sertad3
Zfp825,Sertad3,Klra3
Elmo2,Hdgfl3,Ptk2b
Otud5,Ptk2b,Hdgfl3
Rrad,Cbx7,Adamts10
Zfyve27,Eif3e,Eif3e
Taf4,Adamts10,Tnrc18
Gbp9,Tnrc18,Cbx7
Shld2,Atad2b,Esm1
Hipk1,Tet2,Tet2
Gba,Zmynd11,Clec2d
H2bu2,Esm1,Atad2b
Arih2,Atf7,Zmynd11
Akirin2,Clec2d,H1f2
Fam53c,Ifit1bl1,Atf7
Rnf214,Ip6k1,Ifit1bl1
Gpkow,Iqsec1,Kxd1
Prcp,Fnip1,Ip6k1
Fbxo31,Fto,Gsap
Exoc4,Gsap,Hps3
Trim39,Abtb2,Fnip1
Selenom,Hps3,Bod1l
Ppil4,Kxd1,Iqsec1
Trim33,H1f2,Abtb2
Cenpl,Cdip1,Ubald1
Rhot1,Dglucy,Fto
Clk2,Ubald1,Brd3
Akap11,Wdr47,Cdip1
Akap10,Bod1l,Gramd1a
Snx19,Brd3,Wdr47
Nub1,Rfx3,Rfx3
R3hcc1l,G0s2,G0s2
Rnf31,Fbxl17,Mau2
Spag9,Gramd1a,Uvrag
Mppe1,Uvrag,Hpcal1
Rab12,Mau2,Wbp1l
Lamc1,Pkd1,Fbxl17
Fbxo11,Fkbp10,Dglucy
Atxn7l1,Ulk2,Cep192
Dop1a,Hpcal1,Dcaf8
Arhgap31,Wbp1l,Atg4d
Cplane1,Cep192,Ulk2
Tiparp,Heatr9,Pkd1
Mxi1,Dcaf8,Prrc2b
Mgst2,Kiz,Ttc7b
Pias2,Atg4d,Heatr9
Atp13a2,Ttc7b,Arf4
Top3b,Ube2w,Fkbp10
Zfp637,Prrc2b,Ube2w
Pwwp2a,Arf4,Kiz
Ubap1,Rab33b,Cyhr1
Ago1,Maml1,Rab33b
Inpp5b,Cyhr1,N4bp2l1
Ptprj,Dcxr,Maml1
Sergef,N4bp2l1,Sla
Cpeb4,Fbxl2,Fam189b
Snx20,Sipa1l3,Jund
Atg16l1,Foxo3,Rps4x
Tmem131,Jund,Dcxr
Zfand1,Fam189b,Sun2
Sap130,Herpud2,Herpud2
Dpp4,Sla,Trac
Sik1,Sun2,Gramd1b
Hps1,Gramd1b,Foxo3
Gpr174,Rxra,Fbxl2
Pttg1ip,Mecp2,Cd247
Zfp871,Sik2,Sipa1l3
Plekhg2,Nedd4,Kat6a
Klhl2,Kat6a,Nedd4
Tm7sf3,Arf3,Mecp2
Sec16a,Chd9,Arf3
Slfn8,Trac,Chd9
Srcap,Lmbr1l,Lmbr1l
Rabep1,Cd247,Kpna1
Elf2,Rps4x,Rapgef1
Sigirr,Kpna1,Zfp148
Zfp654,Paqr7,Sik2
Tmub1,Rapgef1,Paqr7
Prr14,Zfp148,P3h4
Vat1,P3h4,Stx4a
Zc3h12a,Wipf2,Rxra
Gmeb1,Stx4a,Itgam
Mxd1,Nck2,Wipf2
Mapk8ip3,Arid3b,Fli1
Axin1,Itgam,Nck2
Naa60,Fli1,Arid3b
Ubash3a,Csrnp1,Csrnp1
Stat6,Scp2,Scp2
Rprd2,Rhof,Rhof
Kif2a,Arhgap17,Arhgap17
Tbc1d17,Ern1,Arfgef1
Kctd18,Kdm3a,Kdm3a
Cux1,Rabgap1,Pou2f2
Txlng,Arfgef1,Ern1
Plekha3,Cacna2d4,Fam172a
Ppil2,AW549877,Rabgap1
Nfatc2,Fam172a,Pag1
Snx4,Tmem87b,Cers4
Strip1,Cers4,Pik3r5
Atxn7l3b,Pik3ca,Pik3ca
Gem,Pou2f2,Rgs3
Cc2d1a,Pag1,Tmem87b
Tbc1d20,Card6,Setd2
Ctnnbip1,Rgs3,AW549877
Tsen34,Pik3r5,Wdr44
Dgkh,Kdm4c,Kdm4c
Abca7,Fbrs,Fbrs
Ube2o,Wdr44,Card6
Gss,Samd3,Mtfr1l
Nceh1,Setd2,Prag1
Gpbp1l1,Mtfr1l,Samd3
Relch,Prag1,Znrf2
Ube2g1,Rreb1,Kansl3
Nufip2,Sh2b1,Sh2b1
Ralgapb,Scai,Rreb1
Pcf11,Kansl3,Prkx
Mctp2,Tanc1,Scml4
Dedd,Znrf2,Scai
Smim27,Scml4,Cacna2d4
Mosmo,Atrn,Atp2b4
Gm4707,Taz,Taz
Dennd1a,Atp2b4,Ankrd10
Tmem115,Klra9,Ttc39c
Gid4,Fez2,Tanc1
Atp11c,Prkx,Atrn
Tmem65,Ankrd10,Fez2
Lemd3,Ttc39c,S1pr4
Golm1,Hipk2,Ccndbp1
Dhx30,Akr1b10,Cd82
Prkdc,Zfp182,Anxa1
Tmx3,Tmem151a,Akr1b10
Arap1,Ccndbp1,Tmem219
Sertad1,Iffo1,Upf3b
Ptger4,Tmem219,Man2a1
Bend4,S1pr4,Nup153
Vps41,Man2a1,Hipk2
Cradd,Upf3b,Zfp182
Ehmt1,Cd82,Lef1
Exoc2,Nup153,Iffo1
Yeats2,Ctdsp1,Ctdsp1
Nck1,Anxa1,Tob2
Cluap1,Btbd11,Zc3hav1
Ubr1,Kat6b,Klra9
Ikbke,Lef1,Map1lc3b
Acox3,Zc3hav1,Errfi1
Nmrk1,Tob2,Dusp11
Bsdc1,Slc12a7,Tmem151a
